0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
9,13,36,0,28,22,13,26,24,47,6,42,21,35,3,3,7,31,20,27,18,10,14,47,29,20,33,1,42,37,36,45,5,1,10,17,40,1,32,17,44,36,15,7,38,17,14,30,15,38,3,48,19,41,36,16,16,5,28,24,16,14,38,1,43,13,7,32,35,29,35,16,5,0,39,33,3,16,19,33,29,29,39,17,13,20,12,32,20,1,7,6,35,35,37,18,14,5,34,16
34,40,46,14,8,19,26,46,38,34,38,5,36,8,5,19,42,22,14,13,31,0,24,39,5,38,9,36,22,10,26,33,42,8,29,5,4,33,5,0,41,14,40,38,1,5,28,16,6,47,2,34,12,34,48,34,13,16,27,36,45,39,25,33,37,45,3,7,14,11,46,9,43,32,14,0,38,38,44,39,6,42,48,12,47,35,32,4,14,26,29,9,2,9,27,1,27,18,4,22
36,14,37,38,34,18,1,6,8,9,4,43,22,39,2,16,6,27,46,5,22,35,26,15,3,13,30,19,5,42,45,12,24,40,9,0,44,22,11,21,42,42,23,41,12,38,45,19,27,46,0,9,2,33,43,22,46,41,3,33,25,30,39,17,42,31,39,18,5,1,23,17,48,25,40,37,17,23,41,36,9,12,2,42,5,36,25,0,8,17,15,20,37,12,6,47,34,9,28,33
16,32,48,35,15,43,35,30,5,7,10,24,0,37,19,22,44,8,32,30,7,30,7,38,13,1,15,34,23,35,48,0,44,17,1,18,49,32,15,7,3,5,13,25,40,36,36,25,1,26,22,19,18,22,40,30,11,33,18,31,20,17,32,23,0,24,13,34,10,34,16,18,16,30,18,8,45,48,39,47,15,48,36,3,35,45,8,45,33,13,21,11,6,19,21,38,30,14,1,6
21,26,7,3,19,2,15,1,37,4,30,38,20,16,36,29,43,15,18,43,47,36,29,34,6,30,26,23,28,49,16,2,35,23,24,47,18,24,34,31,16,21,14,4,45,14,38,23,3,22,31,23,36,44,47,39,10,11,29,2,7,3,27,30,30,47,45,4,3,28,7,39,0,5,27,46,35,27,13,19,0,4,47,10,8,26,45,25,28,5,44,22,3,0,31,41,37,8,33,27
15,34,23,40,12,38,9,7,18,19,35,1,1,27,39,44,34,18,41,16,39,21,34,24,46,40,38,6,14,33,14,44,37,35,6,30,30,14,42,30,39,11,11,17,42,30,0,29,29,37,15,22,6,28,7,23,4,15,20,37,13,47,3,6,38,0,12,17,47,20,3,48,29,27,36,14,41,9,10,6,31,15,12,2,23,19,11,39,32,36,25,27,7,28,23,13,49,37,23,13
32,28,6,44,20,41,0,40,14,12,22,41,48,44,32,28,26,20,28,18,34,9,12,13,41,11,6,22,26,20,27,16,3,12,25,45,9,10,19,38,7,16,16,30,28,42,32,18,36,6,14,10,33,14,6,8,39,7,31,3,44,12,16,26,11,43,41,44,0,2,10,30,10,29,48,3,4,24,38,1,11,34,29,13,37,25,30,44,21,29,17,40,12,37,42,48,2,0,46,32
0,5,43,17,32,48,19,37,44,32,12,46,10,5,7,24,33,30,49,33,35,42,15,26,16,15,48,16,9,38,47,27,10,21,14,36,7,21,13,9,0,37,44,14,36,27,27,36,41,36,24,30,35,35,5,13,8,31,40,0,29,36,42,29,31,3,36,15,16,18,32,35,2,9,42,20,18,25,6,44,27,18,49,47,3,15,37,14,41,41,16,15,0,42,39,36,7,44,40,40
1,18,0,25,26,33,14,35,35,20,2,49,7,11,35,21,12,4,36,32,6,49,41,18,31,43,40,7,19,1,37,38,28,37,15,20,26,8,25,25,13,44,47,42,47,10,21,3,14,49,9,2,16,26,8,45,49,49,10,48,32,41,48,31,35,15,44,47,9,33,41,3,49,11,31,12,21,40,17,46,23,38,40,30,32,32,31,26,36,10,20,35,42,46,44,46,31,3,43,31
17,11,8,48,1,21,34,27,22,10,42,18,37,9,10,47,20,37,23,24,46,41,38,20,9,14,17,13,40,47,49,34,34,11,0,21,13,0,20,29,32,7,32,39,26,28,6,11,30,11,44,40,9,47,29,4,35,30,19,28,48,22,43,43,16,14,33,9,43,5,11,41,21,49,8,42,16,34,12,40,8,23,31,18,25,22,1,31,47,33,1,34,11,33,2,33,32,43,26,49
27,10,10,5,41,6,41,32,40,8,8,27,49,14,46,8,9,45,37,9,30,16,37,14,44,27,14,47,34,36,2,30,21,49,37,24,36,49,37,1,19,31,42,6,13,35,34,40,43,42,46,21,49,31,20,49,47,32,39,12,18,11,46,47,21,42,28,5,49,32,39,7,24,12,20,29,19,35,3,12,35,46,13,14,9,34,20,46,19,22,26,29,31,40,47,34,38,34,41,18
18,6,41,29,11,37,30,42,12,15,7,28,44,17,24,36,24,7,17,23,36,2,10,48,7,49,47,37,39,15,10,4,7,45,26,9,0,36,48,41,43,28,6,10,30,18,23,45,37,8,10,47,27,17,4,47,3,10,15,49,35,48,11,36,6,8,21,11,37,30,21,21,39,13,12,16,31,2,33,4,38,3,11,9,20,24,0,2,46,39,4,25,14,27,10,26,4,31,45,9
8,21,14,37,24,34,33,9,23,5,24,7,25,1,31,5,49,11,47,46,3,43,47,0,21,44,13,27,0,12,35,39,14,13,22,41,3,34,14,27,12,18,48,8,46,23,26,32,49,25,49,35,22,1,17,35,44,0,49,5,21,0,9,39,12,38,2,10,30,31,48,24,18,20,3,11,47,14,36,32,13,26,23,6,31,28,22,10,0,23,13,32,40,13,26,9,10,21,44,19
26,0,39,30,33,3,4,49,3,1,39,20,47,10,29,7,2,34,10,25,19,26,20,30,27,4,34,0,38,13,19,20,33,44,4,16,39,35,39,5,4,30,37,21,35,16,49,28,32,9,29,24,44,25,1,6,29,14,14,6,38,4,14,40,2,41,32,45,32,3,17,37,23,36,15,32,9,30,40,28,3,28,22,0,0,39,14,8,45,44,49,49,25,25,45,31,19,45,35,39
4,4,1,16,13,39,32,16,39,30,36,15,31,48,30,49,0,1,8,26,40,22,3,44,28,46,2,39,37,24,21,49,13,15,8,11,17,31,9,15,46,26,5,46,39,46,19,43,42,23,27,37,8,38,3,0,14,12,35,30,4,29,41,27,9,26,47,6,24,49,13,14,30,39,22,43,1,5,5,37,16,32,3,7,33,43,15,33,18,11,24,12,36,43,9,32,43,25,27,11
24,2,28,41,5,8,46,28,0,27,11,6,3,46,0,6,30,49,33,39,33,48,1,11,38,41,42,33,16,4,40,25,27,20,35,1,33,27,26,32,35,25,41,37,43,44,40,7,33,5,34,29,40,19,41,11,34,35,26,11,15,43,8,20,1,46,31,19,23,46,44,10,41,23,35,4,14,49,48,9,49,9,42,21,4,42,13,27,13,46,6,36,48,1,32,19,41,47,49,21
