run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([31, 207, 220, 237, 239], np.float64(0.755374969970313))","([31, 207, 220, 239], np.float64(43.73653776636899))"
1,"([4, 181, 183, 202, 233], np.float64(2.368852801699225))","([4, 202, 233], np.float64(46.142972559100585))"
2,"([9, 53, 164, 169, 223], np.float64(0.7931191011941168))","([9, 53, 169, 223], np.float64(40.843842724219634))"
3,"([15, 138, 148, 219, 224], np.float64(1.0324893370534083))","([15, 138, 148, 224], np.float64(39.262214938630336))"
4,"([55, 59, 139, 181, 239], np.float64(1.5965379312936379))","([55, 139, 181, 239], np.float64(37.862258997193834))"
5,"([52, 73, 166, 170, 242], np.float64(0.7395655006579517))","([73, 166], np.float64(43.026795731045844))"
6,"([41, 105, 130, 168, 205], np.float64(1.4715811192406545))","([41], np.float64(40.71680750658622))"
7,"([9, 67, 162, 215, 241], np.float64(0.5582206375725369))","([9, 241], np.float64(40.97666470141694))"
8,"([59, 188, 192, 205, 238], np.float64(0.17507950478144235))","([188, 192, 205, 238], np.float64(43.69043539456062))"
9,"([15, 115, 121, 125, 197], np.float64(0.41404722887136836))","([115, 121, 125], np.float64(38.69541720832705))"
10,"([7, 32, 35, 40, 91, 184, 223], np.float64(1.18788236624595))","([35, 92, 184], np.float64(38.65577327590909))"
11,"([39, 81, 94, 143, 172], np.float64(1.0153338845059015))","([94, 143, 172], np.float64(47.86329086458919))"
12,"([21, 30, 59, 159, 174], np.float64(0.9042476411530379))","([21, 30, 59, 159], np.float64(38.744271054299986))"
13,"([36, 122, 149, 170, 221], np.float64(0.40891018588614525))","([36, 122, 149, 221], np.float64(42.7371741268371))"
14,"([76, 88, 101, 137, 168], np.float64(0.415433695190037))","([76, 88, 101, 137, 168], np.float64(40.45684601806377))"
15,"([63, 148, 197, 200, 247], np.float64(2.2046759923034434))","([63, 197, 247], np.float64(43.40512116608657))"
16,"([40, 100, 171, 198, 216], np.float64(0.8858180055556804))","([40, 100, 198], np.float64(38.75966924942414))"
17,"([52, 84, 135, 147, 221], np.float64(0.40195680846943893))","([84, 135, 147], np.float64(40.64456298445557))"
18,"([49, 90, 92, 119, 205, 248], np.float64(0.45454791135929273))","([49, 90, 92, 119, 248], np.float64(45.67490916887333))"
19,"([133, 149, 166, 173, 192], np.float64(0.2738989043321695))","([133, 149, 166, 192], np.float64(39.563591162811925))"
20,"([87, 164, 176, 205, 206], np.float64(0.42433801269501153))","([87, 164, 205, 206], np.float64(37.63029591863512))"
21,"([9, 24, 118, 166, 179], np.float64(0.6845062446464392))","([24, 166, 179], np.float64(40.116963817053374))"
22,"([69, 130, 151, 187, 213], np.float64(0.4540604108705033))","([69, 130, 213], np.float64(40.082927483071266))"
23,"([8, 61, 149, 176, 203], np.float64(0.49532386041524273))","([8, 176, 203], np.float64(43.77454078930142))"
24,"([57, 102, 202, 213, 228], np.float64(0.9618708582060512))","([57, 202, 213, 228], np.float64(39.2547239625784))"
25,"([13, 22, 36, 56, 248], np.float64(1.0543724177928198))","([13, 36, 56, 248], np.float64(39.12397850058104))"
