run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([26, 94, 135, 158, 168, 205, 223], np.float64(0.2726996069486646))","([135, 158], np.float64(66.23746229524258))"
1,"([3, 24, 27, 39, 81, 109, 167], np.float64(1.9276752345109407))","([24], np.float64(64.80929541914995))"
2,"([30, 41, 52, 61, 184, 219, 243], np.float64(0.10536728763009447))","([41, 61], np.float64(60.02908956041059))"
3,"([31, 98, 104, 127, 194, 226, 247], np.float64(2.7128386452717033))","([127, 226, 247], np.float64(56.18560237980601))"
4,"([22, 29, 44, 132, 137, 148, 241], np.float64(1.527447421118579))","([22, 29, 148], np.float64(59.95513022036366))"
5,"([8, 59, 78, 117, 130, 153, 216], np.float64(0.0549189882832294))","([78, 117], np.float64(63.72206279846966))"
6,"([16, 20, 24, 143, 167, 172, 240], np.float64(0.2077373179848189))","([167, 172], np.float64(58.36279746858562))"
7,"([33, 57, 63, 109, 111, 150, 229], np.float64(1.2308586700937598))","([63, 109, 150], np.float64(61.41278755571153))"
8,"([31, 49, 61, 78, 148, 232, 234], np.float64(0.3404797532278645))","([232, 234], np.float64(55.61351164265595))"
9,"([3, 11, 40, 198, 210, 215, 222, 224], np.float64(1.0326244774740425))","([3], np.float64(64.8539435090876))"
10,"([66, 92, 132, 162, 191, 202, 242], np.float64(2.004498843299018))","([202], np.float64(63.14236981208381))"
11,"([52, 55, 77, 92, 142, 173, 224], np.float64(0.6235917830537192))","([224], np.float64(61.23404557636645))"
12,"([30, 66, 126, 130, 178, 206, 223], np.float64(0.2282259918663658))","([30, 161], np.float64(61.390350880440344))"
13,"([18, 28, 42, 43, 58, 71, 141], np.float64(1.21054751962624))","([18, 58, 71], np.float64(60.603587486698785))"
14,"([6, 45, 74, 108, 119, 148, 174, 233], np.float64(0.24318525656589204))","([74, 119, 148], np.float64(52.71932838250378))"
15,"([1, 17, 48, 85, 112, 216, 227], np.float64(0.37011098388070657))","([], np.float64(64.02947057386014))"
16,"([5, 6, 38, 89, 144, 154, 186], np.float64(0.35684001027957163))","([5, 89, 186], np.float64(57.465006077233504))"
17,"([66, 85, 179, 185, 198, 239, 245], np.float64(3.3629201390113423))","([179], np.float64(59.97127033700449))"
18,"([6, 11, 23, 118, 200, 226, 227], np.float64(0.9854030523257441))","([11], np.float64(58.70288972782943))"
19,"([28, 68, 101, 119, 151, 158, 246], np.float64(2.116751292257941))","([28, 68, 158], np.float64(66.35815392584789))"
20,"([18, 26, 31, 133, 160, 205, 223], np.float64(1.7506518919497096))","([133], np.float64(64.85696328186972))"
21,"([5, 35, 84, 89, 125, 157, 228], np.float64(0.4697766144687404))","([], np.float64(62.00740324858481))"
22,"([42, 149, 182, 183, 186, 245, 247], np.float64(0.7995928199245457))","([42, 149, 182, 183], np.float64(59.361355754010596))"
23,"([22, 23, 30, 141, 187, 237, 238], np.float64(0.8178748999587947))","([23], np.float64(61.511665973271754))"
24,"([48, 60, 186, 197, 219, 241, 243], np.float64(1.1936151269863946))","([48, 109, 219, 243], np.float64(62.54058397880964))"
25,"([5, 38, 107, 217, 240, 244, 246], np.float64(0.09422621900633903))","([5, 240], np.float64(57.664060386333524))"
26,"([4, 57, 67, 113, 147, 156, 227], np.float64(0.23565627038754483))","([4, 147, 156], np.float64(64.33849076974539))"
27,"([22, 89, 99, 121, 149, 175, 228], np.float64(0.706491573429268))","([99, 121], np.float64(63.28562311581532))"
28,"([9, 48, 57, 69, 130, 204, 231], np.float64(7.652475175397804))","([], np.float64(66.40063021751553))"
29,"([19, 65, 71, 110, 133, 224, 245], np.float64(2.455321657447369))","([110, 133, 224], np.float64(59.83458439865654))"
30,"([8, 105, 154, 158, 159, 204, 210], np.float64(0.7455410771770455))","([105, 159], np.float64(55.36658712954746))"
31,"([23, 44, 123, 130, 150, 177, 216], np.float64(1.5385168304336807))","([23, 123], np.float64(58.99592420276257))"
32,"([123, 136, 161, 184, 196, 225, 243], np.float64(0.7529896057306272))","([123, 225], np.float64(58.78455272975273))"
33,"([6, 36, 69, 105, 178, 210, 240], np.float64(0.37726745879861096))","([6], np.float64(57.893218791752034))"
34,"([16, 18, 69, 83, 100, 146, 168], np.float64(3.5008810454770836))","([16, 146], np.float64(54.063811351655026))"
35,"([29, 74, 136, 149, 183, 212, 227], np.float64(0.6735112921525943))","([29, 149, 183], np.float64(58.743983707970095))"
36,"([9, 33, 44, 110, 171, 205, 234], np.float64(0.4353790978583994))","([9, 205], np.float64(54.53422678867036))"
37,"([53, 76, 103, 126, 187, 194, 223], np.float64(0.8782605354287908))","([76, 126], np.float64(62.94218479446742))"
38,"([7, 16, 28, 88, 161, 194, 234], np.float64(1.3453942481064254))","([7, 16, 28, 88], np.float64(60.37469004983168))"
39,"([6, 13, 81, 117, 174, 201, 232], np.float64(0.29587614423936803))","([13], np.float64(61.18202422616336))"
40,"([5, 37, 58, 80, 118, 120, 229], np.float64(0.9144783865903282))","([37], np.float64(61.298567223192656))"
41,"([15, 35, 49, 180, 218, 225, 241], np.float64(0.6323108305808578))","([35], np.float64(61.982689672724405))"
42,"([46, 47, 73, 80, 85, 114, 115, 226], np.float64(1.2355684956293838))","([80, 85], np.float64(55.6847652306585))"
43,"([44, 59, 65, 83, 95, 126, 241], np.float64(0.5356857967630871))","([44, 95], np.float64(65.27612261955866))"
44,"([18, 20, 31, 97, 99, 140, 197], np.float64(2.678799513578333))","([97, 140], np.float64(57.41561430011907))"
45,"([21, 58, 62, 65, 82, 167, 172], np.float64(1.059114759013949))","([58, 167, 172], np.float64(68.3018180349605))"
46,"([16, 26, 68, 109, 120, 128, 159], np.float64(0.7217981053105594))","([68, 109], np.float64(61.17494066871554))"
47,"([47, 73, 105, 132, 143, 218, 240], np.float64(1.284308072841212))","([73, 143], np.float64(57.73079707526298))"
48,"([37, 44, 64, 66, 70, 145, 180], np.float64(1.5064884749602656))","([37, 70, 180], np.float64(56.45208716159164))"
49,"([58, 72, 119, 122, 159, 167, 225], np.float64(1.023239171388649))","([72, 122, 167], np.float64(62.46178114823306))"
50,"([77, 99, 102, 127, 141, 170, 191], np.float64(0.7125591763344555))","([77, 127, 191], np.float64(61.29197937978368))"
51,"([10, 113, 122, 153, 187, 214, 223, 243], np.float64(0.902760807079565))","([153], np.float64(60.665832232959886))"
52,"([36, 72, 150, 188, 200, 228, 229], np.float64(1.1941395400926154))","([72, 188, 200, 229], np.float64(57.41508167657005))"
53,"([61, 89, 139, 174, 187, 202, 220], np.float64(0.3538972976374354))","([220], np.float64(62.913735038425216))"
54,"([34, 108, 113, 121, 131, 143, 197], np.float64(1.672700258066052))","([113, 143], np.float64(60.39396511878506))"
55,"([25, 46, 90, 136, 164, 176, 249], np.float64(0.5668538324535852))","([176], np.float64(62.26198890979652))"
56,"([30, 135, 136, 200, 210, 216, 224], np.float64(1.2894687281220822))","([30, 136, 216], np.float64(56.88629624380061))"
57,"([57, 68, 90, 91, 101, 144, 170], np.float64(1.6528739812523718))","([90, 170], np.float64(68.88687366153715))"
58,"([2, 31, 71, 88, 97, 162, 195], np.float64(0.3544177990869221))","([88], np.float64(61.42312908868972))"
59,"([82, 145, 168, 199, 205, 222, 225], np.float64(0.07335765561448696))","([82, 145, 199, 222], np.float64(55.98979909931327))"
60,"([43, 46, 155, 163, 194, 225, 249], np.float64(0.10306707890160613))","([43, 155, 194, 225, 249], np.float64(56.99793037868696))"
61,"([101, 158, 168, 175, 185, 196, 228], np.float64(1.7019283055797172))","([196], np.float64(67.79929386523092))"
62,"([45, 59, 82, 98, 167, 221, 224], np.float64(1.0510556218897908))","([221, 224], np.float64(61.242808775314785))"
63,"([29, 84, 109, 152, 167, 206, 239], np.float64(0.0370369557278737))","([84, 109, 239], np.float64(54.70545017216519))"
64,"([37, 59, 107, 158, 217, 233, 239], np.float64(1.4314604552907026))","([217, 233], np.float64(59.20649781040057))"
65,"([0, 11, 31, 101, 129, 194, 237], np.float64(2.015707749849129))","([237], np.float64(62.911035350351625))"
66,"([15, 84, 86, 129, 192, 201, 212], np.float64(0.5137146894969484))","([192], np.float64(54.3920429293917))"
67,"([7, 10, 25, 56, 77, 209, 213], np.float64(0.8021642895512391))","([203, 209], np.float64(62.8527273622388))"
68,"([26, 91, 117, 123, 157, 197, 227], np.float64(2.172221085460236))","([117, 123], np.float64(64.55644592128937))"
69,"([7, 57, 154, 192, 193, 208, 216], np.float64(0.4972629005498663))","([57, 154, 192], np.float64(59.98749945315298))"
70,"([6, 129, 140, 173, 178, 195, 199], np.float64(2.363628162491861))","([6], np.float64(60.55086647199075))"
71,"([50, 76, 90, 150, 171, 193, 210], np.float64(1.074087107604447))","([171], np.float64(59.96548816105859))"
72,"([59, 144, 149, 190, 195, 219, 232], np.float64(2.2040236468116645))","([149], np.float64(65.4036790534061))"
73,"([3, 76, 85, 89, 101, 147, 219], np.float64(0.8284480068583157))","([76, 89, 147], np.float64(61.025744049606644))"
74,"([45, 61, 146, 150, 153, 212, 243], np.float64(1.2841449113928274))","([212, 243], np.float64(64.92124059402516))"
75,"([58, 76, 134, 170, 193, 225, 247], np.float64(1.2979829713369635))","([58], np.float64(58.174714179465894))"
76,"([8, 26, 37, 57, 111, 158, 174], np.float64(0.25673285145323205))","([8, 37, 111, 174], np.float64(56.7153866116205))"
77,"([1, 87, 88, 143, 186, 237, 243], np.float64(5.103062310749572))","([1], np.float64(57.86758199697212))"
78,"([5, 45, 49, 63, 72, 242, 249], np.float64(0.43065641754074274))","([63, 72], np.float64(60.597388773576))"
79,"([116, 155, 178, 200, 201, 232, 237], np.float64(1.403109466687685))","([232], np.float64(65.0901892987808))"
80,"([4, 49, 56, 120, 167, 215, 217], np.float64(1.3848953381482176))","([56, 215], np.float64(64.7349986009852))"
81,"([15, 35, 47, 107, 130, 149, 190], np.float64(0.839819046137914))","([15, 190], np.float64(58.408469529028956))"
82,"([16, 78, 116, 132, 162, 174, 218], np.float64(1.7154785556010201))","([], np.float64(63.37947546535473))"
83,"([16, 24, 88, 104, 113, 123, 189, 234], np.float64(1.5184574714887822))","([24, 88, 123], np.float64(57.57203205989341))"
84,"([27, 29, 39, 171, 187, 237, 247], np.float64(0.14492873633398917))","([171, 247], np.float64(61.6920963542878))"
85,"([48, 94, 95, 134, 143, 216, 229], np.float64(0.7542115663987022))","([94], np.float64(60.391402144637816))"
86,"([10, 81, 100, 102, 143, 149, 175], np.float64(1.2011083055259377))","([100, 102], np.float64(59.093935327270856))"
87,"([22, 92, 173, 182, 229, 235, 237], np.float64(0.7500226579627776))","([173], np.float64(64.17502099895927))"
88,"([12, 76, 89, 101, 124, 139, 207], np.float64(0.7526473718896286))","([76], np.float64(57.666223203433745))"
89,"([10, 18, 86, 113, 118, 198, 215], np.float64(3.2598074016531435))","([], np.float64(65.27651076295689))"
90,"([8, 10, 80, 134, 210, 231, 234], np.float64(2.2728019015030454))","([8, 80], np.float64(55.06414071836215))"
91,"([62, 82, 91, 101, 104, 122, 123], np.float64(2.7877196357687803))","([91, 123], np.float64(67.57386556248271))"
92,"([3, 44, 72, 110, 117, 156, 207], np.float64(0.2567079421854884))","([110], np.float64(59.39101277196615))"
93,"([16, 40, 115, 119, 142, 150, 176], np.float64(1.360555414945421))","([], np.float64(64.05983527497516))"
94,"([75, 103, 112, 143, 155, 186, 214], np.float64(1.0543191975738362))","([75, 143], np.float64(61.50931391520712))"
95,"([32, 81, 101, 105, 205, 240, 246], np.float64(0.9379395866704219))","([105], np.float64(68.47953947436557))"
96,"([24, 127, 177, 180, 190, 217, 224], np.float64(2.4223792159414237))","([224], np.float64(63.38093420954829))"
97,"([12, 49, 62, 82, 96, 169, 248], np.float64(2.0112264321626996))","([96, 248], np.float64(59.00666718822037))"
98,"([59, 62, 89, 102, 128, 226, 247], np.float64(1.3570002390950093))","([59, 62, 226, 247], np.float64(55.803230663700916))"
99,"([5, 26, 42, 81, 92, 101, 137], np.float64(0.317706823543694))","([137], np.float64(65.75434264018881))"
