run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([2, 11, 17, 28, 32, 105, 119, 139, 140, 147, 163, 176, 188, 189, 203, 205, 211, 216, 219, 230], np.float64(245.74891466362112))","([], np.float64(230.7012669898626))"
1,"([7, 21, 22, 62, 66, 71, 80, 88, 113, 132, 141, 152, 169, 197, 199, 220, 233, 242, 243], np.float64(236.5096259393558))","([141], np.float64(241.46883474031924))"
2,"([17, 28, 29, 30, 52, 62, 78, 82, 83, 94, 131, 135, 140, 141, 166, 187, 189, 220, 227, 228, 229, 238], np.float64(225.2247513218609))","([], np.float64(224.38033821129463))"
3,"([4, 13, 16, 25, 30, 32, 64, 80, 83, 85, 95, 98, 112, 116, 154, 155, 157, 165, 184, 198, 218], np.float64(278.8620427062468))","([80], np.float64(207.8354653251443))"
4,"([0, 5, 7, 19, 22, 39, 50, 102, 110, 116, 125, 132, 161, 173, 203, 213, 217, 238], np.float64(222.43139100947278))","([], np.float64(212.4256601200503))"
5,"([4, 9, 17, 26, 28, 35, 40, 42, 49, 52, 72, 88, 98, 101, 110, 122, 184, 190, 194, 217, 221, 245], np.float64(203.96624422665212))","([], np.float64(227.69833842501802))"
6,"([4, 10, 26, 36, 61, 71, 90, 98, 106, 108, 113, 123, 124, 140, 153, 156, 168, 188, 194, 211, 241], np.float64(235.45733753611677))","([124, 241], np.float64(218.73506379329947))"
7,"([5, 6, 8, 18, 25, 47, 53, 54, 60, 71, 79, 87, 108, 123, 131, 137, 143, 168, 178, 184, 188, 206, 217, 218, 221, 226, 241], np.float64(189.30013164085858))","([167, 188], np.float64(231.6628245784309))"
8,"([80, 81, 82, 85, 92, 94, 107, 129, 131, 154, 156, 161, 173, 179, 205, 235], np.float64(285.5848589714882))","([], np.float64(235.87022164023168))"
9,"([6, 9, 11, 14, 29, 39, 43, 62, 74, 96, 107, 110, 113, 116, 126, 132, 143, 161, 167, 181, 196, 201, 205, 206, 213, 238, 247], np.float64(161.13280922817927))","([], np.float64(216.33259144846667))"
10,"([6, 7, 20, 26, 30, 57, 59, 65, 91, 98, 128, 140, 170, 178, 186, 190, 224], np.float64(209.51134149446233))","([186], np.float64(244.08478416719507))"
11,"([30, 52, 57, 63, 91, 93, 94, 113, 115, 121, 125, 137, 140, 190, 198, 201, 213, 220, 230, 232, 241], np.float64(197.743307884909))","([], np.float64(227.1937192844319))"
12,"([4, 10, 11, 14, 33, 41, 43, 44, 62, 69, 71, 72, 84, 96, 98, 109, 119, 127, 131, 134, 136, 190, 204, 220, 232, 237, 246, 249], np.float64(180.50213440768164))","([], np.float64(216.56050663151535))"
13,"([24, 31, 59, 65, 66, 69, 79, 100, 103, 115, 138, 143, 145, 156, 172, 186, 214, 227, 239], np.float64(246.86343265871102))","([], np.float64(252.38147395628872))"
14,"([7, 9, 11, 27, 31, 42, 45, 70, 87, 94, 98, 101, 103, 104, 105, 117, 125, 131, 145, 152, 170, 174, 188, 191, 192, 199, 220, 223, 230, 239], np.float64(175.87286213627556))","([31], np.float64(233.50667533821513))"
