run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([6, 15, 44, 47, 59, 76, 94, 109, 160, 166, 170, 190, 197, 215, 219, 221, 237], np.float64(1.1211584119259368))","([197], np.float64(145.22733468304278))"
1,"([11, 18, 51, 74, 81, 94, 105, 122, 159, 202, 217, 219, 234, 236], np.float64(129.18553005547273))","([94], np.float64(148.22128822795577))"
2,"([5, 21, 59, 79, 115, 141, 149, 151, 178, 190, 193, 196, 208, 209, 211, 225, 234, 242], np.float64(105.63912643878473))","([], np.float64(161.20767756309866))"
3,"([23, 30, 36, 43, 47, 50, 54, 58, 64, 71, 94, 95, 96, 100, 122, 124, 126, 147, 171], np.float64(82.98803024174092))","([43], np.float64(155.28388208214844))"
4,"([11, 19, 20, 22, 30, 62, 73, 77, 86, 102, 108, 131, 134, 156, 187, 226, 228, 230], np.float64(153.9231495751091))","([], np.float64(142.57888654811757))"
5,"([4, 42, 45, 69, 70, 116, 133, 143, 147, 152, 158, 166, 174, 177, 181, 203, 208, 227, 229, 235, 244], np.float64(126.04585517299513))","([], np.float64(144.52216018587382))"
6,"([5, 15, 18, 21, 23, 66, 70, 79, 81, 90, 136, 144, 153, 157, 158, 191, 239], np.float64(0.6088502415742971))","([5, 70], np.float64(147.00956555009938))"
7,"([42, 53, 103, 117, 138, 143, 146, 155, 247], np.float64(154.24367164268875))","([], np.float64(151.74755597138778))"
8,"([12, 16, 20, 41, 72, 91, 117, 124, 151, 194, 228, 236, 248], np.float64(160.92363115530677))","([117], np.float64(147.0239032127095))"
9,"([20, 32, 38, 40, 44, 63, 65, 74, 79, 87, 119, 130, 140, 157, 183, 191, 200, 229, 230, 242], np.float64(113.48283777002953))","([38], np.float64(159.15226863273492))"
10,"([10, 24, 30, 54, 59, 69, 71, 106, 120, 132, 135, 146, 152, 171, 172, 179, 242, 243, 245], np.float64(24.338026935267138))","([30, 146], np.float64(154.08213174847583))"
11,"([20, 24, 76, 83, 90, 106, 120, 121, 131, 134, 153, 154, 163, 210, 218, 237, 239], np.float64(0.942170066076236))","([20, 24, 154, 163], np.float64(149.57683385503194))"
12,"([7, 40, 52, 58, 68, 77, 79, 92, 104, 109, 119, 122, 138, 149, 184, 227, 249], np.float64(129.14523400153863))","([58, 119], np.float64(167.1704242219432))"
13,"([15, 33, 86, 101, 104, 135, 137, 148, 165, 167, 168, 172, 176, 196, 198, 203, 216, 243], np.float64(110.83183481849913))","([], np.float64(146.588151946122))"
14,"([4, 10, 17, 38, 43, 44, 45, 52, 53, 78, 111, 112, 120, 137, 191, 200, 217, 244], np.float64(85.34649331495888))","([10], np.float64(149.4145334055972))"
15,"([0, 2, 23, 33, 36, 52, 64, 71, 114, 116, 135, 146, 149, 160, 166, 170, 204], np.float64(133.58184602173745))","([], np.float64(154.21431590658554))"
16,"([0, 2, 10, 66, 71, 76, 83, 92, 114, 157, 186, 190, 205, 218, 221, 229], np.float64(52.501429021085485))","([71, 83, 157, 190], np.float64(146.5281245715283))"
17,"([9, 10, 31, 49, 64, 69, 73, 75, 78, 93, 122, 154, 186, 225, 226], np.float64(146.86081778044706))","([64], np.float64(149.3086557643717))"
18,"([13, 17, 20, 41, 45, 52, 57, 82, 91, 137, 140, 145, 159, 222, 232, 235, 238], np.float64(6.947018301025269))","([], np.float64(158.28519233085757))"
19,"([31, 38, 45, 56, 57, 62, 78, 97, 103, 128, 136, 140, 150, 177, 188, 205, 206], np.float64(1.673383908824017))","([57], np.float64(151.7561921580999))"
