run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([4, 54, 67, 84, 103, 144, 153, 207, 210, 215, 242], np.float64(4.200287568617266))","([], np.float64(100.02435394889578))"
1,"([0, 44, 61, 104, 129, 141, 146, 167, 179, 186, 199], np.float64(4.7252361956506075))","([146, 199], np.float64(98.0354533471679))"
2,"([3, 19, 44, 76, 86, 106, 116, 189, 194, 218, 232], np.float64(1.980640430162208))","([3], np.float64(102.41683191804188))"
3,"([8, 43, 50, 51, 145, 181, 187, 212, 224, 239, 245], np.float64(0.7043823105537407))","([212], np.float64(100.50089737292043))"
4,"([4, 15, 28, 47, 84, 101, 157, 164, 206, 243, 245], np.float64(3.0093416002480873))","([206], np.float64(105.43512885542272))"
5,"([1, 45, 67, 70, 74, 96, 191, 209, 219, 230, 231], np.float64(1.1706585320649858))","([231], np.float64(95.31284358023925))"
6,"([19, 21, 43, 47, 50, 118, 166, 173, 198, 207, 222], np.float64(5.4299810093470535))","([], np.float64(100.8739124141694))"
7,"([29, 33, 34, 37, 105, 138, 146, 163, 213, 215, 235], np.float64(1.024738087270949))","([146], np.float64(100.18585762531748))"
8,"([40, 41, 93, 102, 111, 114, 133, 135, 169, 204, 212], np.float64(1.1628426028531744))","([41, 114, 135], np.float64(94.18333409029891))"
9,"([5, 14, 29, 65, 77, 94, 114, 174, 242, 244, 247], np.float64(1.4898182508860223))","([5], np.float64(102.32007702434602))"
10,"([38, 57, 66, 71, 110, 123, 203, 213, 221, 226, 240], np.float64(1.0208510807068658))","([240], np.float64(98.38581722827026))"
11,"([34, 50, 90, 95, 108, 110, 124, 126, 137, 235, 246], np.float64(0.31055249351276276))","([90, 246], np.float64(101.26047914876294))"
12,"([41, 72, 80, 102, 105, 111, 146, 187, 189], np.float64(47.033623348826346))","([80], np.float64(103.51889998809993))"
13,"([4, 8, 17, 38, 68, 107, 158, 160, 197, 211, 222, 238], np.float64(37.97993163401545))","([4, 68, 238], np.float64(99.47060615988798))"
14,"([32, 67, 73, 94, 104, 144, 159, 175, 176, 225, 227], np.float64(2.164760518927733))","([67, 104], np.float64(95.77578912649223))"
15,"([35, 53, 67, 69, 90, 99, 143, 170, 213, 227, 246], np.float64(1.772521141418972))","([35, 53, 99], np.float64(90.54780243174952))"
16,"([4, 39, 94, 134, 148, 150, 158, 174, 187, 213, 219], np.float64(2.7691283620507168))","([94, 150], np.float64(102.02792690016643))"
17,"([8, 13, 15, 16, 82, 90, 148, 208, 213, 223, 246], np.float64(4.418768757685569))","([13, 148], np.float64(97.95052688802453))"
18,"([54, 64, 128, 144, 149, 172, 182, 196, 206, 218, 226], np.float64(2.3195455863816874))","([128, 149], np.float64(96.67086035898815))"
19,"([11, 18, 24, 33, 56, 68, 76, 106, 113, 158, 174], np.float64(0.9383652902357358))","([68], np.float64(105.31152680988542))"
20,"([4, 17, 44, 67, 102, 128, 135, 149, 170, 181, 238], np.float64(1.9844619602717852))","([4], np.float64(100.00063212266528))"
21,"([42, 64, 65, 79, 141, 144, 165, 195, 209, 225, 229], np.float64(2.93330147705491))","([], np.float64(94.53921507844518))"
22,"([49, 62, 80, 101, 112, 140, 167, 180, 192, 197, 216], np.float64(4.177261296114689))","([23, 197], np.float64(96.76737586739769))"
23,"([12, 21, 39, 44, 55, 97, 153, 207, 208, 228, 234], np.float64(4.217219701939428))","([], np.float64(90.49957053814474))"
24,"([3, 5, 6, 27, 31, 42, 96, 102, 167, 193, 200], np.float64(0.8606171250500878))","([], np.float64(91.61838131116971))"
25,"([1, 8, 79, 96, 106, 109, 136, 159, 209, 216, 229], np.float64(3.380247494565162))","([96, 243], np.float64(102.00566644102936))"
26,"([46, 53, 71, 103, 131, 132, 157, 177, 192, 231, 240], np.float64(2.9122692439980566))","([53, 177], np.float64(100.6699150412686))"
27,"([10, 14, 60, 62, 65, 77, 106, 120, 182, 209, 211], np.float64(2.6788507591526542))","([209], np.float64(96.72309764615952))"
28,"([25, 33, 43, 70, 71, 168, 223], np.float64(100.55911579623579))","([], np.float64(105.02664515901242))"
29,"([18, 30, 77, 109, 114, 162, 176, 187, 212, 213, 217, 219], np.float64(40.3939778259238))","([217], np.float64(98.24537224967777))"
30,"([35, 48, 52, 57, 76, 79, 134, 142, 157, 178, 183], np.float64(0.795063000463651))","([142], np.float64(97.96828239359746))"
31,"([12, 18, 23, 57, 60, 68, 70, 115, 139, 196, 216], np.float64(0.6191850746383473))","([139], np.float64(96.79654225870011))"
32,"([17, 35, 49, 98, 101, 135, 161, 186, 216, 221, 238], np.float64(1.9522499234669204))","([98, 221], np.float64(98.8213118733624))"
33,"([43, 47, 79, 86, 104, 139, 144, 147, 152, 155, 193, 219, 224, 229, 239], np.float64(106.29487758661398))","([79], np.float64(99.40610025706802))"
34,"([7, 20, 71, 92, 107, 130, 144, 190, 199, 243], np.float64(18.097595581357695))","([7, 71], np.float64(99.8652568580267))"
35,"([11, 24, 48, 68, 109, 110, 192, 193, 197, 243, 245], np.float64(72.18825688030128))","([], np.float64(99.23631974583817))"
36,"([11, 29, 32, 44, 53, 72, 93, 179, 209, 217, 230], np.float64(2.934343955851594))","([93, 133], np.float64(107.40958475772955))"
37,"([22, 52, 56, 130, 180, 192, 197, 209, 219, 220, 228], np.float64(0.27325323957690617))","([192], np.float64(93.07342776922168))"
38,"([3, 39, 41, 59, 67, 87, 94, 102, 142, 177, 206], np.float64(1.2605690210827374))","([41], np.float64(103.22784241172552))"
39,"([15, 16, 28, 35, 41, 50, 52, 71, 78, 169, 195, 245], np.float64(0.3214972774418427))","([71], np.float64(99.78399202103718))"
40,"([60, 78, 94, 114, 136, 166, 167, 181, 206, 227, 238], np.float64(1.1713626340268357))","([94], np.float64(96.22483656978356))"
41,"([19, 47, 92, 108, 132, 145, 178, 197, 209, 230, 234], np.float64(1.97307386721613))","([145], np.float64(105.92401152758906))"
42,"([41, 111, 119, 120, 137, 156, 177, 196, 198, 218, 228], np.float64(1.8257074314034092))","([], np.float64(96.75295737017528))"
43,"([1, 24, 38, 63, 71, 101, 116, 188, 202, 206, 214], np.float64(0.8673320639065549))","([24], np.float64(104.44655428552272))"
44,"([10, 21, 38, 49, 63, 68, 101, 138, 174, 175, 204, 209], np.float64(9.078909975157261))","([101], np.float64(103.34594065249057))"
45,"([39, 42, 46, 62, 68, 135, 146, 147, 171, 180, 222], np.float64(0.4056322610110981))","([146, 180], np.float64(92.99868345297001))"
46,"([2, 12, 43, 48, 51, 64, 102, 144, 152, 188, 243], np.float64(2.382179289144199))","([144, 188, 243], np.float64(96.8403567224728))"
47,"([9, 20, 36, 49, 52, 78, 108, 135, 168, 170, 215], np.float64(0.9718047520224252))","([135], np.float64(99.71892206551907))"
48,"([15, 87, 108, 111, 128, 135, 170, 174, 197, 216, 245], np.float64(33.40845202246153))","([108, 111], np.float64(99.09722149336923))"
49,"([15, 19, 28, 51, 78, 84, 111, 145, 167, 190, 222], np.float64(1.6233019701265907))","([15], np.float64(100.79066088700158))"
50,"([74, 96, 100, 102, 135, 173, 175, 191, 205, 207, 248], np.float64(11.962406453712832))","([100], np.float64(107.21219377289451))"
51,"([4, 92, 126, 138, 146, 149, 150, 174, 208, 217, 228], np.float64(0.9548772812391383))","([217], np.float64(111.48427630554008))"
52,"([62, 76, 82, 122, 142, 165, 204, 207, 208, 212, 231, 236], np.float64(2.882873827298111))","([82], np.float64(96.68699543138449))"
53,"([5, 29, 81, 106, 110, 126, 158, 191, 229, 232, 236], np.float64(2.6544587354757105))","([], np.float64(98.68784822845424))"
