run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([24, 26, 59, 78, 106, 138, 185, 217, 229, 238, 247, 248], np.float64(1.0440896430779159))","([26, 32], np.float64(110.13639870641335))"
1,"([20, 84, 88, 98, 101, 108, 117, 126, 141, 178, 186, 229], np.float64(67.42541495400742))","([], np.float64(104.49970698249663))"
2,"([18, 26, 52, 57, 134, 139, 146, 166, 181, 207, 216, 241], np.float64(3.3882691965302247))","([139, 241], np.float64(105.32496583186318))"
3,"([23, 73, 97, 140, 166, 186, 194, 201, 228, 240, 246], np.float64(38.21988465696419))","([], np.float64(105.9585915354395))"
4,"([1, 62, 70, 75, 80, 84, 130, 142, 161, 207], np.float64(90.79614814687501))","([], np.float64(105.64113709509897))"
5,"([34, 72, 79, 81, 105, 127, 139, 164, 185, 206, 215, 232], np.float64(1.4824193726060613))","([], np.float64(106.48736889239983))"
6,"([0, 38, 42, 105, 118, 126, 128, 140, 167, 183, 229, 238], np.float64(2.2242709107138254))","([183, 238], np.float64(115.10937458008522))"
7,"([17, 25, 29, 38, 61, 135, 156, 171, 178, 196, 242, 248], np.float64(54.73852625309809))","([135], np.float64(103.61204781701058))"
8,"([1, 9, 30, 86, 91, 96, 102, 110, 191, 206, 227, 245], np.float64(0.8765001123991305))","([86, 245], np.float64(102.87743381275573))"
9,"([31, 34, 41, 84, 107, 118, 133, 158, 172, 184, 206, 225], np.float64(3.5460036249807474))","([], np.float64(108.24515413602005))"
10,"([9, 26, 76, 99, 111, 126, 150, 200, 202, 228, 234], np.float64(39.37695950692761))","([9, 202], np.float64(110.98395490320371))"
11,"([9, 67, 84, 88, 109, 116, 140, 143, 186, 192, 198, 230, 248], np.float64(0.2936083148071187))","([], np.float64(107.63867652010177))"
12,"([16, 17, 38, 76, 115, 126, 135, 147, 169, 172, 176, 192, 222], np.float64(81.07366339049851))","([135, 172, 192], np.float64(106.35064026360224))"
13,"([21, 109, 131, 151, 159, 162, 184, 203, 222, 233, 243, 249], np.float64(0.3606619915749973))","([162, 243], np.float64(101.24458822821197))"
14,"([17, 31, 56, 117, 123, 154, 170, 236], np.float64(84.14521155735582))","([56], np.float64(110.54833016910342))"
15,"([42, 45, 56, 88, 107, 110, 116, 125, 152, 184, 189, 202, 216, 249], np.float64(25.32180730106378))","([], np.float64(105.94907035916101))"
16,"([3, 7, 11, 104, 126, 145, 153, 174, 175, 180, 230, 241], np.float64(0.9759029907939462))","([104], np.float64(113.74077821114851))"
17,"([33, 53, 58, 110, 151, 189, 190, 194, 199, 202, 207, 211], np.float64(1.3404445000193839))","([58, 190, 211], np.float64(103.17934390568574))"
18,"([24, 33, 37, 45, 46, 63, 69, 74, 77, 84, 121, 240], np.float64(1.1159183666541184))","([], np.float64(115.5706458191216))"
19,"([6, 33, 71, 88, 111, 147, 152, 158, 185, 206, 227, 241], np.float64(0.6219506437560051))","([185], np.float64(111.37917985520103))"
20,"([23, 42, 57, 58, 88, 96, 97, 105, 124, 128, 204, 233], np.float64(1.4965481669725242))","([23], np.float64(117.89821393069332))"
