run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([26, 40, 57, 71, 74, 84, 87, 109, 115, 124, 142, 155, 165, 189, 199, 217, 240, 243, 249], np.float64(59.20355452203301))","([165], np.float64(153.62867964727036))"
1,"([8, 20, 45, 69, 82, 86, 92, 141, 145, 156, 166, 185, 194, 209, 212, 214, 220, 230], np.float64(121.5579010298062))","([214, 230], np.float64(144.372409497097))"
2,"([0, 3, 45, 118, 155, 170, 188, 189, 201, 216, 219], np.float64(116.1596033352224))","([45], np.float64(136.62255174139264))"
3,"([29, 71, 87, 106, 107, 121, 126, 137, 144, 146, 151, 166, 169, 174, 180, 193, 200, 205, 212, 220, 247], np.float64(156.74220971945627))","([], np.float64(151.87679225062055))"
4,"([33, 44, 58, 140, 145, 150, 158, 171, 180, 188, 229, 232, 240, 243], np.float64(96.48205674852383))","([], np.float64(144.3508240215077))"
5,"([37, 65, 67, 74, 77, 78, 89, 127, 142, 168, 171, 173, 174, 221, 225, 227], np.float64(2.884043418649043))","([221], np.float64(154.054587180694))"
6,"([17, 30, 34, 61, 70, 77, 78, 80, 98, 112, 147, 209, 212, 229, 231], np.float64(36.43802417551155))","([231], np.float64(143.28120227992193))"
7,"([11, 12, 27, 45, 71, 77, 82, 116, 125, 139, 156, 158, 205, 232, 248], np.float64(85.20288260576528))","([248], np.float64(152.40990577232068))"
8,"([0, 2, 31, 48, 65, 81, 84, 133, 150, 158, 172, 179, 196, 226, 228, 229], np.float64(129.95243447304418))","([2], np.float64(138.6139964175122))"
9,"([40, 46, 51, 101, 115, 120, 133, 155, 156, 161, 185, 193, 194, 211, 213, 218, 248, 249], np.float64(45.90178185997497))","([133, 161], np.float64(143.1206273686036))"
10,"([30, 51, 59, 88, 92, 99, 101, 117, 123, 126, 154, 196, 201, 219, 224, 241], np.float64(125.84164227270752))","([92, 117], np.float64(150.5352032452657))"
11,"([11, 17, 58, 64, 71, 87, 98, 104, 122, 147, 158, 172, 175, 198, 199, 233], np.float64(1.0274637322123177))","([11], np.float64(145.51853567958355))"
12,"([13, 29, 36, 51, 54, 56, 84, 101, 119, 123, 138, 144, 168, 173, 194, 210], np.float64(0.5587347093532062))","([], np.float64(141.8981890317216))"
13,"([2, 9, 10, 17, 23, 52, 83, 103, 133, 156, 159, 165, 171, 186, 189, 191, 208, 223], np.float64(79.08752353351878))","([], np.float64(141.3312595274569))"
14,"([19, 30, 34, 36, 51, 154, 162, 168, 169, 177, 206, 210, 218, 224, 232, 234], np.float64(0.8283962190726226))","([177], np.float64(129.49828676890112))"
15,"([0, 46, 50, 67, 83, 117, 126, 128, 134, 136, 144, 154, 157, 176, 177, 188, 190, 215, 232], np.float64(82.50616609408948))","([83, 126, 215], np.float64(134.12379855534545))"
16,"([12, 20, 24, 32, 50, 72, 87, 88, 108, 123, 135, 145, 149, 168, 172, 178, 188, 195], np.float64(27.9989614343718))","([172], np.float64(139.5681595482757))"
17,"([19, 36, 43, 51, 75, 79, 106, 123, 129, 130, 149, 186, 188, 192, 194, 233, 238], np.float64(75.10804264318602))","([43, 194], np.float64(143.93711760661128))"
18,"([32, 61, 85, 87, 120, 150, 168, 170, 175, 194, 195, 197, 198, 229, 247, 249], np.float64(0.4611327466326247))","([32, 168, 247], np.float64(138.36227529229822))"
