run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([29, 58, 72, 74, 83, 111, 171, 175, 181], np.float64(1.08181841390353))","([171], np.float64(83.74081909052393))"
1,"([7, 81, 95, 133, 144, 162, 170, 218, 226], np.float64(0.3503469826785803))","([81], np.float64(74.00521418392775))"
2,"([20, 47, 67, 100, 108, 145, 176, 186, 203], np.float64(0.5025000189005292))","([109], np.float64(78.76343266071179))"
3,"([54, 80, 84, 85, 90, 126, 166, 171, 189, 202], np.float64(3.141786195893992))","([], np.float64(83.00554989185292))"
4,"([27, 83, 94, 130, 139, 220, 235, 242, 244], np.float64(1.7425229117506793))","([94, 220], np.float64(76.34108084817112))"
5,"([41, 45, 51, 54, 81, 88, 106, 122, 124], np.float64(0.9220569388028189))","([41], np.float64(90.23375747028528))"
6,"([45, 73, 105, 114, 116, 118, 136, 174, 210], np.float64(0.2526814333217249))","([45, 73, 105], np.float64(79.21507296320651))"
7,"([6, 20, 92, 110, 155, 181, 196, 198, 207], np.float64(0.6750439080144834))","([20, 110, 207], np.float64(75.02033484886303))"
8,"([34, 62, 78, 84, 99, 129, 151, 219, 236], np.float64(0.9573417342500389))","([], np.float64(78.05320100128407))"
9,"([48, 61, 66, 75, 84, 120, 176, 216, 234], np.float64(0.23891829384561714))","([], np.float64(78.47400497449655))"
10,"([4, 48, 51, 67, 92, 128, 155, 174, 218], np.float64(3.0105195297771026))","([174], np.float64(83.37864071197876))"
11,"([38, 42, 52, 67, 129, 141, 154, 182, 230], np.float64(2.4596976358797855))","([42, 182], np.float64(80.18630626147154))"
12,"([5, 26, 64, 77, 82, 97, 116, 152, 228], np.float64(0.9671864755994647))","([116], np.float64(86.47611158590071))"
13,"([37, 44, 47, 54, 72, 109, 198, 217, 237], np.float64(1.7769796851174033))","([72, 198], np.float64(79.66522471326921))"
14,"([67, 100, 106, 111, 132, 142, 155, 222, 228], np.float64(1.4547169521098469))","([132], np.float64(86.59290768538732))"
15,"([57, 133, 137, 146, 155, 204, 208, 226, 240], np.float64(2.1511053606849027))","([137], np.float64(78.97367010205443))"
16,"([40, 44, 49, 71, 84, 123, 182, 186, 189], np.float64(1.9008738122191149))","([186], np.float64(79.53727398450589))"
17,"([0, 1, 12, 24, 65, 84, 157, 190, 219, 226], np.float64(1.381077430014924))","([12], np.float64(77.28447448932751))"
18,"([67, 79, 108, 111, 129, 130, 205, 214, 227, 245, 247], np.float64(0.5567502089060851))","([129, 245], np.float64(76.21830728934269))"
19,"([36, 49, 79, 180, 185, 189, 194, 208, 230], np.float64(1.1089915179639633))","([49, 189], np.float64(82.9246380239199))"
20,"([6, 53, 77, 154, 160, 172, 178, 197, 205], np.float64(3.0846466800876233))","([178], np.float64(77.38151812934963))"
21,"([14, 28, 52, 105, 136, 178, 203, 206, 241], np.float64(2.716145201005399))","([14, 136], np.float64(78.19810585016245))"
22,"([26, 53, 82, 95, 108, 146, 177, 186, 206], np.float64(1.9997638626259668))","([], np.float64(90.94999374557128))"
23,"([51, 59, 70, 96, 100, 122, 166, 203, 212], np.float64(0.7983153795012883))","([], np.float64(79.92070771123868))"
24,"([25, 47, 50, 53, 72, 102, 107, 122, 228], np.float64(0.8070940637844279))","([50], np.float64(76.21210444165617))"
25,"([23, 27, 34, 115, 177, 179, 184, 227, 229], np.float64(0.8295774208460166))","([27, 177], np.float64(71.86771952656447))"
26,"([0, 11, 23, 33, 39, 60, 73, 89, 182], np.float64(1.1393830051487186))","([39, 60, 89], np.float64(79.92132032261304))"
27,"([34, 52, 88, 103, 137, 167, 225, 240, 242], np.float64(2.2479735727923815))","([], np.float64(82.3661453713644))"
28,"([2, 35, 150, 194, 200, 205, 219, 220, 238], np.float64(0.6983594914636303))","([150, 219, 220], np.float64(83.92581902914436))"
29,"([4, 20, 30, 47, 70, 103, 150, 161, 246], np.float64(34.89758206974158))","([30, 47, 103, 246], np.float64(77.35521340694558))"
30,"([2, 36, 51, 73, 115, 173, 174, 178, 225], np.float64(0.9067383543168109))","([2, 73, 115], np.float64(80.28252878233802))"
31,"([9, 128, 129, 138, 139, 163, 182, 190, 244], np.float64(0.2423700635040727))","([190], np.float64(82.74370992290223))"
32,"([3, 4, 76, 88, 111, 139, 161, 240, 248], np.float64(0.5055026967604874))","([], np.float64(80.69902234145617))"
33,"([9, 27, 86, 113, 144, 146, 187, 191, 237], np.float64(1.6949289386733437))","([9], np.float64(75.74061890074171))"
34,"([12, 26, 51, 102, 117, 161, 194, 226, 227], np.float64(1.2386758081561402))","([51, 117, 194], np.float64(69.58507414976955))"
35,"([8, 45, 55, 103, 121, 143, 155, 224, 229], np.float64(0.4734843233786559))","([], np.float64(85.67789364308291))"
36,"([0, 47, 67, 116, 128, 156, 183, 208, 218], np.float64(1.0093795776615455))","([47], np.float64(79.75236356311176))"
37,"([22, 26, 32, 43, 62, 137, 141, 172, 186], np.float64(1.2950386825175488))","([22, 135, 141, 172], np.float64(84.05285990006819))"
38,"([92, 100, 124, 135, 136, 157, 213, 225, 236], np.float64(0.2844338809233791))","([213], np.float64(72.71616111877003))"
