run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([24, 58, 62, 63, 73, 95, 100, 111, 112, 113, 145, 151, 174, 187, 190, 242, 243], np.float64(191.57706511230685))","([24], np.float64(189.94682819806))"
1,"([15, 18, 20, 24, 36, 42, 66, 67, 73, 111, 117, 132, 146, 155, 156, 160, 185, 187, 190, 200, 210, 242, 243], np.float64(151.1118246062579))","([42, 155], np.float64(190.92985024495528))"
2,"([8, 27, 34, 89, 106, 146, 151, 156, 158, 159, 182, 184, 202, 215, 225], np.float64(188.454432394001))","([34], np.float64(178.2245913308968))"
3,"([7, 16, 36, 39, 50, 59, 78, 99, 100, 131, 175, 185, 201, 204, 236], np.float64(210.63507006194303))","([], np.float64(197.74781387891585))"
4,"([0, 4, 18, 61, 76, 77, 85, 87, 106, 107, 136, 180, 197, 220, 224, 227, 240, 248, 249], np.float64(146.98706251691428))","([], np.float64(181.58896748550475))"
5,"([6, 35, 57, 68, 70, 74, 82, 83, 84, 85, 91, 116, 123, 135, 142, 147, 148, 171, 181, 183, 191, 199, 208, 221], np.float64(155.83451217690086))","([135, 148], np.float64(191.516539462589))"
6,"([25, 76, 99, 102, 103, 130, 132, 149, 150, 170, 179, 197, 210, 218, 220, 230, 245, 249], np.float64(157.7044058837043))","([230, 249], np.float64(201.44241137259647))"
7,"([4, 9, 19, 20, 32, 33, 64, 65, 71, 83, 94, 96, 122, 129, 135, 158, 172, 178, 186, 187, 199, 203, 219, 242, 243, 244, 248], np.float64(149.22279919718608))","([135], np.float64(191.06321202632438))"
8,"([5, 8, 11, 16, 26, 39, 43, 48, 59, 69, 75, 107, 111, 113, 116, 120, 131, 153, 160, 215, 233, 234, 242], np.float64(167.5285816705312))","([39], np.float64(185.2721340216803))"
9,"([56, 74, 108, 114, 127, 131, 151, 163, 177, 190, 192, 198, 202, 219, 220, 226, 240, 243, 245], np.float64(124.27653627391352))","([], np.float64(188.39475252737537))"
10,"([5, 26, 34, 63, 98, 101, 115, 117, 126, 129, 135, 150, 178, 191, 203, 206, 207, 212, 216, 224, 230, 233, 245], np.float64(65.56818558740746))","([245], np.float64(195.30495661156053))"
11,"([2, 4, 6, 24, 50, 52, 105, 125, 141, 145, 146, 147, 154, 160, 167, 174, 182, 183, 200, 201, 216, 240], np.float64(1.0052096013683358))","([], np.float64(195.9225617411323))"
12,"([3, 7, 13, 15, 30, 58, 69, 78, 87, 92, 105, 113, 136, 143, 149, 203, 205, 218, 220, 243, 247], np.float64(128.93435128940317))","([87], np.float64(173.02534130100747))"
13,"([1, 3, 20, 21, 24, 51, 68, 106, 118, 121, 127, 141, 145, 146, 163, 196, 205, 215, 223, 230], np.float64(96.03057150649498))","([20], np.float64(200.91630018164182))"
14,"([12, 22, 63, 79, 83, 100, 106, 115, 152, 157, 164, 184, 192, 229, 239, 243], np.float64(83.84447216241595))","([164], np.float64(180.19313194931857))"
15,"([4, 23, 38, 45, 48, 49, 52, 86, 97, 102, 115, 116, 125, 127, 130, 131, 141, 147, 157, 195, 202, 222, 230, 231, 247], np.float64(76.9176592700521))","([], np.float64(184.70652625926013))"
16,"([2, 3, 6, 13, 25, 36, 41, 71, 76, 84, 92, 93, 98, 117, 121, 144, 179, 220], np.float64(176.4690143667828))","([], np.float64(184.80672865052082))"
17,"([14, 18, 59, 70, 73, 85, 88, 92, 98, 102, 115, 123, 125, 126, 135, 140, 172, 179, 207, 214, 218, 224], np.float64(176.18462235346888))","([], np.float64(189.10300579951408))"
18,"([9, 29, 32, 41, 48, 53, 69, 71, 92, 105, 113, 121, 122, 124, 135, 187, 199, 204, 219, 221, 232, 247], np.float64(168.95017074085277))","([], np.float64(194.46873531031216))"
19,"([18, 29, 36, 43, 69, 83, 136, 142, 156, 158, 167, 180, 189], np.float64(176.21800711425996))","([69], np.float64(195.0231859127582))"
20,"([5, 17, 23, 28, 35, 53, 58, 63, 68, 79, 115, 116, 131, 133, 134, 179, 195, 202, 211, 212, 222, 245], np.float64(151.36588536329793))","([211], np.float64(187.92437339388272))"
21,"([7, 9, 10, 18, 46, 74, 78, 81, 87, 96, 113, 116, 127, 128, 140, 143, 147, 153, 167, 192, 208, 219, 240], np.float64(129.78401706625644))","([87, 140], np.float64(189.9118166350954))"
22,"([9, 21, 33, 36, 64, 66, 84, 101, 103, 108, 114, 120, 121, 139, 153, 154, 203, 218, 235, 240, 241], np.float64(135.3049936893367))","([101], np.float64(194.17071001692116))"
23,"([8, 15, 21, 24, 41, 48, 70, 72, 86, 92, 125, 133, 146, 150, 151, 152, 170, 218, 236], np.float64(210.7705317971577))","([], np.float64(202.92367909035627))"
24,"([6, 34, 40, 75, 79, 80, 88, 93, 96, 97, 105, 106, 110, 111, 123, 145, 169, 170, 173, 183, 187, 193, 230], np.float64(171.79886145683926))","([], np.float64(188.13056958588055))"
