run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([14, 209], np.float64(0.27576248194085745))","([14, 209], np.float64(11.60519194165084))"
1,"([110, 235], np.float64(0.14754306614207335))","([110, 235], np.float64(12.464527627762964))"
2,"([84, 218], np.float64(0.23744562936043911))","([84, 218], np.float64(12.406777961046625))"
3,"([94, 107], np.float64(0.31664961524459384))","([94, 107], np.float64(12.347584158047768))"
4,"([85, 130], np.float64(0.6269191424084013))","([85, 130], np.float64(12.983455801496564))"
5,"([53, 192], np.float64(0.3740341046891606))","([53, 192], np.float64(14.46705010100287))"
6,"([3, 53], np.float64(0.8348403959322939))","([3, 53], np.float64(11.731582519447308))"
7,"([43, 172], np.float64(0.3511146789598916))","([43, 172], np.float64(12.471792522258154))"
8,"([64, 202], np.float64(0.08909295135510337))","([64, 202], np.float64(12.212519678102252))"
9,"([32, 235], np.float64(0.3275332535081041))","([32, 235], np.float64(13.69585799121918))"
10,"([3, 51], np.float64(0.3553908839344284))","([3, 51], np.float64(11.139263185926847))"
11,"([52, 78], np.float64(0.3600348363209607))","([52, 78], np.float64(12.438635721631465))"
12,"([32, 94], np.float64(0.15970500910097565))","([32, 94], np.float64(13.426308045724616))"
13,"([80, 136], np.float64(0.1476214526475961))","([80, 136], np.float64(12.426985723363543))"
14,"([91, 203], np.float64(0.4634307733354298))","([91, 203], np.float64(13.010317497562667))"
15,"([2, 122], np.float64(0.22062750735886366))","([2, 122], np.float64(12.08499472172748))"
16,"([48, 201], np.float64(0.5097054186358136))","([48, 201], np.float64(11.760931419734865))"
17,"([25, 46], np.float64(0.2156127629073929))","([25, 46], np.float64(10.312941156164468))"
18,"([68, 191], np.float64(0.29262346429635117))","([68, 191], np.float64(12.83144218982806))"
19,"([91, 200], np.float64(0.3192192530347595))","([91, 200], np.float64(12.018622654575797))"
20,"([112, 121], np.float64(0.2991603980372528))","([112, 121], np.float64(12.62831376528798))"
21,"([78, 198], np.float64(0.4794122103974194))","([78, 198], np.float64(11.323546726809418))"
22,"([217, 238], np.float64(0.2618939489382965))","([217, 238], np.float64(12.458975254646536))"
23,"([105, 218], np.float64(1.0464841862301544))","([105, 218], np.float64(12.38690713148437))"
24,"([13, 52], np.float64(0.2642037168919537))","([13, 52], np.float64(13.293964575950376))"
25,"([56, 226], np.float64(0.264246361113396))","([56, 226], np.float64(11.899645555933327))"
26,"([65, 102], np.float64(0.2043977432548264))","([65, 102], np.float64(12.316985267704238))"
27,"([108, 246], np.float64(0.9081115226566525))","([108, 246], np.float64(12.866128790095612))"
28,"([17, 87], np.float64(0.2232172000629648))","([17, 87], np.float64(11.087990520415813))"
