run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([43, 44, 50, 51, 64, 74, 88, 93, 107, 108, 119, 146, 152, 161, 182, 183, 186, 191, 206, 225, 234], np.float64(165.22421689484304))","([], np.float64(169.60373512058746))"
1,"([38, 42, 51, 61, 73, 86, 107, 122, 134, 155, 177, 220, 245], np.float64(164.12012493276967))","([177, 220], np.float64(165.21427938174782))"
2,"([0, 11, 52, 67, 73, 78, 113, 117, 135, 140, 145, 151, 162, 178, 187, 206, 228, 243], np.float64(0.8899550102513649))","([], np.float64(167.63664330125064))"
3,"([7, 9, 11, 78, 102, 106, 126, 136, 146, 155, 172, 173, 182, 190, 193, 213], np.float64(195.93192479120677))","([], np.float64(173.46900715442104))"
4,"([25, 66, 69, 82, 83, 87, 96, 98, 115, 121, 127, 154, 183, 188, 199, 204, 228, 236, 246], np.float64(136.24215154649573))","([69, 96], np.float64(162.5889367593056))"
5,"([33, 43, 72, 77, 98, 102, 103, 104, 106, 111, 127, 139, 148, 181, 182, 192, 195, 199, 209, 223, 230], np.float64(131.11630326458538))","([77], np.float64(152.0700284885144))"
6,"([18, 22, 33, 50, 51, 78, 86, 112, 123, 151, 158, 164, 198, 211, 244, 246], np.float64(150.86278551634524))","([], np.float64(152.33884883492547))"
7,"([41, 44, 49, 65, 66, 77, 115, 125, 146, 149, 164, 169, 178, 180, 203, 216, 222, 234], np.float64(98.00500142458256))","([77], np.float64(159.7362950880093))"
8,"([30, 38, 51, 57, 61, 62, 70, 99, 101, 103, 116, 130, 132, 142, 144, 168, 171, 200, 202, 207, 213, 219, 224, 226], np.float64(59.78723609337736))","([38, 130, 226], np.float64(154.67083298342396))"
9,"([4, 12, 32, 42, 80, 98, 102, 112, 118, 135, 142, 146, 157, 200, 208, 213, 238], np.float64(134.31009181982967))","([], np.float64(168.8448811166053))"
10,"([28, 44, 50, 53, 73, 82, 86, 113, 120, 137, 143, 147, 149, 154, 170, 180, 210, 217, 221, 231, 232, 241], np.float64(110.6404868053115))","([], np.float64(174.13406927160744))"
11,"([0, 17, 25, 33, 38, 49, 86, 100, 101, 107, 110, 153, 166, 197, 200, 225, 229, 248], np.float64(63.204117797895314))","([], np.float64(168.20633152162085))"
12,"([4, 6, 45, 47, 57, 83, 93, 101, 110, 134, 136, 179, 185, 194, 212, 219], np.float64(92.40338563817133))","([179], np.float64(168.39738722177475))"
13,"([8, 51, 52, 77, 83, 84, 94, 95, 107, 136, 165, 168, 174, 200, 204, 213, 242, 247], np.float64(16.091143502199408))","([], np.float64(155.54871673180685))"
14,"([13, 25, 26, 44, 46, 51, 88, 110, 117, 139, 159, 160, 199, 212, 214, 221, 224, 242], np.float64(3.6959845854851565))","([], np.float64(157.0078939678842))"
15,"([9, 37, 57, 67, 70, 73, 107, 110, 125, 140, 147, 164, 170, 181, 183, 194, 216, 225, 240, 243], np.float64(74.9269178941125))","([], np.float64(160.56016028312058))"
16,"([2, 9, 10, 11, 22, 59, 85, 92, 119, 120, 124, 126, 129, 154, 172, 190, 218, 220, 228], np.float64(1.4225135472008896))","([], np.float64(162.5848048065706))"
17,"([18, 19, 20, 21, 46, 52, 58, 73, 101, 112, 127, 128, 131, 153, 184, 186, 191, 200, 211, 217, 230, 232], np.float64(124.34300955193255))","([], np.float64(166.6310750566512))"
18,"([33, 39, 84, 87, 90, 95, 122, 131, 139, 141, 165, 174, 227, 235], np.float64(167.02654840268454))","([131], np.float64(169.98156527627586))"
19,"([2, 8, 14, 17, 24, 34, 38, 45, 55, 68, 105, 117, 126, 128, 184, 201, 214, 225, 226, 238], np.float64(127.82354248443755))","([], np.float64(167.2191465199944))"
20,"([14, 23, 30, 34, 45, 48, 68, 77, 81, 85, 141, 174, 176, 184, 199, 249], np.float64(165.235020252675))","([77], np.float64(168.4374689498082))"
21,"([19, 28, 55, 77, 94, 101, 103, 132, 133, 151, 152, 160, 166, 169, 179, 196, 233, 249], np.float64(4.921876825326803))","([], np.float64(177.75420192696043))"
22,"([18, 35, 46, 48, 71, 80, 84, 102, 103, 110, 120, 125, 142, 150, 175, 176, 202, 241, 246], np.float64(101.66122818945668))","([], np.float64(163.66204708009877))"
23,"([8, 29, 31, 48, 80, 83, 111, 127, 145, 160, 166, 179, 186, 191, 192, 203, 214, 220], np.float64(1.2495712627207858))","([80, 179], np.float64(177.3157361805089))"
24,"([17, 38, 71, 123, 149, 168, 186, 187, 196, 197, 198, 220, 223, 239, 245], np.float64(144.73703249661543))","([], np.float64(181.42488565682186))"
25,"([21, 25, 34, 46, 59, 65, 100, 103, 135, 141, 190, 216, 231, 232, 236, 241, 244, 247, 249], np.float64(1.7586732280397994))","([244], np.float64(163.46639837483525))"
26,"([31, 40, 45, 49, 54, 57, 82, 92, 108, 110, 112, 126, 128, 138, 142, 154, 187, 221], np.float64(13.946167317636673))","([187], np.float64(184.16740723563584))"
27,"([9, 22, 36, 63, 72, 108, 112, 136, 141, 145, 162, 187, 212, 241], np.float64(156.46665326794505))","([22], np.float64(156.88290549042506))"
28,"([4, 10, 24, 32, 64, 84, 96, 97, 135, 146, 153, 171, 173, 219, 232, 245], np.float64(140.75986457172618))","([245], np.float64(164.82507165891633))"
29,"([1, 48, 49, 57, 58, 64, 72, 91, 96, 98, 101, 124, 137, 138, 170, 188, 226, 244], np.float64(1.2950690468284183))","([], np.float64(163.50190141490103))"
30,"([23, 24, 36, 60, 74, 77, 85, 100, 120, 122, 143, 165, 183, 187, 204, 212, 215, 219, 220], np.float64(20.56306544420309))","([219], np.float64(164.0064853907412))"
31,"([10, 12, 13, 31, 53, 80, 111, 118, 137, 167, 190, 192, 197, 211, 220, 226, 239, 241], np.float64(1.4807126670191726))","([190], np.float64(163.63062203919048))"
32,"([19, 33, 34, 52, 83, 97, 105, 122, 131, 138, 140, 169, 212, 219, 232, 243], np.float64(114.87697191830027))","([140, 212], np.float64(162.2658538563456))"
33,"([14, 19, 22, 31, 46, 54, 62, 81, 102, 106, 127, 133, 160, 202, 206, 211, 212, 216, 228, 244], np.float64(18.92237750505012))","([22], np.float64(172.9970862243714))"
34,"([1, 12, 16, 25, 27, 35, 40, 42, 60, 65, 90, 96, 100, 139, 150, 154, 192, 194, 233], np.float64(96.45281347733966))","([154], np.float64(148.18860004826936))"
35,"([0, 21, 32, 99, 100, 132, 133, 138, 156, 163, 169, 175, 182, 196, 216, 220, 222, 223, 228, 236, 240], np.float64(216.94367887698635))","([], np.float64(169.02745739574704))"
36,"([14, 15, 17, 23, 38, 50, 57, 62, 90, 103, 116, 121, 137, 152, 153, 186, 196, 213, 230, 233], np.float64(140.38320843119274))","([], np.float64(164.53617652410753))"
