run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([16, 21, 33, 42, 56, 62, 63, 67, 70, 72, 75, 84, 92, 110, 112, 114, 125, 127, 131, 148, 151, 169, 176, 215, 227, 229], np.float64(234.08248308545234))","([], np.float64(247.1213450517169))"
1,"([17, 44, 55, 64, 65, 74, 97, 98, 100, 112, 114, 123, 131, 138, 145, 175, 180, 182, 189, 191, 239, 249], np.float64(288.2252612103222))","([100], np.float64(231.95679440056333))"
2,"([18, 29, 32, 43, 54, 84, 85, 95, 119, 121, 130, 131, 136, 138, 139, 148, 173, 192, 208, 222, 245, 246], np.float64(312.26098905604863))","([], np.float64(260.7726181041573))"
3,"([1, 7, 16, 27, 28, 30, 45, 50, 53, 54, 63, 67, 73, 81, 89, 104, 137, 157, 167, 172, 174, 186, 188, 189, 195, 210, 214, 218, 221, 225, 241, 248], np.float64(231.3591327411213))","([45], np.float64(257.974910213641))"
4,"([2, 15, 26, 50, 64, 72, 73, 86, 88, 94, 96, 111, 114, 115, 117, 121, 124, 128, 136, 142, 148, 155, 156, 161, 164, 165, 181, 199, 222], np.float64(211.29813207850262))","([], np.float64(249.1187792425777))"
5,"([26, 37, 52, 56, 57, 74, 87, 94, 116, 117, 121, 127, 131, 138, 151, 154, 172, 179, 199, 209, 214, 242, 245], np.float64(234.4932439845614))","([94], np.float64(250.45065267211007))"
6,"([17, 23, 28, 31, 32, 39, 41, 48, 50, 56, 71, 80, 88, 99, 101, 134, 154, 165, 170, 175, 177, 197, 204, 208, 211, 221, 223, 227, 228, 234], np.float64(184.4728712419847))","([], np.float64(278.4718966824248))"
7,"([13, 28, 30, 40, 52, 57, 59, 64, 90, 94, 107, 115, 116, 120, 131, 140, 155, 156, 186, 191, 192, 197, 211, 230], np.float64(180.1008000831353))","([57], np.float64(253.74348426644312))"
8,"([3, 17, 24, 42, 43, 55, 67, 78, 82, 107, 116, 120, 123, 134, 148, 149, 153, 155, 167, 168, 172, 178, 207, 223, 238], np.float64(256.0159167876451))","([149], np.float64(249.7138097818804))"
9,"([1, 13, 24, 39, 41, 61, 84, 100, 102, 114, 137, 139, 140, 147, 153, 155, 165, 167, 190, 206, 209, 212], np.float64(223.89837581125866))","([], np.float64(237.82693290672532))"
10,"([36, 45, 55, 61, 89, 91, 101, 128, 132, 135, 155, 172, 181, 190], np.float64(259.2580016299486))","([], np.float64(231.51861408793437))"
11,"([11, 20, 24, 37, 38, 60, 63, 65, 71, 72, 73, 91, 99, 107, 145, 165, 166, 177, 205, 220, 243], np.float64(216.17332943212458))","([71], np.float64(249.28626156197086))"
12,"([35, 54, 57, 63, 72, 84, 88, 97, 104, 108, 136, 144, 176, 196, 198, 203, 205, 213, 219, 223, 229, 238, 241, 244, 247], np.float64(222.3065754817164))","([198], np.float64(247.78804519925157))"
13,"([2, 15, 34, 41, 46, 63, 65, 69, 75, 82, 87, 91, 93, 98, 107, 120, 125, 128, 131, 143, 186, 190, 208, 218, 221, 235, 239], np.float64(267.8188991540223))","([], np.float64(263.505529894318))"
14,"([28, 31, 39, 42, 50, 87, 89, 95, 97, 100, 102, 104, 114, 115, 117, 121, 127, 135, 136, 148, 161, 162, 179, 206, 208, 233, 239, 244], np.float64(303.7035841650199))","([], np.float64(252.51690584559765))"
15,"([6, 10, 25, 44, 46, 62, 64, 77, 106, 110, 124, 131, 150, 168, 180, 182, 194, 217, 219, 225, 230, 233, 236, 240, 244, 247], np.float64(209.23494912411877))","([168], np.float64(237.22092770747847))"
16,"([4, 25, 31, 36, 55, 75, 85, 100, 116, 117, 124, 125, 131, 134, 152, 154, 166, 170, 203, 227, 245], np.float64(204.05851254703668))","([4], np.float64(247.11454603229853))"
17,"([7, 10, 17, 23, 30, 33, 43, 57, 64, 86, 89, 124, 134, 139, 161, 193, 203, 225, 226, 232, 246], np.float64(307.6831098702182))","([7], np.float64(254.40495771264827))"
18,"([0, 16, 48, 50, 53, 70, 71, 82, 88, 118, 138, 140, 141, 169, 183, 188, 190, 201, 208, 212, 220, 225, 238], np.float64(256.3033315712313))","([140], np.float64(278.69398937002467))"
19,"([0, 10, 25, 30, 33, 37, 42, 61, 65, 67, 73, 106, 127, 131, 132, 143, 144, 152, 153, 155, 158, 166, 177, 200, 204, 213, 215, 217, 246], np.float64(206.6686867550548))","([], np.float64(242.52991507302184))"
20,"([0, 16, 36, 42, 51, 58, 61, 64, 66, 94, 100, 110, 120, 121, 149, 151, 153, 166, 171, 186, 203, 205, 207, 211, 213, 220], np.float64(213.32656694434132))","([], np.float64(264.4278389981826))"
21,"([1, 8, 19, 22, 27, 32, 34, 40, 66, 74, 76, 94, 138, 144, 152, 160, 188, 216, 233, 248], np.float64(229.4250460554386))","([], np.float64(260.10637749466997))"
22,"([8, 17, 29, 36, 39, 49, 50, 61, 66, 67, 82, 98, 113, 140, 144, 146, 151, 183, 211, 228], np.float64(300.9578477177717))","([113], np.float64(255.7850483832808))"
23,"([1, 2, 6, 14, 30, 39, 58, 69, 96, 97, 102, 107, 113, 130, 141, 150, 153, 157, 158, 162, 195, 218, 224, 230], np.float64(223.92646581909332))","([], np.float64(271.7342063883473))"
24,"([3, 7, 29, 68, 69, 78, 79, 80, 93, 100, 114, 117, 131, 139, 190, 191, 211, 219, 231, 232, 237], np.float64(241.37728704852296))","([], np.float64(263.7354420058742))"
25,"([1, 9, 51, 61, 62, 79, 81, 98, 164, 165, 173, 180, 181, 193, 196, 203, 204, 216, 230, 234, 241], np.float64(250.7751676012657))","([], np.float64(276.0811782513779))"
26,"([22, 39, 64, 69, 96, 126, 133, 139, 151, 156, 176, 183, 205, 216], np.float64(241.2468663715624))","([64], np.float64(255.200055293491))"
27,"([20, 23, 26, 38, 49, 71, 90, 96, 100, 104, 126, 130, 142, 180, 189, 195, 206, 209, 213], np.float64(255.88804302927701))","([], np.float64(260.9745640569585))"
28,"([0, 10, 14, 15, 59, 60, 73, 84, 93, 107, 117, 120, 139, 156, 157, 159, 161, 162, 170, 172, 180, 200, 203, 209, 219, 229, 232, 238], np.float64(274.21633876544104))","([], np.float64(243.0006829099995))"
29,"([17, 56, 57, 63, 69, 83, 103, 121, 127, 131, 135, 142, 143, 156, 159, 167, 173, 187, 190, 217, 234, 236, 239, 245, 246], np.float64(288.5450770769346))","([131], np.float64(254.05423050131827))"
30,"([20, 29, 38, 82, 89, 90, 91, 93, 132, 141, 142, 166, 181, 197, 199, 211, 214, 226], np.float64(266.96247167971796))","([], np.float64(272.3469556263598))"
31,"([3, 4, 20, 25, 39, 47, 55, 66, 127, 131, 144, 151, 206, 230], np.float64(240.9820350989516))","([], np.float64(249.87790313476586))"
32,"([0, 7, 8, 48, 54, 55, 70, 73, 86, 87, 94, 99, 161, 167, 184, 188, 199, 203, 206, 226], np.float64(273.27423352234996))","([167], np.float64(241.29768699207892))"
33,"([11, 25, 33, 35, 38, 45, 56, 57, 61, 93, 108, 137, 144, 160, 166, 185, 199, 203, 210, 223, 244], np.float64(203.47723268936767))","([], np.float64(270.54830830202275))"
34,"([1, 14, 30, 32, 39, 49, 51, 73, 81, 106, 113, 158, 167, 171, 173, 179, 182, 193, 205, 216, 217], np.float64(278.49356320594535))","([], np.float64(261.5232621233985))"
35,"([3, 4, 17, 31, 35, 46, 71, 81, 91, 95, 102, 122, 130, 149, 157, 176, 186, 207, 219, 237], np.float64(259.300561080219))","([], np.float64(270.782482327049))"
36,"([52, 93, 98, 100, 131, 132, 150, 155, 158, 180, 189, 208, 225, 234, 235, 239, 240, 246], np.float64(229.11070595155277))","([], np.float64(263.27302868085087))"
37,"([1, 3, 11, 27, 40, 96, 111, 114, 133, 134, 135, 142, 158, 168, 169, 171, 174, 184, 194, 195, 207, 220, 248], np.float64(264.73219818458176))","([195], np.float64(226.5619958168171))"
38,"([2, 4, 8, 17, 23, 24, 26, 36, 44, 46, 52, 55, 88, 111, 116, 131, 141, 164, 179, 185, 200, 229, 239, 245, 249], np.float64(124.17864147533277))","([], np.float64(264.5611895521898))"
39,"([21, 26, 41, 71, 73, 90, 91, 95, 106, 107, 109, 131, 136, 144, 167, 180, 184, 185, 193, 221, 223, 228], np.float64(293.7662586078581))","([73], np.float64(251.14805903958256))"
40,"([9, 43, 63, 82, 106, 125, 129, 131, 132, 138, 142, 180, 189, 198, 213, 242], np.float64(315.62959776489623))","([], np.float64(253.76183110130128))"
41,"([23, 24, 31, 50, 53, 73, 106, 121, 166, 171, 174, 186, 213, 236], np.float64(280.8106755686398))","([73], np.float64(265.40643678187786))"
42,"([4, 26, 27, 64, 75, 104, 115, 129, 132, 155, 157, 167, 171, 179, 184, 188, 190, 207, 219, 221, 229, 245], np.float64(222.3755688171161))","([64, 115], np.float64(249.73425179287284))"
