run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([2, 135, 147, 156], np.float64(0.2020419245399567))","([135, 147, 156], np.float64(35.08016617370701))"
1,"([91, 146, 157, 187], np.float64(0.051479842138812106))","([91, 146, 157, 187], np.float64(33.994613216839774))"
2,"([126, 142, 145, 219], np.float64(0.7323855705356821))","([142, 145, 219], np.float64(30.52722679033645))"
3,"([38, 102, 148, 231], np.float64(0.9406373364591606))","([102], np.float64(32.327171824625594))"
4,"([23, 147, 222, 238], np.float64(0.3702646871661309))","([23, 147, 222, 238], np.float64(32.57141305092564))"
5,"([4, 83, 102, 212], np.float64(0.15833555843253808))","([4, 83, 212], np.float64(31.127401987813652))"
6,"([5, 12, 154, 212], np.float64(0.14167530091192973))","([5, 154, 212], np.float64(30.86993166803295))"
7,"([93, 164, 190, 242], np.float64(0.7582968801403434))","([190], np.float64(35.07514660389698))"
8,"([69, 75, 206, 227], np.float64(1.1310411546330779))","([69, 75, 227], np.float64(31.159835631002192))"
9,"([155, 168, 198, 214, 222], np.float64(0.8542180994726403))","([155, 168, 214, 222], np.float64(29.65703335974525))"
10,"([19, 24, 70, 196, 223], np.float64(0.5838088258063846))","([19, 70, 196], np.float64(30.92006782641761))"
11,"([41, 96, 146, 211], np.float64(0.16167886558218209))","([41, 96, 211], np.float64(34.540588186819996))"
12,"([64, 101, 155, 241], np.float64(0.16414415669720217))","([64, 101, 155, 241], np.float64(29.945749488617345))"
13,"([40, 129, 162, 220], np.float64(0.8740413642465515))","([40, 129, 162, 220], np.float64(28.932436771048778))"
14,"([52, 53, 158, 233], np.float64(1.0272880573067937))","([52, 53, 158, 233], np.float64(30.13405085211718))"
15,"([22, 23, 199, 227], np.float64(0.7787181318084273))","([22, 23, 199], np.float64(29.026691745818223))"
16,"([104, 119, 146, 215], np.float64(0.43966958963669817))","([104, 119, 146, 215], np.float64(30.219420473896573))"
17,"([15, 43, 66, 240], np.float64(0.27098899306420415))","([43, 66, 240], np.float64(33.73918376141671))"
18,"([36, 45, 131, 205, 219], np.float64(0.16226106397386253))","([36, 131, 219], np.float64(32.35692509219986))"
19,"([32, 57, 92, 179], np.float64(0.19585290021936458))","([32, 57, 92, 179], np.float64(32.92934381890667))"
20,"([27, 40, 248, 249], np.float64(0.21636459442849765))","([27, 248], np.float64(32.54999321261074))"
21,"([26, 72, 85, 224], np.float64(0.6015338253803297))","([72, 85, 224], np.float64(32.21552937660579))"
22,"([51, 77, 101, 213], np.float64(0.6899220817045938))","([77, 101, 213], np.float64(32.13489350338631))"
23,"([13, 31, 206, 230], np.float64(0.46090166721196146))","([13, 31, 206, 230], np.float64(30.208414166134695))"
24,"([17, 107, 116, 153], np.float64(0.3943813875789687))","([17, 107, 153], np.float64(32.53777128681652))"
