run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([3, 10, 18, 28, 34, 43, 52, 54, 87, 95, 109, 120, 139, 142, 150, 156, 170, 212, 213, 221, 236, 239], np.float64(142.64405318809858))","([120], np.float64(210.52464922884897))"
1,"([10, 36, 37, 41, 48, 72, 81, 93, 101, 105, 126, 134, 154, 166, 168, 175, 188, 190, 198, 203, 211, 213, 223, 225, 244, 245], np.float64(165.20659855622182))","([], np.float64(232.62182865104526))"
2,"([14, 35, 55, 59, 91, 104, 107, 122, 128, 131, 132, 133, 176, 184, 210, 215, 230, 232, 245], np.float64(210.02137589132647))","([], np.float64(221.38646442528363))"
3,"([8, 17, 27, 37, 43, 48, 52, 54, 57, 64, 66, 69, 78, 88, 89, 95, 127, 131, 139, 148, 155, 168, 172, 176, 192, 196, 198, 213, 241, 242, 246], np.float64(188.12912236136577))","([57], np.float64(219.26438287881152))"
4,"([23, 25, 42, 79, 82, 92, 102, 118, 135, 136, 139, 158, 163, 165, 174, 203, 204, 205, 219, 223, 243, 245], np.float64(185.4674567402855))","([], np.float64(231.6090856719517))"
5,"([18, 25, 63, 64, 87, 106, 108, 128, 145, 163, 168, 212, 236, 239], np.float64(201.46107570769033))","([], np.float64(219.83706456084934))"
6,"([4, 5, 14, 17, 28, 37, 53, 65, 104, 127, 128, 130, 131, 147, 150, 170, 177, 184, 195, 220, 224], np.float64(222.72964995569575))","([147], np.float64(216.04508465538814))"
7,"([19, 22, 31, 42, 44, 59, 62, 70, 73, 86, 98, 101, 107, 115, 122, 125, 127, 151, 153, 154, 155, 170, 179, 183, 209, 229, 233], np.float64(233.3405412835823))","([], np.float64(237.81883351087743))"
8,"([8, 21, 27, 32, 59, 62, 80, 96, 100, 115, 116, 131, 134, 144, 157, 171, 173, 215, 228, 233, 245], np.float64(201.4443168257959))","([245], np.float64(233.5836588689676))"
9,"([24, 40, 43, 69, 81, 82, 117, 119, 168, 174, 192], np.float64(245.2751229543903))","([117], np.float64(211.73114745453395))"
10,"([13, 26, 46, 70, 78, 79, 91, 104, 110, 128, 139, 145, 153, 161, 176, 180, 181, 182, 184, 214, 228, 241, 244], np.float64(217.88662743647896))","([139], np.float64(214.49971547303))"
11,"([2, 5, 41, 45, 59, 77, 83, 90, 92, 98, 145, 158, 168, 197, 224, 231, 232, 239, 245], np.float64(200.70480981044523))","([92], np.float64(210.58876031736006))"
12,"([10, 32, 35, 43, 44, 58, 62, 64, 65, 74, 91, 96, 113, 122, 123, 134, 139, 154, 166, 216, 218, 234, 235], np.float64(139.7703906225254))","([58], np.float64(220.0907978980519))"
13,"([20, 29, 31, 62, 69, 74, 75, 82, 87, 93, 101, 120, 129, 131, 143, 164, 169, 193, 205, 206, 244, 249], np.float64(144.3581235087215))","([], np.float64(195.51101830467945))"
14,"([3, 15, 28, 32, 42, 46, 53, 55, 83, 84, 115, 124, 126, 130, 185, 189, 194, 199, 205, 218, 238, 247], np.float64(186.1586568787807))","([32], np.float64(233.95075855750773))"
15,"([12, 23, 32, 43, 54, 72, 73, 74, 79, 90, 96, 112, 118, 125, 145, 147, 173, 174, 183, 184, 191, 195, 200, 204, 207, 208, 220, 229, 230, 246], np.float64(193.55526740316697))","([], np.float64(214.0711353345148))"
16,"([23, 30, 51, 62, 63, 70, 81, 82, 83, 97, 98, 125, 133, 134, 146, 152, 155, 158, 167, 193, 196, 214], np.float64(245.74026650970748))","([158], np.float64(212.64195436227087))"
17,"([32, 35, 44, 48, 58, 59, 60, 63, 75, 99, 106, 126, 142, 160, 166, 174, 187, 190, 198, 205, 211, 232, 240], np.float64(302.29561378202663))","([], np.float64(229.51461082027532))"
18,"([1, 20, 27, 45, 61, 66, 94, 127, 131, 137, 152, 162, 164, 199, 215, 227, 232, 237, 238, 247], np.float64(197.3658773083424))","([], np.float64(208.88222798868583))"
19,"([1, 5, 17, 21, 28, 29, 37, 39, 42, 44, 47, 87, 93, 102, 114, 117, 120, 130, 131, 147, 168, 171, 173, 179, 182, 192, 221, 230], np.float64(175.6459422069956))","([29], np.float64(231.80539069842055))"
20,"([27, 78, 85, 105, 115, 139, 187, 192, 217, 224, 240, 244], np.float64(194.88177908202596))","([105], np.float64(204.69564472470367))"
21,"([8, 30, 32, 45, 55, 66, 67, 92, 95, 97, 113, 138, 155, 167, 171, 179, 183, 227, 245, 248], np.float64(139.80940319927294))","([245], np.float64(205.96329998058232))"
22,"([6, 7, 8, 10, 25, 33, 51, 54, 63, 73, 110, 112, 117, 141, 154, 159, 178, 185, 192, 200, 239, 243], np.float64(170.29672907817312))","([51, 117, 154], np.float64(231.60640678148874))"
23,"([9, 10, 12, 14, 56, 67, 81, 86, 107, 114, 131, 132, 135, 139, 147, 165, 168, 185, 203, 209, 218, 230, 239, 246], np.float64(174.2666712438189))","([86, 203], np.float64(213.21278711823237))"
24,"([8, 32, 45, 54, 56, 71, 72, 73, 93, 113, 120, 129, 144, 147, 148, 167, 168, 173, 181, 196, 201, 205, 206, 210, 211, 233, 238], np.float64(213.06592886993704))","([], np.float64(224.36362803638866))"
25,"([0, 17, 18, 27, 31, 35, 40, 44, 47, 117, 119, 127, 140, 149, 173, 175, 180, 189, 193, 206, 232, 242, 246], np.float64(242.83543019440128))","([], np.float64(223.79925758117022))"
26,"([2, 11, 22, 32, 44, 46, 55, 61, 74, 94, 114, 120, 125, 137, 144, 145, 150, 160, 163, 167, 183, 191, 197, 207, 227, 241], np.float64(195.93362452285092))","([197], np.float64(217.32693679033142))"
27,"([8, 11, 44, 50, 57, 67, 89, 92, 95, 96, 98, 103, 127, 138, 150, 151, 153, 160, 180, 192, 217, 238, 246, 248], np.float64(175.04080418140913))","([], np.float64(207.70547572105266))"
28,"([26, 58, 67, 82, 86, 101, 106, 108, 121, 129, 139, 143, 149, 155, 157, 159, 175, 196, 207, 211, 212], np.float64(205.24970616949145))","([], np.float64(240.71550453254355))"
29,"([34, 50, 54, 90, 91, 93, 119, 120, 122, 128, 131, 139, 155, 158, 165, 172, 196, 207, 209, 222, 228], np.float64(203.83596354161833))","([222], np.float64(218.81873556194844))"
30,"([8, 36, 38, 45, 68, 73, 80, 94, 113, 121, 131, 133, 137, 143, 147, 150, 164, 165, 180, 182, 198, 218, 220, 231, 234], np.float64(102.20715364602506))","([], np.float64(210.749896967959))"
31,"([8, 11, 13, 32, 37, 43, 54, 62, 64, 80, 84, 90, 96, 137, 147, 160, 166, 170, 185], np.float64(220.29385256105527))","([], np.float64(207.46957700763073))"
