run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([2, 5, 13, 24, 43, 49, 89, 134, 225, 226], np.float64(2.5742026205519313))","([], np.float64(96.50036355970681))"
1,"([46, 52, 56, 94, 96, 114, 127, 144, 218, 245], np.float64(1.0986409395973697))","([], np.float64(93.36522657862658))"
2,"([52, 57, 74, 84, 139, 142, 159, 187, 206, 241], np.float64(2.8573328485954854))","([57, 139, 241], np.float64(88.82877822070293))"
3,"([11, 51, 75, 117, 148, 155, 156, 164, 197, 229, 230], np.float64(3.6547794515280274))","([51, 117], np.float64(88.2702729858226))"
4,"([24, 55, 74, 96, 108, 144, 154, 184, 187, 212], np.float64(0.6691390004769043))","([], np.float64(90.93552011057587))"
5,"([45, 77, 103, 134, 139, 155, 160, 161, 209, 222], np.float64(0.38215084810962174))","([161], np.float64(95.92076491461324))"
6,"([23, 24, 33, 67, 73, 76, 124, 130, 149, 164], np.float64(0.49270627413646584))","([130], np.float64(85.07491945712812))"
7,"([23, 35, 47, 50, 54, 83, 88, 114, 132, 157], np.float64(1.357590923845888))","([50], np.float64(87.71560261498767))"
8,"([17, 22, 77, 95, 101, 120, 178, 179, 209, 240], np.float64(1.6412511173350317))","([44, 101], np.float64(94.58161989512547))"
9,"([2, 8, 31, 110, 190, 193, 229, 231, 232, 239], np.float64(3.325694488071545))","([190], np.float64(91.79039578781627))"
10,"([24, 28, 30, 53, 59, 111, 115, 161, 197, 242], np.float64(3.629405978198963))","([28], np.float64(91.07889547507885))"
11,"([20, 26, 60, 65, 80, 84, 116, 121, 125, 157, 215], np.float64(2.436713736141929))","([], np.float64(89.5997976672225))"
12,"([22, 55, 97, 125, 151, 166, 199, 208, 210, 211], np.float64(0.6001238385030027))","([55], np.float64(83.44366141982091))"
13,"([31, 66, 102, 119, 169, 170, 180, 191, 223, 247], np.float64(5.5649229785229135))","([31], np.float64(99.18943533785522))"
14,"([10, 21, 50, 73, 114, 136, 157, 199, 223, 229, 233], np.float64(0.4144002427045716))","([], np.float64(93.59651916464455))"
15,"([17, 70, 80, 84, 163, 175, 206, 209, 226, 241], np.float64(0.5553489516609916))","([209, 241], np.float64(95.57127961773816))"
16,"([26, 34, 50, 79, 86, 104, 124, 136, 143, 167], np.float64(0.6749303529564552))","([], np.float64(86.97831935651755))"
17,"([4, 36, 68, 80, 97, 192, 210, 211, 238, 249], np.float64(0.7144965299855207))","([4, 68, 80, 211], np.float64(89.41893403547135))"
18,"([3, 37, 87, 91, 131, 138, 166, 205, 208, 241], np.float64(0.6250683240275602))","([3, 91], np.float64(87.27603884373875))"
19,"([9, 15, 63, 101, 102, 105, 121, 146, 159, 200], np.float64(2.743849229794434))","([146, 159], np.float64(96.60626277473264))"
20,"([1, 7, 20, 22, 61, 116, 174, 211, 221, 227], np.float64(1.7485259508442859))","([61], np.float64(81.98947939927221))"
21,"([5, 30, 32, 49, 92, 102, 136, 192, 193, 249], np.float64(0.42460668474498087))","([], np.float64(94.81325671399208))"
22,"([11, 45, 63, 64, 96, 98, 161, 177, 233, 234, 248], np.float64(1.6509309014791638))","([45, 123], np.float64(87.5633899625043))"
23,"([60, 66, 73, 129, 158, 168, 169, 224, 227, 246], np.float64(0.8463342900248765))","([246], np.float64(96.04504866859125))"
