run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([0, 5, 8, 48, 50, 62, 65, 79, 87, 89, 90, 96, 97, 99, 103, 123, 131, 170, 184, 201, 215, 218, 226, 244], np.float64(236.15160652565228))","([99, 201], np.float64(238.48321032075594))"
1,"([11, 20, 34, 35, 39, 42, 44, 46, 50, 53, 70, 78, 106, 110, 136, 139, 165, 179, 205, 224, 229, 231, 241], np.float64(213.45702006111486))","([46], np.float64(232.6594355625846))"
2,"([27, 29, 32, 46, 47, 53, 61, 64, 96, 98, 116, 125, 134, 149, 173, 181, 184, 188, 229], np.float64(206.80429779162233))","([96], np.float64(233.6361674645046))"
3,"([1, 5, 52, 57, 65, 77, 99, 125, 127, 133, 135, 184, 189, 190, 196, 209, 211, 212, 217, 218, 221, 241], np.float64(206.3119122186539))","([], np.float64(249.1232124431153))"
4,"([3, 6, 13, 23, 37, 52, 65, 73, 86, 92, 97, 98, 120, 125, 152, 156, 169, 175, 196, 209, 211, 217, 232, 236], np.float64(193.226497311766))","([], np.float64(230.7694349895564))"
5,"([1, 6, 7, 10, 17, 21, 29, 32, 42, 47, 89, 111, 114, 138, 147, 158, 163, 194, 217, 221, 227, 236, 239], np.float64(233.26606848497707))","([], np.float64(236.18247902079526))"
6,"([36, 40, 65, 67, 78, 84, 89, 95, 113, 118, 124, 135, 137, 147, 158, 170, 174, 201, 213, 247, 248], np.float64(218.41980403745907))","([40, 174], np.float64(229.8669469334251))"
7,"([22, 48, 51, 57, 80, 93, 100, 106, 111, 113, 119, 120, 136, 161, 164, 170, 189, 211, 213, 214, 218, 227, 230], np.float64(223.20346474382112))","([48, 93], np.float64(237.1254547243584))"
8,"([19, 30, 35, 39, 47, 48, 53, 61, 66, 83, 89, 101, 105, 110, 119, 136, 186, 189, 192, 194, 203, 233, 234, 242], np.float64(216.82143744937537))","([], np.float64(224.74356762113175))"
9,"([0, 1, 5, 13, 14, 21, 23, 32, 34, 60, 62, 83, 162, 163, 187, 211, 219, 221], np.float64(252.5320125197012))","([5], np.float64(231.0142364874966))"
10,"([8, 9, 22, 64, 71, 101, 130, 131, 140, 149, 152, 172, 178, 184, 186, 198, 214, 219, 229, 234, 242], np.float64(206.65051371463787))","([128, 219], np.float64(228.35986789113278))"
11,"([3, 24, 64, 67, 71, 73, 77, 98, 99, 116, 125, 130, 155, 184, 224], np.float64(267.93128023063446))","([224], np.float64(229.2989909597113))"
12,"([0, 2, 4, 7, 28, 50, 57, 61, 65, 66, 67, 70, 93, 97, 123, 125, 145, 155, 167, 174, 176, 183, 195, 200, 205, 223, 224, 229, 236, 241, 244], np.float64(168.04078016073785))","([], np.float64(232.49422899971552))"
13,"([2, 5, 6, 35, 36, 40, 49, 51, 69, 73, 102, 119, 131, 135, 142, 147, 154, 160, 163, 173, 176, 187, 193, 208, 238], np.float64(197.13151538165278))","([], np.float64(247.6708711313371))"
14,"([8, 18, 24, 36, 41, 48, 66, 72, 93, 110, 111, 113, 117, 139, 145, 150, 154, 155, 158, 159, 165, 180, 182, 188, 194, 201, 246], np.float64(220.58352774062507))","([158], np.float64(243.920829498782))"
15,"([28, 30, 31, 38, 46, 48, 51, 54, 67, 86, 107, 114, 130, 133, 151, 152, 196, 211, 222, 229, 236, 241, 248, 249], np.float64(206.56648309291595))","([133], np.float64(250.51348677632387))"
16,"([4, 6, 19, 26, 28, 30, 42, 56, 77, 82, 107, 110, 118, 124, 125, 126, 129, 137, 138, 173, 181, 185, 223, 224, 234, 246], np.float64(239.03347569503205))","([124], np.float64(237.7884898880796))"
17,"([16, 34, 36, 40, 44, 50, 80, 86, 100, 106, 108, 134, 152, 190, 191, 193, 248], np.float64(233.05349250977807))","([], np.float64(255.5835420682299))"
18,"([11, 17, 29, 59, 87, 92, 117, 123, 125, 126, 141, 147, 152, 156, 158, 182, 184, 187, 199, 213, 234, 235, 242], np.float64(195.15100980655927))","([235], np.float64(248.34211968171516))"
19,"([2, 4, 9, 13, 15, 21, 22, 47, 51, 84, 103, 113, 140, 145, 158, 165, 168, 172, 176, 183, 194, 198, 199, 210, 219, 224, 225, 231, 233, 243], np.float64(142.43031036422192))","([194], np.float64(251.21631413714198))"
20,"([2, 33, 65, 78, 110, 126, 131, 140, 163, 172, 184, 195, 238, 244], np.float64(325.27167748644587))","([], np.float64(272.26109420326384))"
21,"([9, 15, 16, 26, 48, 51, 58, 92, 115, 131, 134, 159, 161, 168, 181, 186, 190, 201, 214, 223, 231, 242], np.float64(231.4139108916911))","([], np.float64(221.88583705179335))"
22,"([10, 34, 35, 38, 44, 46, 61, 72, 81, 102, 147, 150, 159, 164, 190, 191, 203, 220], np.float64(247.9314067382405))","([102], np.float64(240.19006666450562))"
23,"([3, 13, 14, 20, 65, 92, 107, 113, 119, 120, 131, 134, 157, 165, 168, 172, 186, 206, 213, 220, 226, 238, 247, 248], np.float64(225.18921042029038))","([], np.float64(230.14159241517788))"
24,"([2, 6, 15, 24, 27, 32, 53, 62, 63, 81, 84, 85, 94, 99, 106, 120, 125, 148, 152, 164, 177, 202, 214, 221, 231, 232, 236, 243], np.float64(0.6676226125397695))","([120], np.float64(239.22668215480337))"
25,"([4, 7, 16, 21, 34, 39, 40, 53, 63, 64, 74, 78, 92, 94, 96, 97, 99, 101, 103, 116, 124, 137, 155, 156, 171, 189, 192, 208, 221, 224, 237, 249], np.float64(164.4875776162465))","([7, 94, 183], np.float64(237.87327311541605))"
26,"([0, 15, 35, 36, 70, 92, 103, 119, 131, 135, 151, 161, 167, 173, 182, 196, 198, 203, 217, 221, 238, 241], np.float64(267.7496392159665))","([241], np.float64(241.64907929871086))"
27,"([5, 14, 17, 34, 45, 74, 76, 82, 94, 102, 112, 115, 125, 130, 167, 194, 208, 220, 247], np.float64(196.89097793822842))","([94], np.float64(230.27365837924725))"
28,"([53, 66, 109, 120, 125, 134, 140, 162, 164, 173, 188, 205, 211, 220, 231], np.float64(284.77980579614336))","([], np.float64(238.1570438091686))"
29,"([5, 9, 42, 58, 81, 93, 101, 102, 131, 145, 148, 158, 167, 178, 210, 211, 223, 239, 242], np.float64(236.15514927532666))","([210], np.float64(224.18111142800095))"
30,"([19, 23, 37, 70, 71, 80, 87, 100, 110, 111, 124, 158, 164, 171, 185, 186, 210, 220, 234, 244], np.float64(269.53319005798664))","([], np.float64(237.74625161917973))"
31,"([7, 21, 24, 25, 34, 59, 64, 71, 79, 144, 152, 154, 167, 168, 169, 172, 185, 199, 208, 214, 227, 230], np.float64(276.770986071347))","([], np.float64(266.25925626797664))"
32,"([7, 10, 21, 22, 42, 47, 54, 62, 119, 137, 138, 160, 161, 182, 183, 184, 186, 189, 205, 242, 243, 249], np.float64(179.12116727486844))","([], np.float64(225.73183364402018))"
33,"([29, 41, 49, 105, 143, 166, 171, 184, 229, 231, 240, 243], np.float64(234.05228029403045))","([], np.float64(216.98324085659638))"
34,"([23, 32, 33, 39, 69, 79, 87, 92, 131, 137, 146, 148, 185, 190, 199, 201, 203, 207, 221, 232, 248], np.float64(230.83935482219508))","([], np.float64(244.402964092916))"
35,"([19, 21, 29, 40, 48, 49, 72, 105, 106, 114, 121, 129, 138, 140, 142, 147, 160, 183, 201, 211, 218, 226, 229, 248], np.float64(225.43289046149357))","([], np.float64(227.29952955450966))"
36,"([1, 16, 21, 23, 27, 34, 48, 51, 91, 98, 105, 117, 126, 137, 146, 174, 186, 200, 209, 210, 241], np.float64(248.60380761054844))","([], np.float64(218.96973738072307))"
37,"([1, 12, 14, 22, 24, 32, 39, 42, 67, 75, 83, 139, 141, 145, 154, 182, 189, 194, 198, 203], np.float64(317.06087998937255))","([], np.float64(254.14172980409555))"
38,"([27, 67, 83, 99, 119, 120, 124, 135, 136, 137, 138, 141, 152, 179, 193, 203, 227, 238], np.float64(186.8127796310337))","([], np.float64(229.29137766248604))"
39,"([51, 52, 92, 112, 122, 138, 152, 155, 159, 176, 187, 190, 192, 194, 198, 209, 210, 226, 239, 242], np.float64(224.5455926688357))","([], np.float64(263.80380694726153))"
40,"([10, 12, 34, 50, 59, 71, 97, 108, 113, 144, 147, 151, 153, 155, 159, 176, 186, 214, 215, 226, 245], np.float64(216.3137253103601))","([], np.float64(241.15148081593298))"
41,"([21, 31, 34, 43, 48, 49, 52, 54, 62, 82, 98, 116, 122, 129, 130, 163, 171, 176, 179, 190, 191, 193, 203, 214, 219, 224, 226, 232, 237], np.float64(180.01536833150138))","([38, 224], np.float64(223.52028199937888))"
42,"([4, 6, 27, 35, 47, 50, 56, 57, 71, 72, 75, 95, 109, 116, 120, 145, 151, 153, 159, 167, 171, 187, 201, 208, 215, 219, 226, 235, 237, 241], np.float64(222.10753868421529))","([201, 215], np.float64(250.925379192457))"
43,"([5, 9, 22, 34, 70, 71, 73, 79, 104, 108, 115, 117, 131, 152, 173, 181, 216, 224, 225, 244], np.float64(239.29044066247658))","([9], np.float64(233.0106766646293))"
44,"([17, 18, 42, 56, 82, 127, 131, 143, 156, 169, 181, 182, 184, 194, 209, 212, 217, 222, 224, 231, 235, 238, 239], np.float64(167.800100457997))","([], np.float64(247.35068122809824))"
45,"([7, 38, 42, 44, 56, 89, 99, 107, 111, 119, 125, 150, 155, 171, 184, 185, 186, 190, 195, 200, 201, 202, 204, 219, 228], np.float64(224.3230867329418))","([], np.float64(250.03522349145928))"
46,"([7, 54, 63, 69, 73, 74, 124, 131, 132, 146, 161, 170, 176, 201, 202, 241], np.float64(306.5494254112578))","([176], np.float64(252.47565813091703))"
47,"([2, 9, 19, 37, 81, 84, 96, 97, 109, 110, 123, 146, 150, 167, 191, 203, 206, 209, 216, 230, 240, 241], np.float64(135.62425605095223))","([109, 146], np.float64(246.13369170490077))"
