run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([6, 9, 68, 71, 142, 155, 158, 166, 170, 181, 225, 226], np.float64(82.77485292476064))","([], np.float64(125.76869552719509))"
1,"([25, 27, 37, 50, 86, 91, 93, 111, 134, 151, 222, 223, 238, 247], np.float64(66.7898178954226))","([], np.float64(138.86099279503958))"
2,"([7, 26, 97, 111, 162, 165, 173, 188, 191, 194, 203, 211, 220, 235, 246], np.float64(2.166695300821556))","([194, 203], np.float64(138.80732968701287))"
3,"([1, 15, 40, 56, 68, 73, 119, 126, 154, 155, 169, 180, 193, 212, 218, 248], np.float64(104.75553380850285))","([], np.float64(137.43844499284535))"
4,"([6, 25, 51, 67, 72, 73, 83, 98, 112, 176, 185, 194, 233, 243, 245], np.float64(0.418484369963269))","([233], np.float64(131.761849630734))"
5,"([4, 14, 54, 68, 76, 117, 127, 140, 147, 150, 151, 180, 245, 246], np.float64(106.57018650236327))","([68, 180], np.float64(136.86274510914342))"
6,"([34, 43, 61, 69, 97, 104, 123, 124, 127, 145, 165, 199, 204, 212, 230, 243], np.float64(100.30110567023667))","([165], np.float64(139.54019036211275))"
7,"([25, 75, 80, 89, 131, 142, 144, 160, 161, 168, 188, 205, 231, 240, 245], np.float64(1.2943021441002283))","([], np.float64(130.71460779458374))"
8,"([46, 47, 61, 83, 94, 95, 110, 142, 193, 221, 224, 241, 247], np.float64(47.99920510931499))","([46], np.float64(132.8566682565483))"
9,"([13, 23, 30, 78, 81, 133, 137, 143, 159, 160, 170, 174, 189, 208, 214, 221, 232, 234], np.float64(99.41646591465305))","([143], np.float64(135.98406195532124))"
10,"([0, 5, 77, 112, 135, 138, 157, 160, 179, 205, 207, 217], np.float64(105.85307093331906))","([179], np.float64(128.88602303993548))"
11,"([50, 55, 58, 99, 100, 112, 125, 133, 160, 169, 184, 187, 190, 199, 230], np.float64(36.738472329399706))","([187], np.float64(129.41649756179464))"
12,"([0, 1, 7, 18, 26, 42, 46, 54, 62, 99, 106, 162, 186, 191, 226, 243, 244, 246], np.float64(76.32261005854927))","([], np.float64(129.55260226269775))"
13,"([0, 13, 48, 73, 83, 84, 106, 122, 132, 152, 165, 175, 201, 205, 212, 218, 231], np.float64(58.34035129399865))","([83], np.float64(130.73385679200732))"
14,"([3, 13, 14, 21, 28, 35, 46, 115, 119, 139, 147, 166, 198, 217, 230, 238], np.float64(5.686834464965828))","([], np.float64(134.33966388246625))"
15,"([30, 65, 68, 84, 141, 158, 163, 172, 187, 190, 191, 193, 197, 236, 237], np.float64(1.486824935443684))","([], np.float64(140.25866250341014))"
16,"([3, 5, 24, 61, 122, 156, 178, 187, 197, 217, 242, 247], np.float64(120.08251891162325))","([], np.float64(129.6626270139111))"
17,"([72, 97, 122, 126, 128, 141, 163, 172, 175, 179, 189, 200, 218, 228, 233, 235, 237], np.float64(62.32886431036489))","([172, 189], np.float64(155.70847451309692))"
18,"([2, 8, 29, 41, 51, 64, 69, 89, 95, 122, 145, 211], np.float64(96.66664922470288))","([8, 211], np.float64(139.9124314643593))"
19,"([2, 4, 14, 18, 21, 39, 40, 48, 51, 63, 67, 87, 94, 108, 122, 131, 137, 191, 198, 206, 222], np.float64(50.207865848978095))","([94], np.float64(128.5258514513625))"
20,"([4, 7, 19, 48, 50, 101, 105, 112, 128, 140, 167, 177, 181, 203, 228], np.float64(34.95169374099201))","([], np.float64(140.18617597835336))"
21,"([1, 7, 15, 25, 32, 43, 76, 92, 102, 114, 115, 117, 148, 149, 156, 187, 188, 219, 235, 239, 249], np.float64(77.44214031619474))","([115, 188], np.float64(143.46325963370822))"
22,"([10, 11, 42, 61, 100, 121, 132, 168, 176, 190, 191, 196, 199, 223, 238], np.float64(68.22702031788204))","([], np.float64(129.87507836623803))"
23,"([19, 20, 23, 25, 30, 41, 71, 94, 106, 144, 152, 181, 188, 212], np.float64(45.124853295068604))","([212], np.float64(147.14212241193948))"
24,"([3, 29, 37, 70, 79, 82, 101, 129, 140, 172, 181, 198, 211, 216, 231], np.float64(1.985203933804115))","([], np.float64(137.35105823739687))"
25,"([9, 17, 34, 55, 73, 96, 102, 126, 151, 177, 180, 226, 229, 232, 247], np.float64(3.134178830521434))","([73], np.float64(130.4505652941536))"
26,"([9, 11, 41, 50, 53, 55, 94, 120, 133, 154, 155, 160, 181, 183, 190, 198, 201, 226, 228, 233], np.float64(49.188978975007224))","([], np.float64(134.18523915451067))"
27,"([3, 24, 61, 131, 135, 150, 153, 157, 173, 215, 220], np.float64(88.26450014227363))","([], np.float64(150.6233376745822))"
28,"([24, 29, 33, 80, 83, 89, 135, 145, 157, 198, 200, 205, 206, 212], np.float64(117.38642766937399))","([80, 135, 212], np.float64(139.3397841097166))"
29,"([9, 24, 70, 72, 73, 75, 95, 99, 112, 132, 142, 148, 155, 162, 169, 182, 228, 240], np.float64(43.178420171402685))","([], np.float64(134.75540998873083))"
30,"([20, 98, 100, 116, 142, 152, 153, 167, 171, 175, 187, 201, 206, 218, 248], np.float64(0.4133701657467163))","([201], np.float64(129.91656965388114))"
31,"([1, 39, 51, 57, 63, 66, 121, 130, 154, 159, 188, 196, 204, 240], np.float64(94.54079535295409))","([], np.float64(128.75870539585478))"
32,"([5, 16, 52, 72, 80, 86, 94, 122, 132, 152, 194, 213, 245, 246], np.float64(133.19335793945112))","([86, 132], np.float64(136.32241225677637))"
33,"([19, 29, 55, 57, 69, 111, 112, 133, 139, 149, 169, 207, 212, 213, 221], np.float64(2.798755497818029))","([], np.float64(146.41493483259669))"
34,"([12, 32, 40, 49, 58, 87, 146, 150, 170, 172, 209, 217, 224, 226, 243], np.float64(5.297875113538399))","([217], np.float64(149.7311790154102))"
35,"([21, 54, 81, 86, 103, 104, 152, 158, 196, 199, 202, 223, 236, 239, 243], np.float64(108.90260452567))","([], np.float64(129.0722195957497))"
36,"([4, 10, 29, 52, 75, 82, 99, 101, 105, 130, 149, 180, 205, 237, 240], np.float64(2.166658217097488))","([52], np.float64(156.73963679794272))"
37,"([36, 50, 63, 90, 105, 111, 124, 131, 136, 147, 172, 176, 184, 191, 229, 241, 249], np.float64(97.67374630021362))","([131], np.float64(149.50443722710682))"
38,"([16, 37, 60, 66, 107, 124, 126, 158, 164, 166, 186, 198, 203, 207, 213, 224, 227], np.float64(120.3784296613262))","([126, 213, 224], np.float64(136.57766044483853))"
39,"([14, 27, 41, 61, 68, 70, 72, 90, 95, 113, 118, 124, 136, 144, 162, 165, 168, 193, 199, 222, 236], np.float64(71.38315180147299))","([70], np.float64(140.3416267990166))"
40,"([4, 34, 52, 60, 73, 76, 102, 114, 115, 122, 130, 156, 159, 182, 185], np.float64(3.099804824643608))","([102], np.float64(139.87591801999451))"
41,"([14, 47, 61, 70, 98, 120, 137, 138, 140, 189, 196, 201, 207, 220, 230], np.float64(1.2892574728295016))","([138], np.float64(132.07775652653825))"
42,"([0, 4, 43, 46, 49, 50, 62, 85, 86, 89, 92, 103, 117, 147, 155, 195, 222, 226], np.float64(84.37327105569416))","([4, 226], np.float64(125.4277857081645))"
43,"([14, 24, 40, 57, 84, 108, 111, 113, 117, 118, 147, 166, 201, 217, 247], np.float64(4.676420206358308))","([247], np.float64(129.91511137862364))"
44,"([23, 41, 67, 76, 93, 100, 116, 138, 156, 163, 170, 195, 247], np.float64(74.62851569952184))","([], np.float64(132.10078972594278))"
