run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
0,"([0, 4, 5, 9, 23, 26, 35, 77, 80, 84, 91, 98, 105, 131, 138, 150, 169, 171, 185, 196, 197, 208, 213, 221, 222, 237], np.float64(289.1650575568242))","([], np.float64(248.297944768114))"
1,"([1, 16, 17, 24, 33, 40, 47, 60, 64, 66, 72, 85, 86, 123, 124, 129, 130, 140, 178, 188, 193, 195, 208, 228, 230, 233, 244, 246], np.float64(221.32138847176387))","([], np.float64(254.77725038102193))"
2,"([4, 12, 51, 54, 73, 94, 102, 105, 114, 135, 150, 152, 158, 164, 167, 169, 175, 184, 197, 209, 217, 218, 221], np.float64(227.7808055512958))","([150], np.float64(230.07143766422047))"
3,"([32, 33, 40, 59, 68, 71, 81, 86, 91, 92, 106, 107, 117, 120, 122, 139, 143, 151, 170, 176, 236], np.float64(266.92850401240406))","([], np.float64(262.9070518179825))"
4,"([12, 14, 15, 16, 24, 35, 39, 42, 47, 69, 84, 126, 145, 151, 156, 175, 176, 180, 193, 204, 234], np.float64(291.5070412897521))","([], np.float64(255.8115373257449))"
5,"([3, 9, 23, 26, 43, 62, 65, 71, 74, 84, 91, 102, 106, 126, 131, 135, 141, 147, 184, 186, 188, 213, 217, 221, 246], np.float64(295.51962590494486))","([], np.float64(234.69958046127232))"
6,"([2, 7, 9, 43, 44, 61, 71, 91, 95, 118, 135, 159, 183, 190, 222, 231, 249], np.float64(209.02648245006787))","([], np.float64(239.04252792766684))"
7,"([14, 25, 28, 32, 52, 53, 92, 124, 131, 135, 140, 143, 144, 151, 156, 157, 177, 182, 184, 202, 215, 223], np.float64(206.55521869225447))","([], np.float64(260.93806455230504))"
8,"([23, 34, 35, 60, 72, 77, 87, 91, 92, 100, 104, 115, 117, 118, 128, 132, 154, 172, 176, 191, 197, 205, 225, 234, 241, 246], np.float64(255.3229784166311))","([], np.float64(248.41593959553347))"
9,"([25, 33, 35, 36, 37, 39, 44, 63, 68, 129, 160, 162, 169, 172, 184, 194, 207, 208, 215], np.float64(282.8046889741532))","([], np.float64(234.07786757873598))"
10,"([10, 35, 52, 60, 61, 63, 85, 89, 97, 106, 120, 126, 127, 133, 145, 160, 178, 179, 193, 221, 226, 230, 234, 238, 247], np.float64(273.98087919300315))","([27, 133, 247], np.float64(250.7274702283903))"
11,"([14, 20, 29, 39, 55, 63, 65, 104, 105, 108, 114, 117, 120, 124, 128, 136, 156, 173, 174, 185, 192, 195, 199, 207, 209, 232, 234], np.float64(126.17172448574797))","([], np.float64(228.8606403738521))"
12,"([4, 5, 15, 23, 25, 30, 32, 39, 51, 74, 75, 97, 98, 120, 121, 137, 138, 155, 162, 170, 173, 200, 212, 224, 243], np.float64(154.76381266855887))","([120], np.float64(245.94511574868017))"
13,"([0, 16, 61, 82, 99, 143, 170, 177, 179, 185, 189, 213, 216, 219, 229, 246], np.float64(245.6501983406679))","([219], np.float64(243.89655461111536))"
14,"([8, 9, 21, 26, 32, 46, 82, 103, 111, 114, 117, 150, 169, 174, 175, 185, 192, 208, 212, 216, 227, 236], np.float64(230.89550115867553))","([192], np.float64(241.24462825499228))"
15,"([6, 14, 22, 51, 55, 65, 68, 70, 75, 114, 116, 140, 143, 157, 159, 166, 169, 170, 184, 194, 237, 238, 239, 243, 245], np.float64(240.55435295811583))","([14], np.float64(251.93023758351336))"
16,"([2, 6, 25, 29, 42, 44, 58, 61, 62, 66, 73, 83, 91, 94, 97, 113, 127, 136, 155, 161, 203, 209, 215, 220, 239, 248], np.float64(249.19241713128605))","([], np.float64(250.5758922749706))"
17,"([6, 11, 16, 21, 26, 40, 41, 44, 71, 75, 82, 97, 122, 125, 133, 145, 147, 149, 175, 193, 197, 204, 208, 212], np.float64(246.32275584975005))","([44, 204], np.float64(253.59464334314015))"
18,"([7, 20, 41, 78, 83, 92, 107, 124, 166, 178, 186, 202, 206, 215, 217, 221, 227, 229, 230, 240], np.float64(205.9844957321173))","([], np.float64(249.76217193572464))"
19,"([20, 31, 36, 40, 66, 76, 102, 112, 122, 127, 128, 150, 155, 168, 178, 195, 198, 203, 212, 230, 232, 247], np.float64(238.0445217864467))","([203], np.float64(225.1608447338767))"
20,"([4, 8, 13, 30, 57, 64, 80, 83, 94, 95, 132, 135, 147, 165, 169, 175, 180, 183, 184, 197, 209, 222, 237, 248], np.float64(218.64262448106297))","([184], np.float64(250.4445093683354))"
21,"([2, 19, 24, 33, 54, 66, 68, 70, 83, 94, 96, 98, 99, 113, 114, 124, 129, 148, 155, 157, 162, 172, 176, 183, 184, 190, 192, 194, 202, 203, 204, 230, 236, 239], np.float64(201.30665203931775))","([], np.float64(249.4253478780566))"
22,"([1, 83, 101, 122, 127, 137, 138, 145, 148, 150, 153, 157, 165, 184, 195, 219, 227, 245], np.float64(247.1350355532887))","([], np.float64(246.75633245521416))"
23,"([23, 25, 26, 34, 53, 57, 70, 74, 80, 86, 103, 123, 126, 128, 131, 175, 184, 186, 196, 213], np.float64(256.9121691246952))","([86], np.float64(251.82433179536045))"
24,"([1, 11, 13, 40, 50, 72, 73, 76, 81, 85, 93, 97, 98, 109, 120, 152, 166, 170, 173, 192, 211, 212, 218, 219, 228], np.float64(204.78148788624443))","([], np.float64(234.9440161593362))"
25,"([9, 14, 23, 36, 39, 54, 55, 76, 82, 93, 112, 138, 168, 231, 243, 246], np.float64(241.16609654243518))","([39], np.float64(242.29290760861008))"
26,"([5, 26, 35, 55, 63, 69, 79, 97, 115, 159, 162, 171, 180, 181, 183, 217, 220, 221, 235, 240], np.float64(270.7503546458386))","([183], np.float64(235.1264033070003))"
27,"([6, 19, 62, 73, 83, 86, 100, 123, 128, 131, 185, 187, 189, 209, 211, 223, 237, 249], np.float64(183.37334039566073))","([], np.float64(263.0650553636113))"
28,"([2, 29, 34, 35, 41, 54, 69, 75, 76, 77, 80, 160, 172, 173, 185, 191, 199, 203, 205, 209, 234, 239], np.float64(228.31868532296954))","([], np.float64(257.45253494981))"
29,"([2, 13, 23, 27, 31, 35, 44, 53, 55, 58, 59, 79, 80, 94, 96, 109, 111, 115, 136, 187, 194, 203, 205, 212, 248], np.float64(237.0706549397537))","([53], np.float64(251.1888262964186))"
30,"([8, 15, 16, 30, 66, 126, 134, 139, 148, 155, 162, 164, 173, 180, 183, 184, 185, 187, 209, 210, 234], np.float64(249.4316034455493))","([], np.float64(257.56018746896314))"
31,"([0, 14, 23, 34, 43, 44, 48, 51, 57, 61, 65, 67, 72, 80, 85, 98, 113, 117, 119, 128, 165, 184, 200, 203, 208, 213, 231, 236, 241], np.float64(219.4534747843963))","([203], np.float64(244.48071896657964))"
32,"([15, 27, 79, 94, 98, 107, 129, 131, 132, 137, 143, 145, 148, 159, 175, 184, 192, 200, 229], np.float64(205.13275737255225))","([131], np.float64(258.08164477257276))"
33,"([23, 30, 51, 58, 65, 73, 76, 86, 91, 93, 98, 99, 115, 128, 132, 134, 136, 154, 160, 169, 183, 195, 198, 211, 213, 218, 231, 237, 243], np.float64(279.2173337166386))","([], np.float64(242.01784256022867))"
34,"([2, 16, 19, 24, 27, 42, 43, 52, 56, 64, 84, 98, 107, 113, 120, 127, 128, 136, 145, 146, 153, 159, 203, 204, 214, 228, 232, 241, 243], np.float64(180.07149663555344))","([], np.float64(237.02969030402141))"
35,"([9, 10, 23, 38, 44, 82, 87, 90, 94, 96, 106, 115, 131, 134, 147, 149, 172, 204, 205, 212, 214, 215, 223, 225, 231, 247], np.float64(234.47459287972555))","([94], np.float64(243.92652668358312))"
36,"([4, 9, 14, 20, 26, 54, 56, 60, 80, 83, 88, 95, 112, 113, 115, 129, 130, 137, 146, 160, 165, 176, 179, 181, 184, 213], np.float64(185.26966184564756))","([], np.float64(254.32200635135572))"
37,"([0, 3, 23, 35, 54, 55, 77, 85, 89, 91, 98, 112, 114, 115, 119, 120, 137, 155, 173, 176, 182, 191, 197, 199, 229, 232, 238], np.float64(208.5319241233099))","([], np.float64(235.77887862295174))"
38,"([23, 37, 43, 48, 51, 71, 96, 140, 184, 193, 209, 240, 244], np.float64(290.46932633445044))","([51], np.float64(261.156091635158))"
39,"([16, 24, 45, 74, 98, 103, 107, 111, 137, 149, 151, 152, 173, 188, 200, 208, 209, 213, 246], np.float64(242.4789857490685))","([103], np.float64(230.11384145121465))"
40,"([1, 8, 10, 20, 23, 32, 33, 56, 60, 85, 94, 95, 112, 142, 177, 179, 186, 187, 188, 202, 221, 243], np.float64(225.31652944079764))","([], np.float64(244.48666738958545))"
41,"([25, 63, 113, 122, 127, 138, 147, 152, 155, 157, 181, 190, 248], np.float64(278.34970108790264))","([190], np.float64(248.84098104914517))"
42,"([7, 15, 45, 61, 73, 86, 97, 102, 113, 114, 120, 125, 131, 133, 139, 141, 153, 154, 161, 166, 171, 183, 206, 239], np.float64(169.77248115252604))","([86], np.float64(241.50171764935098))"
43,"([3, 11, 22, 30, 39, 40, 61, 87, 93, 100, 103, 107, 113, 117, 139, 186, 188, 191, 201, 215, 219], np.float64(196.876454190543))","([], np.float64(240.58765314508403))"
44,"([4, 9, 36, 49, 52, 83, 85, 108, 128, 145, 182, 211, 227, 247], np.float64(228.5693410643987))","([], np.float64(232.54107831537127))"
45,"([0, 5, 34, 55, 70, 74, 88, 93, 117, 131, 132, 145, 148, 168, 170, 177, 178, 198, 216, 234, 240, 244, 246, 249], np.float64(238.41982164264894))","([], np.float64(270.07644619406784))"
46,"([8, 26, 51, 77, 94, 101, 114, 124, 131, 144, 145, 147, 155, 160, 164, 177, 192, 194, 199, 220, 223, 237, 239], np.float64(214.76457188364864))","([160], np.float64(223.0233375309792))"
47,"([24, 25, 31, 57, 70, 86, 111, 126, 137, 172, 174, 178, 180, 186, 191, 193, 202, 205, 220, 235, 244], np.float64(227.1686156314868))","([], np.float64(259.9576855076027))"
48,"([15, 22, 23, 34, 43, 52, 54, 63, 72, 73, 91, 107, 111, 134, 143, 155, 191, 199, 229, 230], np.float64(246.81804433705972))","([], np.float64(223.21706812306454))"
49,"([1, 8, 9, 24, 28, 29, 32, 34, 39, 44, 58, 64, 106, 122, 150, 159, 164, 171, 174, 178, 181, 193, 202, 211, 244], np.float64(209.60293892518902))","([], np.float64(244.67536158687562))"
50,"([1, 8, 23, 40, 41, 53, 55, 64, 122, 137, 141, 155, 161, 168, 184, 188, 191, 193, 202, 214, 228, 236, 239], np.float64(263.5946474606221))","([137], np.float64(244.21934880393982))"
