run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
0,"([np.int64(10), np.int64(21), np.int64(26), np.int64(27), np.int64(29), np.int64(36), np.int64(38), np.int64(40), np.int64(43), np.int64(48), np.int64(49)], np.float64(476.8432817608556))","([np.int64(36), np.int64(38), np.int64(40)], np.float64(6645.292050592917))","([], np.float64(6621.139119463956))","([np.int64(5), np.int64(10), np.int64(11), np.int64(16), np.int64(21), np.int64(22), np.int64(24), np.int64(27), np.int64(31), np.int64(32), np.int64(33), np.int64(36)], np.float64(330.46544300770955))","([np.int64(21), np.int64(22), np.int64(24), np.int64(27), np.int64(31), np.int64(33), np.int64(36)], np.float64(436.6063500760095))"
1,"([np.int64(7)], np.float64(533.8732744364285))","([np.int64(7)], np.float64(6703.462044057533))","([], np.float64(6695.2330609410565))","([np.int64(0), np.int64(2), np.int64(4), np.int64(8), np.int64(9), np.int64(14), np.int64(19), np.int64(20), np.int64(22), np.int64(24), np.int64(35), np.int64(36), np.int64(48)], np.float64(365.74803075351684))","([np.int64(20), np.int64(22), np.int64(24), np.int64(36), np.int64(48)], np.float64(571.7510426556905))"
2,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49)], np.float64(204.30362573805579))","([np.int64(1), np.int64(13), np.int64(30)], np.float64(6569.604033444951))","([], np.float64(6543.532939922608))","([np.int64(1), np.int64(6), np.int64(9), np.int64(10), np.int64(12), np.int64(16), np.int64(24), np.int64(25), np.int64(27), np.int64(30), np.int64(34), np.int64(40), np.int64(41), np.int64(43), np.int64(49)], np.float64(297.7636210661714))","([np.int64(12), np.int64(16), np.int64(27), np.int64(30), np.int64(34), np.int64(40), np.int64(41), np.int64(43), np.int64(49)], np.float64(320.32391860628775))"
3,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(33), np.int64(35), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(211.3952958616081))","([], np.float64(6505.255411048453))","([], np.float64(6505.255411048453))","([np.int64(5), np.int64(7), np.int64(16), np.int64(17), np.int64(22), np.int64(25), np.int64(29), np.int64(30), np.int64(33), np.int64(35), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(47)], np.float64(314.5318146337582))","([np.int64(35), np.int64(41), np.int64(42), np.int64(45)], np.float64(568.5748421978102))"
4,"([np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(19), np.int64(22), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(34), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(379.19289957159566))","([np.int64(8), np.int64(19), np.int64(45)], np.float64(6729.792380341593))","([], np.float64(6695.471602655887))","([np.int64(1), np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(17), np.int64(19), np.int64(26), np.int64(30), np.int64(34)], np.float64(366.19995044841585))","([np.int64(11), np.int64(34)], np.float64(733.7537946111363))"
5,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(315.21855987076134))","([np.int64(13), np.int64(46)], np.float64(6599.845033476438))","([], np.float64(6575.588578449344))","([np.int64(3), np.int64(8), np.int64(10), np.int64(16), np.int64(17), np.int64(19), np.int64(24), np.int64(37), np.int64(45), np.int64(48), np.int64(49)], np.float64(384.5628954136035))","([np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(560.4551875848804))"
6,"([np.int64(3), np.int64(9), np.int64(23), np.int64(27), np.int64(29), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(41)], np.float64(415.42988714864634))","([np.int64(27), np.int64(36)], np.float64(6538.521679828116))","([], np.float64(6578.509693388488))","([np.int64(3), np.int64(5), np.int64(7), np.int64(11), np.int64(20), np.int64(22), np.int64(24), np.int64(32), np.int64(33), np.int64(35), np.int64(41), np.int64(44), np.int64(45)], np.float64(303.91748868315983))","([np.int64(22), np.int64(24), np.int64(32), np.int64(35), np.int64(41), np.int64(44), np.int64(45)], np.float64(455.79550932914157))"
7,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(40), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(269.062611177933))","([np.int64(3), np.int64(48)], np.float64(6845.639315864459))","([], np.float64(6837.463634604949))","([np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(26), np.int64(29), np.int64(30), np.int64(41), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(358.21958194861935))","([np.int64(15), np.int64(46)], np.float64(719.1220336291645))"
8,"([np.int64(11), np.int64(18), np.int64(30)], np.float64(516.6345255231467))","([np.int64(30)], np.float64(6647.483245202365))","([], np.float64(6651.112830556994))","([np.int64(0), np.int64(3), np.int64(6), np.int64(7), np.int64(11), np.int64(13), np.int64(21), np.int64(33), np.int64(37), np.int64(41), np.int64(42)], np.float64(390.3345026277314))","([np.int64(37), np.int64(41), np.int64(42)], np.float64(664.8683218967716))"
9,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(285.6101492541877))","([np.int64(6), np.int64(14)], np.float64(6618.882606577947))","([], np.float64(6614.120788359266))","([np.int64(5), np.int64(6), np.int64(8), np.int64(11), np.int64(16), np.int64(17), np.int64(26), np.int64(27), np.int64(33), np.int64(37), np.int64(41), np.int64(49)], np.float64(364.531778038785))","([np.int64(16), np.int64(27), np.int64(33), np.int64(37), np.int64(41), np.int64(49)], np.float64(471.52577838597864))"
