run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
0,"([np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(27), np.int64(29), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(38), np.int64(43), np.int64(45), np.int64(47), np.int64(48)], np.float64(604.414051498133))","([np.int64(4), np.int64(11), np.int64(24), np.int64(38), np.int64(43), np.int64(45)], np.float64(10871.76327746772))","([], np.float64(10714.75527372143))","([np.int64(0), np.int64(1), np.int64(5), np.int64(8), np.int64(10), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(24), np.int64(29), np.int64(32), np.int64(43), np.int64(45)], np.float64(492.5759425835415))","([np.int64(20), np.int64(29), np.int64(43), np.int64(45)], np.float64(757.9630902381436))"
1,"([np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(15), np.int64(23), np.int64(24), np.int64(26), np.int64(29), np.int64(30), np.int64(33), np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(48), np.int64(49)], np.float64(637.9136124702367))","([np.int64(5), np.int64(6), np.int64(26), np.int64(30), np.int64(44)], np.float64(11225.983416171199))","([], np.float64(11191.546079050984))","([np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(13), np.int64(27), np.int64(30), np.int64(31), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(41), np.int64(45)], np.float64(557.5488958068004))","([], np.float64(684.4241089908442))"
2,"([np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(9), np.int64(10), np.int64(13), np.int64(14), np.int64(16), np.int64(19), np.int64(22), np.int64(24), np.int64(26), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47)], np.float64(592.1883979143159))","([np.int64(4), np.int64(6), np.int64(13), np.int64(14), np.int64(16), np.int64(26), np.int64(36), np.int64(43), np.int64(44), np.int64(47)], np.float64(10942.120985182479))","([], np.float64(10742.774259678088))","([np.int64(2), np.int64(4), np.int64(8), np.int64(9), np.int64(11), np.int64(13), np.int64(14), np.int64(17), np.int64(18), np.int64(22), np.int64(26), np.int64(27), np.int64(31), np.int64(33), np.int64(36), np.int64(43)], np.float64(479.1848929253177))","([np.int64(27), np.int64(31), np.int64(36), np.int64(43)], np.float64(776.8472303284138))"
3,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(17), np.int64(19), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(37), np.int64(42), np.int64(43), np.int64(44), np.int64(46)], np.float64(557.9049851995704))","([np.int64(14), np.int64(32)], np.float64(10884.165013385702))","([], np.float64(10856.79266152586))","([np.int64(0), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(26), np.int64(27), np.int64(29), np.int64(37), np.int64(40), np.int64(43), np.int64(44), np.int64(46)], np.float64(484.95034741222065))","([np.int64(46)], np.float64(850.5921623750487))"
4,"([np.int64(0), np.int64(3), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(14), np.int64(18), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43)], np.float64(587.2588867250292))","([np.int64(26), np.int64(40), np.int64(41), np.int64(42)], np.float64(10898.013061642081))","([], np.float64(10904.657541313309))","([np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(28), np.int64(31), np.int64(32), np.int64(38), np.int64(41), np.int64(42), np.int64(43)], np.float64(509.44331178670836))","([np.int64(18), np.int64(43)], np.float64(876.8666148129312))"
5,"([np.int64(1), np.int64(3), np.int64(6), np.int64(7), np.int64(10), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(28), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(48), np.int64(49)], np.float64(658.1298534494493))","([np.int64(10), np.int64(16), np.int64(49)], np.float64(10979.008771207351))","([], np.float64(10970.166817455038))","([np.int64(4), np.int64(8), np.int64(9), np.int64(10), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(25), np.int64(28), np.int64(31), np.int64(37), np.int64(40), np.int64(41), np.int64(48)], np.float64(532.3471557929056))","([np.int64(48)], np.float64(994.9023327261282))"
6,"([np.int64(0), np.int64(3), np.int64(5), np.int64(8), np.int64(14), np.int64(18), np.int64(21), np.int64(26), np.int64(28), np.int64(29), np.int64(34), np.int64(36), np.int64(38), np.int64(46), np.int64(47), np.int64(48)], np.float64(561.7167930568369))","([np.int64(21), np.int64(34), np.int64(47)], np.float64(10911.33258590347))","([], np.float64(10907.760131234629))","([np.int64(0), np.int64(6), np.int64(10), np.int64(16), np.int64(21), np.int64(25), np.int64(26), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(49)], np.float64(473.8103231156319))","([np.int64(36), np.int64(38)], np.float64(787.4819154219149))"
7,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(488.28373517075926))","([np.int64(14), np.int64(16), np.int64(18), np.int64(40), np.int64(45)], np.float64(10901.949508902762))","([np.int64(18)], np.float64(10770.663697769578))","([np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(12), np.int64(18), np.int64(19), np.int64(24), np.int64(27), np.int64(33), np.int64(38), np.int64(40), np.int64(43), np.int64(47)], np.float64(509.9494241571196))","([np.int64(33), np.int64(47)], np.float64(892.6272739438677))"
8,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(353.8687708766893))","([np.int64(16), np.int64(18), np.int64(21), np.int64(26), np.int64(41)], np.float64(11057.799867063943))","([], np.float64(10919.270608142793))","([np.int64(1), np.int64(10), np.int64(17), np.int64(28), np.int64(29), np.int64(30), np.int64(33), np.int64(41), np.int64(44), np.int64(47), np.int64(49)], np.float64(569.121012375816))","([np.int64(28), np.int64(41), np.int64(49)], np.float64(911.8132707322136))"
9,"([np.int64(0), np.int64(1), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(17), np.int64(21), np.int64(24), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(36), np.int64(39), np.int64(41), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(597.2329336979872))","([np.int64(46), np.int64(49)], np.float64(10506.969748192812))","([], np.float64(10488.701210659676))","([np.int64(5), np.int64(6), np.int64(10), np.int64(13), np.int64(17), np.int64(18), np.int64(21), np.int64(27), np.int64(29), np.int64(34), np.int64(41), np.int64(45), np.int64(46), np.int64(49)], np.float64(488.4313572930048))","([np.int64(49)], np.float64(918.7846497720914))"
