run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
0,"([np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(23), np.int64(24), np.int64(25), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(47)], np.float64(197.46693009405934))","([np.int64(15), np.int64(35)], np.float64(4952.951161707716))","([], np.float64(4953.14348787917))","([np.int64(3), np.int64(4), np.int64(11), np.int64(16), np.int64(19), np.int64(23), np.int64(29), np.int64(30), np.int64(31), np.int64(36), np.int64(42)], np.float64(302.6049735434936))","([np.int64(19), np.int64(29), np.int64(30), np.int64(36), np.int64(42)], np.float64(401.83981710971835))"
1,"([np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(192.60607976739482))","([np.int64(4), np.int64(14), np.int64(17), np.int64(39), np.int64(40)], np.float64(5039.928308960416))","([], np.float64(4985.605844378285))","([np.int64(2), np.int64(5), np.int64(8), np.int64(13), np.int64(14), np.int64(15), np.int64(20), np.int64(30), np.int64(31), np.int64(37), np.int64(42), np.int64(43), np.int64(47), np.int64(48)], np.float64(283.015369026436))","([np.int64(20), np.int64(30), np.int64(31), np.int64(37), np.int64(42), np.int64(43), np.int64(47)], np.float64(358.6731386730146))"
2,"([np.int64(2), np.int64(3), np.int64(4), np.int64(10), np.int64(11), np.int64(15), np.int64(16), np.int64(17), np.int64(22), np.int64(23), np.int64(26), np.int64(30), np.int64(31), np.int64(37), np.int64(40), np.int64(41), np.int64(43), np.int64(47), np.int64(48)], np.float64(268.71969480620567))","([np.int64(16), np.int64(37)], np.float64(5028.012657552536))","([], np.float64(5005.667198100926))","([np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(11), np.int64(17), np.int64(26), np.int64(31), np.int64(40), np.int64(41), np.int64(42), np.int64(43)], np.float64(286.4079181805884))","([np.int64(31), np.int64(41), np.int64(42), np.int64(43)], np.float64(484.7157462392801))"
3,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(25), np.int64(28), np.int64(29), np.int64(30), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(275.64535252351857))","([], np.float64(5079.094448596813))","([], np.float64(5079.094448596813))","([np.int64(3), np.int64(11), np.int64(13), np.int64(16), np.int64(18), np.int64(25), np.int64(35), np.int64(37), np.int64(48), np.int64(49)], np.float64(290.89244853119436))","([np.int64(16), np.int64(35), np.int64(37), np.int64(48), np.int64(49)], np.float64(439.0594718935732))"
4,"([np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(26), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(43), np.int64(46), np.int64(49)], np.float64(300.2128064737646))","([np.int64(6), np.int64(43)], np.float64(5061.211535872443))","([], np.float64(5030.827765158442))","([np.int64(0), np.int64(6), np.int64(14), np.int64(15), np.int64(20), np.int64(25), np.int64(29), np.int64(30), np.int64(32), np.int64(36), np.int64(37), np.int64(43), np.int64(48)], np.float64(277.574955837844))","([np.int64(25), np.int64(30), np.int64(32), np.int64(36), np.int64(37)], np.float64(416.61367423908763))"
5,"([np.int64(3), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(29), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(158.7854574340526))","([np.int64(23), np.int64(24), np.int64(29), np.int64(34)], np.float64(5012.575143427281))","([], np.float64(4999.165624095527))","([np.int64(16), np.int64(19), np.int64(23), np.int64(24), np.int64(31), np.int64(33), np.int64(35), np.int64(42), np.int64(43), np.int64(45), np.int64(48)], np.float64(292.1508032769463))","([np.int64(19), np.int64(23), np.int64(24), np.int64(35), np.int64(42), np.int64(43), np.int64(48)], np.float64(345.3180857354873))"
6,"([np.int64(0), np.int64(4), np.int64(5), np.int64(9), np.int64(11), np.int64(13), np.int64(16), np.int64(18), np.int64(19), np.int64(25), np.int64(26), np.int64(27), np.int64(34), np.int64(37), np.int64(38), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(49)], np.float64(289.8140417811293))","([np.int64(24), np.int64(42), np.int64(43), np.int64(47)], np.float64(4908.7254806707415))","([], np.float64(4879.993531714182))","([np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(11), np.int64(16), np.int64(19), np.int64(26), np.int64(30), np.int64(34), np.int64(43), np.int64(45)], np.float64(247.33060392581353))","([np.int64(11), np.int64(19), np.int64(26), np.int64(30), np.int64(34), np.int64(43), np.int64(45)], np.float64(346.39915973725766))"
7,"([np.int64(0), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49)], np.float64(159.65242842975755))","([], np.float64(5039.617243124524))","([], np.float64(5039.617243124524))","([np.int64(0), np.int64(10), np.int64(11), np.int64(12), np.int64(18), np.int64(22), np.int64(23), np.int64(28), np.int64(37), np.int64(39), np.int64(44), np.int64(46)], np.float64(267.6332888740151))","([np.int64(12), np.int64(28), np.int64(37), np.int64(39), np.int64(44), np.int64(46)], np.float64(365.98509122888))"
8,"([np.int64(0), np.int64(3), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(21), np.int64(22), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(35), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(46), np.int64(49)], np.float64(294.4968522234628))","([np.int64(18), np.int64(26)], np.float64(5176.3478520588405))","([], np.float64(5129.344138126984))","([np.int64(3), np.int64(5), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(25), np.int64(30), np.int64(33), np.int64(38), np.int64(48)], np.float64(299.0942300190599))","([np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(25), np.int64(30), np.int64(33), np.int64(38), np.int64(48)], np.float64(377.1715257479435))"
9,"([np.int64(0), np.int64(1), np.int64(2), np.int64(7), np.int64(9), np.int64(11), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(24), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(220.96408814894838))","([np.int64(0), np.int64(22), np.int64(27)], np.float64(4693.1016022919985))","([], np.float64(4710.157745984175))","([np.int64(0), np.int64(2), np.int64(9), np.int64(17), np.int64(18), np.int64(21), np.int64(27), np.int64(35), np.int64(36), np.int64(43), np.int64(44), np.int64(46)], np.float64(264.3053622048058))","([np.int64(27), np.int64(36), np.int64(43), np.int64(44), np.int64(46)], np.float64(426.0998482613353))"
