run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
0,"([np.int64(1), np.int64(2), np.int64(3), np.int64(9), np.int64(12), np.int64(15), np.int64(21), np.int64(34), np.int64(38), np.int64(39), np.int64(41), np.int64(43), np.int64(45), np.int64(48), np.int64(49)], np.float64(513.1276426001724))","([np.int64(38), np.int64(41)], np.float64(8632.989298170156))","([], np.float64(8595.857060271834))","([np.int64(1), np.int64(4), np.int64(8), np.int64(9), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(24), np.int64(26), np.int64(27), np.int64(32), np.int64(34), np.int64(36), np.int64(41)], np.float64(421.8584099387638))","([np.int64(26), np.int64(27), np.int64(34)], np.float64(710.2738619389962))"
1,"([np.int64(3), np.int64(11), np.int64(13), np.int64(17), np.int64(18), np.int64(20), np.int64(29), np.int64(30)], np.float64(607.2045364671783))","([np.int64(11), np.int64(18), np.int64(30)], np.float64(8908.365901268107))","([], np.float64(8864.13106932124))","([np.int64(2), np.int64(4), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(18), np.int64(21), np.int64(23), np.int64(26), np.int64(32), np.int64(34), np.int64(40)], np.float64(452.14328128911774))","([np.int64(40)], np.float64(799.2015885567973))"
2,"([np.int64(10), np.int64(11), np.int64(13), np.int64(15), np.int64(20), np.int64(26), np.int64(32), np.int64(33), np.int64(38), np.int64(42), np.int64(43), np.int64(48)], np.float64(596.553851244461))","([np.int64(20), np.int64(38), np.int64(42)], np.float64(8698.532127692552))","([], np.float64(8739.25631572846))","([np.int64(1), np.int64(7), np.int64(8), np.int64(10), np.int64(14), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(48)], np.float64(453.8805254485595))","([np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(48)], np.float64(612.7009505034068))"
3,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(381.8519156173859))","([np.int64(30), np.int64(47)], np.float64(8528.987839612742))","([], np.float64(8549.79857753518))","([np.int64(0), np.int64(3), np.int64(5), np.int64(14), np.int64(16), np.int64(17), np.int64(25), np.int64(29), np.int64(30), np.int64(35), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(48)], np.float64(427.7782707275301))","([np.int64(38), np.int64(41), np.int64(44)], np.float64(724.2286474861078))"
4,"([np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(9), np.int64(23), np.int64(25), np.int64(26), np.int64(34), np.int64(41), np.int64(43), np.int64(47)], np.float64(524.9054596473843))","([np.int64(1)], np.float64(8706.26755533103))","([], np.float64(8699.215428140738))","([np.int64(1), np.int64(5), np.int64(8), np.int64(12), np.int64(13), np.int64(19), np.int64(20), np.int64(24), np.int64(26), np.int64(33), np.int64(34), np.int64(41)], np.float64(439.60772858909615))","([np.int64(26), np.int64(33)], np.float64(820.50825407639))"
5,"([np.int64(3), np.int64(4), np.int64(5), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(27), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(46), np.int64(48)], np.float64(591.482006625169))","([np.int64(3), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(35), np.int64(41), np.int64(46)], np.float64(8972.626845056016))","([np.int64(46)], np.float64(8885.434982870638))","([np.int64(2), np.int64(3), np.int64(6), np.int64(8), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(33), np.int64(34), np.int64(37), np.int64(41), np.int64(43), np.int64(46), np.int64(48)], np.float64(466.19224775249745))","([np.int64(41)], np.float64(807.2329637374294))"
6,"([np.int64(3), np.int64(9), np.int64(13), np.int64(15), np.int64(17), np.int64(24), np.int64(28), np.int64(30), np.int64(32), np.int64(35), np.int64(40), np.int64(42), np.int64(44)], np.float64(568.3017767517074))","([np.int64(3), np.int64(40), np.int64(42)], np.float64(8900.400909131497))","([], np.float64(8931.559893203885))","([np.int64(4), np.int64(9), np.int64(14), np.int64(15), np.int64(19), np.int64(26), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(41), np.int64(46)], np.float64(447.5221895087007))","([np.int64(19), np.int64(30), np.int64(33), np.int64(41)], np.float64(699.2590906564776))"
7,"([np.int64(2), np.int64(3), np.int64(5), np.int64(11), np.int64(14), np.int64(16), np.int64(37)], np.float64(607.411624160053))","([np.int64(3), np.int64(14), np.int64(16), np.int64(37)], np.float64(8806.9323373525))","([], np.float64(8751.016366156038))","([np.int64(6), np.int64(16), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(35), np.int64(37), np.int64(40), np.int64(42), np.int64(46), np.int64(49)], np.float64(457.8826193469289))","([np.int64(37), np.int64(46)], np.float64(804.9916227749135))"
8,"([np.int64(0), np.int64(2), np.int64(3), np.int64(9), np.int64(24), np.int64(34), np.int64(38), np.int64(44), np.int64(45)], np.float64(562.9272811005003))","([np.int64(0), np.int64(44), np.int64(45)], np.float64(8714.123851247705))","([], np.float64(8625.326117885552))","([np.int64(0), np.int64(3), np.int64(5), np.int64(8), np.int64(12), np.int64(18), np.int64(22), np.int64(23), np.int64(35), np.int64(38), np.int64(40), np.int64(44)], np.float64(467.2339333666795))","([], np.float64(549.1732361427327))"
9,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(274.64445746684186))","([np.int64(39), np.int64(42), np.int64(47)], np.float64(8452.652033310795))","([np.int64(47)], np.float64(8465.563031058475))","([np.int64(1), np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(10), np.int64(12), np.int64(15), np.int64(19), np.int64(27), np.int64(30), np.int64(32), np.int64(34), np.int64(47)], np.float64(419.08891868279596))","([np.int64(12), np.int64(27), np.int64(30), np.int64(32), np.int64(34), np.int64(47)], np.float64(552.9190985127714))"
