run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
0,"([], np.float64(0.0001706644657208413))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(7), np.int64(35)], np.float64(0.19467086240354198))","([], np.float64(0.0009303846820640005))"
1,"([], np.float64(0.0042710348862442515))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(41), np.int64(46)], np.float64(0.2539628627648452))","([], np.float64(0.0016066946554727038))"
2,"([], np.float64(0.013014274601354238))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(16), np.int64(23), np.int64(25), np.int64(30), np.int64(47)], np.float64(0.13467895933710433))","([], np.float64(0.01263907874067849))"
3,"([], np.float64(0.00231549025084378))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(33)], np.float64(0.42711416154818405))","([], np.float64(0.0037025584644719083))"
4,"([], np.float64(1.864088405518008e-05))","([], np.float64(0.0))","([], np.float64(0.0))","([], np.float64(0.0032549442607160976))","([], np.float64(0.0032549442607160976))"
5,"([], np.float64(1.4479246601695195e-05))","([], np.float64(0.0))","([], np.float64(0.0))","([], np.float64(0.0011783873772130402))","([], np.float64(0.0011783873772130402))"
6,"([], np.float64(0.0006078666061777455))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(20), np.int64(31), np.int64(44)], np.float64(0.14409486802974236))","([], np.float64(0.0012089032461253936))"
7,"([], np.float64(9.72713543113124e-05))","([], np.float64(0.0))","([], np.float64(0.0))","([], np.float64(0.0012026085951536577))","([], np.float64(0.0012026085951536577))"
8,"([], np.float64(0.0033492064531490816))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(23)], np.float64(0.5136170102207197))","([], np.float64(5.2098870684190195e-06))"
9,"([], np.float64(0.00027511708720778794))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(1), np.int64(10), np.int64(44)], np.float64(0.14644451299765218))","([], np.float64(0.003177951030301336))"
10,"([], np.float64(0.0007248868881193915))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(12), np.int64(30)], np.float64(0.28167686714318557))","([], np.float64(1.2129179240002876e-05))"
11,"([], np.float64(0.00690208480465615))","([], np.float64(0.0))","([], np.float64(0.0))","([], np.float64(0.006371369347011726))","([], np.float64(0.006371369347011726))"
12,"([], np.float64(0.00014208945195749723))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(38)], np.float64(0.48113943641789647))","([], np.float64(0.0010023158328748799))"
13,"([], np.float64(0.003899873510366928))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(6), np.int64(20), np.int64(40)], np.float64(0.14983088182045118))","([], np.float64(0.002264434783281157))"
14,"([], np.float64(0.007252591431466948))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(13), np.int64(26), np.int64(40)], np.float64(0.19013141088247829))","([], np.float64(0.0006484184091118615))"
15,"([], np.float64(0.0015813965773682351))","([], np.float64(0.0))","([], np.float64(0.0))","([np.int64(12)], np.float64(0.43660580655272263))","([], np.float64(0.002049995263895898))"
16,"([], np.float64(0.00010508178972323812))","([], np.float64(0.0))","([], np.float64(0.0))","([], np.float64(0.00034123919524558))","([], np.float64(0.00034123919524558))"
