run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
14,"([np.int64(2), np.int64(20), np.int64(26), np.int64(34), np.int64(40), np.int64(60), np.int64(76), np.int64(91), np.int64(98), np.int64(123), np.int64(134), np.int64(148), np.int64(151), np.int64(152), np.int64(159), np.int64(165), np.int64(169), np.int64(173), np.int64(190), np.int64(196), np.int64(197), np.int64(203), np.int64(221), np.int64(224), np.int64(233), np.int64(234), np.int64(239), np.int64(241)], np.float64(0.9147798595205925))","([np.int64(91), np.int64(203), np.int64(233)], np.float64(0.36927141961766585))","([np.int64(91), np.int64(203), np.int64(233)], np.float64(1.3166336831138157))","([np.int64(91), np.int64(106), np.int64(203)], np.float64(2.93480079705902))","([np.int64(203)], np.float64(15.828778226598386))"
15,"([], np.float64(18.93933304064311))","([np.int64(2), np.int64(122)], np.float64(0.03116857187307116))","([np.int64(2), np.int64(122)], np.float64(0.45262466546379876))","([np.int64(2), np.int64(5), np.int64(37), np.int64(122)], np.float64(2.1226193564872675))","([np.int64(2), np.int64(122), np.int64(177), np.int64(193), np.int64(206), np.int64(225)], np.float64(3.010370899798018))"
16,"([], np.float64(18.164295149051977))","([np.int64(48), np.int64(201)], np.float64(0.0801805006819626))","([np.int64(48), np.int64(201)], np.float64(0.6342865835389693))","([np.int64(48), np.int64(177), np.int64(192), np.int64(201)], np.float64(2.451230242879327))","([np.int64(48), np.int64(192), np.int64(199), np.int64(201), np.int64(247)], np.float64(5.012184155027957))"
17,"([np.int64(3), np.int64(23), np.int64(25), np.int64(30), np.int64(32), np.int64(34), np.int64(41), np.int64(46), np.int64(47), np.int64(72), np.int64(90), np.int64(99), np.int64(124), np.int64(141), np.int64(157), np.int64(167), np.int64(179), np.int64(183), np.int64(196), np.int64(203), np.int64(204), np.int64(214), np.int64(225), np.int64(232), np.int64(246)], np.float64(0.4814021961093414))","([np.int64(25), np.int64(46)], np.float64(0.03144507619054107))","([np.int64(25), np.int64(46)], np.float64(0.6977525106957627))","([np.int64(25), np.int64(46), np.int64(99), np.int64(223)], np.float64(1.8188451187636274))","([], np.float64(16.85213329293776))"
18,"([np.int64(68), np.int64(191)], np.float64(1.2498009176029103))","([np.int64(68), np.int64(191), np.int64(205)], np.float64(0.48696372625149265))","([np.int64(68), np.int64(191)], np.float64(1.0686495701532097))","([np.int64(68), np.int64(98), np.int64(109), np.int64(191)], np.float64(4.60886515248929))","([np.int64(68), np.int64(109)], np.float64(20.50216164660097))"
19,"([np.int64(91), np.int64(200)], np.float64(0.4089165695040761))","([np.int64(91), np.int64(200)], np.float64(0.0411387426545055))","([np.int64(91), np.int64(200)], np.float64(0.6624050244840543))","([np.int64(54), np.int64(91), np.int64(121), np.int64(200), np.int64(243), np.int64(247)], np.float64(3.008537069516471))","([np.int64(91)], np.float64(15.701554282320457))"
20,"([np.int64(112), np.int64(121)], np.float64(6.753793884148197))","([np.int64(112), np.int64(121)], np.float64(0.0022726561352577916))","([np.int64(112), np.int64(121)], np.float64(0.5777453585788367))","([np.int64(112), np.int64(121), np.int64(200), np.int64(213)], np.float64(3.014092914832996))","([np.int64(121)], np.float64(18.73248241460197))"
21,"([], np.float64(18.42319241662589))","([np.int64(78), np.int64(198)], np.float64(0.09274120684449763))","([np.int64(78), np.int64(198)], np.float64(0.6169059839070858))","([np.int64(76), np.int64(78), np.int64(79), np.int64(198), np.int64(223), np.int64(226)], np.float64(3.3818993701622566))","([np.int64(78), np.int64(198), np.int64(218)], np.float64(3.1050496176830578))"
22,"([np.int64(217), np.int64(238)], np.float64(10.149526215638645))","([np.int64(217), np.int64(238)], np.float64(0.8543331745264624))","([np.int64(217), np.int64(238)], np.float64(1.2405825297322626))","([np.int64(32), np.int64(217), np.int64(238)], np.float64(2.452094519077596))","([np.int64(217)], np.float64(15.57525202482885))"
23,"([], np.float64(18.061284464261334))","([np.int64(105), np.int64(218)], np.float64(0.15736139610436736))","([np.int64(105), np.int64(218)], np.float64(0.45146374886298085))","([np.int64(19), np.int64(105), np.int64(152), np.int64(218), np.int64(226)], np.float64(3.091534326920041))","([np.int64(105), np.int64(152), np.int64(218), np.int64(232)], np.float64(3.0678761071899863))"
24,"([], np.float64(18.334347930082266))","([np.int64(13), np.int64(52)], np.float64(0.05912835501279882))","([np.int64(13), np.int64(52)], np.float64(0.7645878939320272))","([np.int64(13), np.int64(52), np.int64(116)], np.float64(2.0163711295232787))","([np.int64(13), np.int64(20), np.int64(52)], np.float64(2.204395900823929))"
25,"([np.int64(56), np.int64(226)], np.float64(10.547351456771036))","([np.int64(56), np.int64(226)], np.float64(0.03849263032020629))","([np.int64(56), np.int64(226)], np.float64(1.0801866963247428))","([np.int64(28), np.int64(56), np.int64(174), np.int64(182), np.int64(188), np.int64(223), np.int64(226)], np.float64(4.1777727001805856))","([np.int64(56), np.int64(182), np.int64(188), np.int64(223), np.int64(226)], np.float64(5.4670276361419425))"
26,"([], np.float64(18.443460013891794))","([np.int64(65), np.int64(102)], np.float64(0.0771037437912594))","([np.int64(65), np.int64(102)], np.float64(0.983744569630416))","([np.int64(0), np.int64(46), np.int64(65), np.int64(85), np.int64(102), np.int64(200)], np.float64(3.2848726451026913))","([np.int64(65), np.int64(102), np.int64(123)], np.float64(2.6026094668829183))"
27,"([np.int64(108), np.int64(246)], np.float64(5.185421181401956))","([np.int64(108), np.int64(246)], np.float64(0.61634696681132))","([np.int64(108), np.int64(246)], np.float64(1.1901647371355568))","([np.int64(44), np.int64(45), np.int64(108), np.int64(246)], np.float64(2.9925162004917905))","([np.int64(108), np.int64(246)], np.float64(2.712568376937538))"
28,"([np.int64(17), np.int64(87)], np.float64(2.678605584049034))","([np.int64(17), np.int64(87)], np.float64(0.05852681450090618))","([np.int64(17), np.int64(87)], np.float64(0.2693316095365317))","([np.int64(17), np.int64(87), np.int64(152)], np.float64(1.4561731012836217))","([], np.float64(18.346231738877243))"
29,"([np.int64(36), np.int64(153)], np.float64(9.538343595830039))","([np.int64(36), np.int64(153)], np.float64(0.6874171369565957))","([np.int64(36), np.int64(153)], np.float64(1.1708269118122987))","([np.int64(36), np.int64(113), np.int64(153), np.int64(191), np.int64(209)], np.float64(3.716873956309708))","([np.int64(30), np.int64(36), np.int64(149), np.int64(153), np.int64(209)], np.float64(4.24802484174838))"
30,"([], np.float64(17.878019047452156))","([np.int64(40), np.int64(225)], np.float64(0.10614508159494122))","([np.int64(40), np.int64(225)], np.float64(1.0048905781309398))","([np.int64(2), np.int64(40), np.int64(82), np.int64(225)], np.float64(2.9086349104716778))","([np.int64(225)], np.float64(17.097945429185188))"
31,"([], np.float64(18.17251752593819))","([np.int64(113), np.int64(115)], np.float64(0.21704214408532754))","([np.int64(113), np.int64(115)], np.float64(1.5995243920738056))","([np.int64(113), np.int64(115)], np.float64(1.586216173581465))","([np.int64(113), np.int64(115), np.int64(128)], np.float64(3.2091609690836247))"
32,"([np.int64(162), np.int64(178)], np.float64(7.286726474618518))","([np.int64(162), np.int64(178)], np.float64(0.5434956449235864))","([np.int64(162), np.int64(178)], np.float64(1.2971280431328496))","([np.int64(62), np.int64(92), np.int64(119), np.int64(162), np.int64(163), np.int64(178), np.int64(206)], np.float64(5.082143427879911))","([np.int64(162), np.int64(178)], np.float64(2.051319276145591))"
33,"([np.int64(201), np.int64(208)], np.float64(3.170988769656894))","([np.int64(201), np.int64(208)], np.float64(0.13860554923413562))","([np.int64(201), np.int64(208)], np.float64(0.4810230335509581))","([np.int64(76), np.int64(201), np.int64(204), np.int64(208), np.int64(232)], np.float64(3.364131576078183))","([np.int64(201), np.int64(204)], np.float64(15.078968270908877))"
34,"([np.int64(124), np.int64(142)], np.float64(0.6524574470597015))","([np.int64(124), np.int64(142)], np.float64(0.06395841881069773))","([np.int64(124), np.int64(142)], np.float64(0.8487934078358519))","([np.int64(98), np.int64(121), np.int64(124), np.int64(142), np.int64(159), np.int64(236)], np.float64(4.035722069443432))","([np.int64(124), np.int64(142)], np.float64(2.1786485729915883))"
35,"([np.int64(25), np.int64(113)], np.float64(13.73069960746997))","([np.int64(25), np.int64(113)], np.float64(0.024882632344196253))","([np.int64(25), np.int64(113)], np.float64(0.2914694388460962))","([np.int64(25), np.int64(60), np.int64(113)], np.float64(1.7400051234561429))","([np.int64(113)], np.float64(20.248490064521633))"
36,"([np.int64(29), np.int64(199)], np.float64(8.77885444375857))","([np.int64(29), np.int64(199)], np.float64(0.08240608975310644))","([np.int64(29), np.int64(199)], np.float64(0.434823560277156))","([np.int64(29), np.int64(73), np.int64(161), np.int64(199), np.int64(205)], np.float64(2.4574046076229834))","([np.int64(29)], np.float64(21.581146033689492))"
37,"([np.int64(126), np.int64(230)], np.float64(6.432161759680568))","([np.int64(126), np.int64(230)], np.float64(0.8749188036914757))","([np.int64(126), np.int64(230)], np.float64(1.3760141465769902))","([np.int64(42), np.int64(71), np.int64(126), np.int64(221), np.int64(224), np.int64(230)], np.float64(5.14467730722639))","([np.int64(126), np.int64(211), np.int64(224)], np.float64(16.815494298254787))"
38,"([], np.float64(17.672260302638897))","([np.int64(31), np.int64(40)], np.float64(0.02823168192568392))","([np.int64(31), np.int64(40)], np.float64(0.4572620975666199))","([np.int64(31), np.int64(40), np.int64(89), np.int64(240)], np.float64(2.4168036073447565))","([np.int64(31), np.int64(40), np.int64(83), np.int64(150), np.int64(224), np.int64(230)], np.float64(2.6870577466764267))"
39,"([], np.float64(17.684192942121136))","([np.int64(25), np.int64(30)], np.float64(0.14610269945594045))","([np.int64(25), np.int64(30)], np.float64(1.1845013778398343))","([np.int64(25), np.int64(30), np.int64(35), np.int64(51), np.int64(85)], np.float64(3.164113539907463))","([np.int64(25), np.int64(30), np.int64(89)], np.float64(2.3633084300083103))"
40,"([np.int64(40), np.int64(172), np.int64(202), np.int64(234)], np.float64(0.28240872757706925))","([np.int64(40), np.int64(202)], np.float64(0.2554867870298441))","([np.int64(40), np.int64(202)], np.float64(0.606734689256082))","([np.int64(40), np.int64(109), np.int64(112), np.int64(150), np.int64(202), np.int64(206)], np.float64(4.018581582976832))","([np.int64(40), np.int64(109), np.int64(150), np.int64(195), np.int64(202)], np.float64(4.405887869205672))"
41,"([np.int64(110), np.int64(171)], np.float64(11.192715990537447))","([np.int64(110), np.int64(171)], np.float64(0.28069495813359746))","([np.int64(110), np.int64(171)], np.float64(0.5383378700840874))","([np.int64(4), np.int64(106), np.int64(110), np.int64(171), np.int64(232)], np.float64(2.3550713775804035))","([np.int64(110), np.int64(171), np.int64(232)], np.float64(1.940569196357419))"
42,"([], np.float64(17.68914961417839))","([np.int64(43), np.int64(189)], np.float64(0.1970115845654621))","([np.int64(43), np.int64(189)], np.float64(0.7944488514354544))","([np.int64(1), np.int64(31), np.int64(43), np.int64(189)], np.float64(2.4076248191776304))","([np.int64(43), np.int64(108), np.int64(179), np.int64(189)], np.float64(2.9571820370621924))"
43,"([np.int64(66), np.int64(102)], np.float64(0.8170989438295003))","([np.int64(47), np.int64(66), np.int64(102)], np.float64(0.07770087874551979))","([np.int64(66), np.int64(102)], np.float64(0.6106343850215464))","([np.int64(22), np.int64(24), np.int64(66), np.int64(102)], np.float64(1.9900389698401624))","([np.int64(66)], np.float64(17.70339447153358))"
44,"([np.int64(37), np.int64(208)], np.float64(0.7010143594407232))","([np.int64(37), np.int64(208)], np.float64(0.5667547142118372))","([np.int64(37), np.int64(208)], np.float64(0.9338950288417466))","([np.int64(13), np.int64(37), np.int64(84), np.int64(107), np.int64(208), np.int64(227)], np.float64(3.0267237592837017))","([np.int64(37), np.int64(82), np.int64(84), np.int64(92), np.int64(208)], np.float64(2.4804258232582614))"
45,"([np.int64(9), np.int64(156)], np.float64(0.68533815343881))","([np.int64(9), np.int64(156)], np.float64(0.187327415814945))","([np.int64(9), np.int64(156)], np.float64(0.6457049718045536))","([np.int64(9), np.int64(156), np.int64(168)], np.float64(2.1380108541522))","([np.int64(156)], np.float64(22.400997300150237))"
46,"([np.int64(88), np.int64(210)], np.float64(7.12847401716424))","([np.int64(88), np.int64(210)], np.float64(0.4016034639671352))","([np.int64(88), np.int64(210)], np.float64(1.1138896726492742))","([np.int64(79), np.int64(88), np.int64(166), np.int64(210)], np.float64(2.228540311704766))","([np.int64(88), np.int64(114), np.int64(210)], np.float64(1.9305901042669844))"
47,"([np.int64(66), np.int64(108)], np.float64(0.18622019580823757))","([np.int64(66), np.int64(108)], np.float64(0.4768661923626018))","([np.int64(66), np.int64(108)], np.float64(0.6582969900441902))","([np.int64(66), np.int64(108)], np.float64(1.9427336838030131))","([np.int64(66)], np.float64(15.41864210858244))"
48,"([np.int64(190), np.int64(200)], np.float64(8.007149476353545))","([np.int64(190), np.int64(200)], np.float64(0.07478700038107677))","([np.int64(190), np.int64(200)], np.float64(0.38707534220666595))","([np.int64(55), np.int64(59), np.int64(190), np.int64(200), np.int64(234)], np.float64(1.8579050054602504))","([np.int64(190)], np.float64(16.190513756910104))"
49,"([np.int64(76), np.int64(115)], np.float64(0.5347636134673196))","([np.int64(76), np.int64(115)], np.float64(0.15812530069726113))","([np.int64(76), np.int64(115)], np.float64(0.40678126926290575))","([np.int64(76), np.int64(115), np.int64(123)], np.float64(1.6517907909143619))","([], np.float64(18.05098047074826))"
50,"([np.int64(34), np.int64(62)], np.float64(3.1741063349463206))","([np.int64(34), np.int64(62), np.int64(89)], np.float64(0.17647856388879857))","([np.int64(34), np.int64(62)], np.float64(0.7557071459712085))","([np.int64(4), np.int64(34), np.int64(62), np.int64(89), np.int64(110), np.int64(209)], np.float64(3.865496586866714))","([np.int64(34), np.int64(35), np.int64(62), np.int64(100), np.int64(238)], np.float64(4.824643719591373))"
51,"([np.int64(41), np.int64(166)], np.float64(4.946287845347587))","([np.int64(41), np.int64(113), np.int64(166)], np.float64(0.03294249513917784))","([np.int64(41), np.int64(166)], np.float64(0.46789543434436703))","([np.int64(41), np.int64(43), np.int64(166)], np.float64(2.4792266413584163))","([np.int64(41), np.int64(166), np.int64(175), np.int64(183)], np.float64(3.3698289006432836))"
52,"([], np.float64(17.813978987160016))","([np.int64(236), np.int64(244)], np.float64(0.05501952850825306))","([np.int64(236), np.int64(244)], np.float64(0.46042570146685524))","([np.int64(228), np.int64(236), np.int64(244)], np.float64(2.2509301988286134))","([np.int64(236), np.int64(244)], np.float64(1.503850932500112))"
53,"([np.int64(15), np.int64(76)], np.float64(0.7379344035748009))","([np.int64(15), np.int64(76)], np.float64(0.04603224308373917))","([np.int64(15), np.int64(76)], np.float64(0.5671551216427541))","([np.int64(15), np.int64(76), np.int64(179), np.int64(208), np.int64(215)], np.float64(2.973081568530766))","([np.int64(15)], np.float64(16.3570899518324))"
54,"([np.int64(6), np.int64(16), np.int64(26), np.int64(33), np.int64(94), np.int64(110), np.int64(167), np.int64(207), np.int64(217), np.int64(223), np.int64(230), np.int64(231), np.int64(245), np.int64(247)], np.float64(0.4245727712660497))","([np.int64(6), np.int64(33)], np.float64(0.040368366527004186))","([np.int64(6), np.int64(33)], np.float64(0.7590104838073343))","([np.int64(6), np.int64(33), np.int64(38), np.int64(168), np.int64(244)], np.float64(2.8447924178487))","([], np.float64(17.47354654096296))"
55,"([np.int64(0), np.int64(14), np.int64(18), np.int64(27), np.int64(35), np.int64(51), np.int64(53), np.int64(71), np.int64(76), np.int64(82), np.int64(106), np.int64(107), np.int64(132), np.int64(145), np.int64(151), np.int64(180), np.int64(190)], np.float64(0.5702387938861891))","([np.int64(0), np.int64(76)], np.float64(0.1930106377798501))","([np.int64(0), np.int64(76)], np.float64(0.7876909991626696))","([np.int64(0), np.int64(71), np.int64(76), np.int64(98)], np.float64(2.453233458448124))","([np.int64(98)], np.float64(32.99824993289373))"
56,"([], np.float64(17.295189384892474))","([np.int64(51), np.int64(145)], np.float64(0.014607487001852014))","([np.int64(51), np.int64(145)], np.float64(0.7212055612244754))","([np.int64(45), np.int64(51), np.int64(137), np.int64(145), np.int64(215)], np.float64(3.296928160522355))","([], np.float64(17.333864836723492))"
57,"([np.int64(3), np.int64(149)], np.float64(2.261592272860083))","([np.int64(3), np.int64(149)], np.float64(0.7369506123320321))","([np.int64(3), np.int64(149)], np.float64(1.0482042341968383))","([np.int64(3), np.int64(15), np.int64(122), np.int64(124), np.int64(149), np.int64(177), np.int64(229)], np.float64(2.689594014366091))","([], np.float64(19.402192977052646))"
58,"([np.int64(9), np.int64(11), np.int64(14), np.int64(16), np.int64(18), np.int64(113), np.int64(118), np.int64(127), np.int64(134), np.int64(135), np.int64(154), np.int64(156), np.int64(162), np.int64(172), np.int64(203), np.int64(205), np.int64(215), np.int64(219), np.int64(224), np.int64(236)], np.float64(0.5866818363880271))","([np.int64(11), np.int64(135)], np.float64(0.1975552961259541))","([np.int64(11), np.int64(135)], np.float64(1.1858217477897224))","([np.int64(2), np.int64(10), np.int64(11), np.int64(59), np.int64(135), np.int64(172)], np.float64(3.3310798392263923))","([np.int64(11), np.int64(135), np.int64(141), np.int64(160)], np.float64(3.6603585269056658))"
59,"([np.int64(198), np.int64(236)], np.float64(1.0796854067397799))","([np.int64(198), np.int64(236)], np.float64(0.13985473362946732))","([np.int64(198), np.int64(236)], np.float64(0.8556030777577823))","([np.int64(11), np.int64(97), np.int64(105), np.int64(198), np.int64(214), np.int64(217), np.int64(236)], np.float64(3.85505420580397))","([np.int64(214), np.int64(236)], np.float64(13.37919725373281))"
60,"([], np.float64(18.346376302141525))","([np.int64(121), np.int64(174)], np.float64(0.28761864264256476))","([np.int64(121), np.int64(174)], np.float64(1.2288765188028474))","([np.int64(99), np.int64(121), np.int64(174), np.int64(190), np.int64(192)], np.float64(3.424005750576753))","([np.int64(72), np.int64(121), np.int64(174), np.int64(201), np.int64(221)], np.float64(3.3256282336062832))"
61,"([], np.float64(17.906928260110238))","([np.int64(8), np.int64(99)], np.float64(0.17660871098099182))","([np.int64(8), np.int64(99)], np.float64(1.3927960856562847))","([np.int64(8), np.int64(71), np.int64(99), np.int64(222)], np.float64(2.588123068230214))","([np.int64(8), np.int64(22), np.int64(71)], np.float64(17.419124404433106))"
62,"([np.int64(205), np.int64(210)], np.float64(5.676552437924676))","([np.int64(205), np.int64(210)], np.float64(0.26442986785044276))","([np.int64(205), np.int64(210)], np.float64(0.7314419977310664))","([np.int64(26), np.int64(34), np.int64(55), np.int64(59), np.int64(162), np.int64(201), np.int64(205), np.int64(210)], np.float64(4.377643466685809))","([np.int64(105), np.int64(205), np.int64(210)], np.float64(2.1337371871903335))"
63,"([np.int64(0), np.int64(1), np.int64(19), np.int64(21), np.int64(23), np.int64(28), np.int64(32), np.int64(36), np.int64(37), np.int64(41), np.int64(51), np.int64(52), np.int64(54), np.int64(59), np.int64(62), np.int64(64), np.int64(66), np.int64(70), np.int64(72), np.int64(77), np.int64(78), np.int64(83), np.int64(86), np.int64(88), np.int64(94), np.int64(98), np.int64(113), np.int64(124), np.int64(125), np.int64(129), np.int64(139), np.int64(146), np.int64(148), np.int64(154), np.int64(160), np.int64(163), np.int64(168), np.int64(176), np.int64(178), np.int64(192), np.int64(193), np.int64(199), np.int64(205), np.int64(207), np.int64(213), np.int64(221), np.int64(225), np.int64(229), np.int64(239), np.int64(240), np.int64(249)], np.float64(0.5593863309031557))","([np.int64(64), np.int64(154)], np.float64(0.04786615498830606))","([np.int64(64), np.int64(154)], np.float64(0.30449349843688733))","([np.int64(64), np.int64(86), np.int64(154), np.int64(163)], np.float64(1.9084195909969262))","([np.int64(64)], np.float64(17.288622459777756))"
64,"([np.int64(181), np.int64(187)], np.float64(8.7582089686647))","([np.int64(181), np.int64(187)], np.float64(0.1589453959564361))","([np.int64(181), np.int64(187)], np.float64(0.5855405832171896))","([np.int64(181), np.int64(187)], np.float64(1.760383660237782))","([np.int64(181), np.int64(187)], np.float64(1.963637134121029))"
65,"([], np.float64(16.873726953045722))","([np.int64(24), np.int64(216)], np.float64(0.23455164268059753))","([np.int64(24), np.int64(216)], np.float64(0.910292816486567))","([np.int64(24), np.int64(216), np.int64(243)], np.float64(2.4095488671535867))","([np.int64(24), np.int64(43), np.int64(69), np.int64(212), np.int64(216)], np.float64(4.839695201720239))"
66,"([np.int64(6), np.int64(21), np.int64(36), np.int64(37), np.int64(55), np.int64(57), np.int64(62), np.int64(69), np.int64(71), np.int64(75), np.int64(87), np.int64(94), np.int64(113), np.int64(124), np.int64(149), np.int64(150), np.int64(157), np.int64(165), np.int64(173), np.int64(177), np.int64(205), np.int64(206), np.int64(233), np.int64(238)], np.float64(0.526649002884109))","([np.int64(165), np.int64(205)], np.float64(0.12649507688078637))","([np.int64(165), np.int64(205)], np.float64(0.5466614794678444))","([np.int64(124), np.int64(146), np.int64(165), np.int64(205)], np.float64(2.8072959276431257))","([np.int64(165), np.int64(205), np.int64(213), np.int64(228), np.int64(235)], np.float64(4.964579712193397))"
67,"([np.int64(67), np.int64(197)], np.float64(3.6847380423595246))","([np.int64(67), np.int64(197)], np.float64(0.9893532395635954))","([np.int64(67), np.int64(197)], np.float64(1.4090174852961863))","([np.int64(57), np.int64(60), np.int64(67), np.int64(72), np.int64(197)], np.float64(4.25732252777964))","([np.int64(67), np.int64(72), np.int64(150), np.int64(197)], np.float64(4.710557628080151))"
68,"([np.int64(119), np.int64(184)], np.float64(3.5855925403134368))","([np.int64(119), np.int64(184)], np.float64(0.19003885796186867))","([np.int64(119), np.int64(184)], np.float64(0.950802857439015))","([np.int64(63), np.int64(119), np.int64(184)], np.float64(1.8564377425556167))","([np.int64(12), np.int64(26), np.int64(58), np.int64(63), np.int64(80), np.int64(111), np.int64(119), np.int64(184), np.int64(231)], np.float64(3.885657649566343))"
