run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(4), np.int64(8), np.int64(9), np.int64(35), np.int64(45), np.int64(48), np.int64(51), np.int64(55), np.int64(56), np.int64(60), np.int64(65), np.int64(66), np.int64(67), np.int64(75), np.int64(92), np.int64(106), np.int64(109), np.int64(128), np.int64(140), np.int64(141), np.int64(151), np.int64(155), np.int64(164), np.int64(166), np.int64(172), np.int64(174), np.int64(205), np.int64(208), np.int64(209), np.int64(213), np.int64(218), np.int64(220), np.int64(223), np.int64(224), np.int64(226), np.int64(236)], np.float64(2.275408732700316))","([np.int64(4), np.int64(48), np.int64(51), np.int64(67), np.int64(92), np.int64(128), np.int64(155), np.int64(174), np.int64(218)], np.float64(0.38339713651073515))","([np.int64(174)], np.float64(83.5656740860582))","([np.int64(4), np.int64(29), np.int64(92), np.int64(155), np.int64(159), np.int64(174), np.int64(223)], np.float64(64.74230089008469))","([], np.float64(84.17991973992281))"
11,"([np.int64(38), np.int64(42), np.int64(52), np.int64(67), np.int64(94), np.int64(129), np.int64(141), np.int64(154), np.int64(182), np.int64(218), np.int64(230)], np.float64(3.989016304437272))","([np.int64(38), np.int64(42), np.int64(52), np.int64(67), np.int64(129), np.int64(141), np.int64(154), np.int64(182), np.int64(230)], np.float64(0.5022092013355496))","([np.int64(42), np.int64(182)], np.float64(79.57156884140178))","([np.int64(42), np.int64(129), np.int64(182)], np.float64(65.35619618879936))","([np.int64(182), np.int64(225), np.int64(247)], np.float64(118.9144010871393))"
12,"([np.int64(5), np.int64(11), np.int64(13), np.int64(19), np.int64(26), np.int64(49), np.int64(58), np.int64(64), np.int64(72), np.int64(77), np.int64(82), np.int64(97), np.int64(116), np.int64(152), np.int64(154), np.int64(187), np.int64(203), np.int64(208), np.int64(228)], np.float64(3.5148601957460586))","([np.int64(5), np.int64(26), np.int64(64), np.int64(77), np.int64(82), np.int64(97), np.int64(116), np.int64(152), np.int64(228)], np.float64(0.7972759159030973))","([np.int64(116)], np.float64(85.740238206863))","([np.int64(22), np.int64(82), np.int64(111), np.int64(116), np.int64(155), np.int64(222)], np.float64(87.17591957806285))","([np.int64(116), np.int64(204), np.int64(208), np.int64(221)], np.float64(115.42348919515612))"
13,"([np.int64(3), np.int64(17), np.int64(35), np.int64(37), np.int64(42), np.int64(44), np.int64(47), np.int64(50), np.int64(54), np.int64(67), np.int64(68), np.int64(72), np.int64(109), np.int64(113), np.int64(131), np.int64(133), np.int64(165), np.int64(175), np.int64(176), np.int64(198), np.int64(217), np.int64(237), np.int64(248)], np.float64(4.0218983004974485))","([np.int64(37), np.int64(44), np.int64(47), np.int64(54), np.int64(72), np.int64(109), np.int64(198), np.int64(217), np.int64(237)], np.float64(0.3877471987654588))","([np.int64(54), np.int64(72), np.int64(198)], np.float64(71.80069349307071))","([np.int64(72), np.int64(175), np.int64(198)], np.float64(74.2479835954167))","([], np.float64(83.10555556480163))"
14,"([np.int64(0), np.int64(3), np.int64(8), np.int64(10), np.int64(12), np.int64(17), np.int64(22), np.int64(23), np.int64(25), np.int64(33), np.int64(34), np.int64(35), np.int64(39), np.int64(40), np.int64(48), np.int64(66), np.int64(67), np.int64(73), np.int64(80), np.int64(81), np.int64(84), np.int64(90), np.int64(92), np.int64(99), np.int64(100), np.int64(102), np.int64(106), np.int64(111), np.int64(127), np.int64(132), np.int64(133), np.int64(138), np.int64(141), np.int64(142), np.int64(144), np.int64(153), np.int64(155), np.int64(164), np.int64(169), np.int64(184), np.int64(186), np.int64(192), np.int64(193), np.int64(218), np.int64(222), np.int64(225), np.int64(228), np.int64(233), np.int64(234), np.int64(238), np.int64(239), np.int64(241), np.int64(243)], np.float64(2.890086795655573))","([np.int64(67), np.int64(100), np.int64(106), np.int64(111), np.int64(132), np.int64(142), np.int64(155), np.int64(222), np.int64(228), np.int64(233)], np.float64(7.66342066646349))","([np.int64(12), np.int64(111), np.int64(132), np.int64(142)], np.float64(74.637363016453))","([np.int64(12), np.int64(90), np.int64(100), np.int64(111), np.int64(132), np.int64(142), np.int64(181)], np.float64(64.11915180026321))","([np.int64(26), np.int64(58), np.int64(90), np.int64(132), np.int64(142), np.int64(223)], np.float64(104.84275347214148))"
15,"([np.int64(1), np.int64(21), np.int64(26), np.int64(37), np.int64(41), np.int64(57), np.int64(64), np.int64(71), np.int64(105), np.int64(119), np.int64(123), np.int64(133), np.int64(137), np.int64(146), np.int64(148), np.int64(155), np.int64(158), np.int64(171), np.int64(184), np.int64(194), np.int64(200), np.int64(204), np.int64(208), np.int64(222), np.int64(226), np.int64(232), np.int64(238), np.int64(240), np.int64(246)], np.float64(2.362775181251774))","([np.int64(57), np.int64(133), np.int64(137), np.int64(146), np.int64(155), np.int64(204), np.int64(208), np.int64(226), np.int64(240)], np.float64(0.406503699050398))","([np.int64(137)], np.float64(78.32065914665324))","([np.int64(119), np.int64(133), np.int64(137), np.int64(208), np.int64(240)], np.float64(56.694146151128315))","([np.int64(137), np.int64(208), np.int64(218), np.int64(240)], np.float64(79.87356724480271))"
16,"([np.int64(4), np.int64(40), np.int64(44), np.int64(45), np.int64(49), np.int64(56), np.int64(71), np.int64(84), np.int64(123), np.int64(124), np.int64(143), np.int64(171), np.int64(182), np.int64(186), np.int64(189), np.int64(219)], np.float64(1.9812803574932294))","([np.int64(40), np.int64(44), np.int64(49), np.int64(71), np.int64(84), np.int64(123), np.int64(182), np.int64(186), np.int64(189)], np.float64(0.1151427058175438))","([np.int64(186)], np.float64(79.13497680131226))","([np.int64(45), np.int64(61), np.int64(71), np.int64(186), np.int64(231), np.int64(245)], np.float64(75.62766737987089))","([], np.float64(81.16615188884592))"
17,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(12), np.int64(35), np.int64(41), np.int64(56), np.int64(65), np.int64(84), np.int64(118), np.int64(123), np.int64(139), np.int64(157), np.int64(166), np.int64(167), np.int64(174), np.int64(188), np.int64(190), np.int64(204), np.int64(219), np.int64(226), np.int64(233)], np.float64(2.354042094460321))","([np.int64(0), np.int64(1), np.int64(12), np.int64(65), np.int64(84), np.int64(157), np.int64(190), np.int64(219), np.int64(226)], np.float64(0.24213203079946147))","([np.int64(12)], np.float64(77.29022760442905))","([np.int64(0), np.int64(12), np.int64(24), np.int64(125), np.int64(179), np.int64(190), np.int64(219)], np.float64(62.12329964399722))","([], np.float64(78.47032617620914))"
18,"([np.int64(0), np.int64(11), np.int64(15), np.int64(19), np.int64(28), np.int64(58), np.int64(65), np.int64(67), np.int64(79), np.int64(81), np.int64(94), np.int64(108), np.int64(116), np.int64(118), np.int64(129), np.int64(130), np.int64(139), np.int64(163), np.int64(166), np.int64(205), np.int64(214), np.int64(215), np.int64(216), np.int64(227), np.int64(245), np.int64(247)], np.float64(1.7341403308960361))","([np.int64(67), np.int64(79), np.int64(108), np.int64(129), np.int64(130), np.int64(205), np.int64(214), np.int64(227), np.int64(245), np.int64(247)], np.float64(0.15117385270755157))","([np.int64(129), np.int64(245)], np.float64(75.5287728672732))","([np.int64(118), np.int64(129), np.int64(215), np.int64(223), np.int64(227), np.int64(245), np.int64(247)], np.float64(60.36155298882273))","([np.int64(233), np.int64(247)], np.float64(116.54183594807043))"
19,"([np.int64(35), np.int64(36), np.int64(49), np.int64(79), np.int64(180), np.int64(185), np.int64(189), np.int64(194), np.int64(208), np.int64(230)], np.float64(4.092014215975403))","([np.int64(36), np.int64(49), np.int64(79), np.int64(180), np.int64(185), np.int64(189), np.int64(194), np.int64(208), np.int64(230)], np.float64(1.2224033235390235))","([np.int64(49), np.int64(189)], np.float64(81.6604247870962))","([np.int64(31), np.int64(46), np.int64(49), np.int64(83), np.int64(180), np.int64(189)], np.float64(69.35948280272153))","([np.int64(49), np.int64(189), np.int64(240)], np.float64(104.27791663618517))"
20,"([np.int64(6), np.int64(53), np.int64(74), np.int64(77), np.int64(90), np.int64(154), np.int64(160), np.int64(172), np.int64(178), np.int64(197), np.int64(205), np.int64(211)], np.float64(11.402975603722483))","([np.int64(6), np.int64(53), np.int64(77), np.int64(154), np.int64(160), np.int64(172), np.int64(178), np.int64(197), np.int64(205)], np.float64(1.0010956624371692))","([np.int64(178)], np.float64(76.48198383097888))","([np.int64(6), np.int64(57), np.int64(160), np.int64(178), np.int64(205)], np.float64(57.73938424124175))","([np.int64(160), np.int64(178)], np.float64(98.03028490784874))"
21,"([np.int64(14), np.int64(28), np.int64(52), np.int64(105), np.int64(114), np.int64(117), np.int64(136), np.int64(171), np.int64(178), np.int64(203), np.int64(206), np.int64(241)], np.float64(8.36365134826954))","([np.int64(14), np.int64(28), np.int64(52), np.int64(105), np.int64(136), np.int64(178), np.int64(203), np.int64(206), np.int64(241)], np.float64(0.5721319227368192))","([np.int64(14), np.int64(136)], np.float64(77.65764688010603))","([np.int64(10), np.int64(14), np.int64(52), np.int64(136), np.int64(195), np.int64(217), np.int64(234)], np.float64(73.51289516173125))","([np.int64(14), np.int64(25), np.int64(122), np.int64(197), np.int64(203)], np.float64(101.93101164767756))"
22,"([np.int64(0), np.int64(1), np.int64(3), np.int64(6), np.int64(14), np.int64(26), np.int64(31), np.int64(53), np.int64(57), np.int64(65), np.int64(75), np.int64(80), np.int64(82), np.int64(85), np.int64(90), np.int64(92), np.int64(95), np.int64(100), np.int64(108), np.int64(109), np.int64(120), np.int64(144), np.int64(146), np.int64(151), np.int64(152), np.int64(175), np.int64(177), np.int64(179), np.int64(180), np.int64(186), np.int64(196), np.int64(197), np.int64(206), np.int64(211), np.int64(212), np.int64(239), np.int64(241)], np.float64(3.1310903581472984))","([np.int64(26), np.int64(53), np.int64(82), np.int64(95), np.int64(108), np.int64(146), np.int64(177), np.int64(186), np.int64(206)], np.float64(0.6535271976233742))","([], np.float64(90.48392292344622))","([np.int64(26), np.int64(44), np.int64(53), np.int64(95), np.int64(144), np.int64(175), np.int64(177), np.int64(206), np.int64(230)], np.float64(66.01129843741641))","([np.int64(95), np.int64(175)], np.float64(124.99988409867431))"
23,"([np.int64(51), np.int64(59), np.int64(70), np.int64(84), np.int64(96), np.int64(100), np.int64(122), np.int64(144), np.int64(166), np.int64(203), np.int64(212), np.int64(243)], np.float64(13.037705888223252))","([np.int64(51), np.int64(59), np.int64(70), np.int64(96), np.int64(100), np.int64(122), np.int64(166), np.int64(203), np.int64(212)], np.float64(0.14914510809800766))","([], np.float64(79.83778313318162))","([np.int64(31), np.int64(46), np.int64(51), np.int64(96), np.int64(166), np.int64(203), np.int64(221), np.int64(227)], np.float64(64.16795866306921))","([], np.float64(79.8729286625699))"
24,"([np.int64(25), np.int64(27), np.int64(47), np.int64(50), np.int64(53), np.int64(69), np.int64(72), np.int64(82), np.int64(102), np.int64(107), np.int64(122), np.int64(159), np.int64(224), np.int64(228), np.int64(248)], np.float64(2.1492420128044714))","([np.int64(25), np.int64(47), np.int64(50), np.int64(53), np.int64(72), np.int64(102), np.int64(107), np.int64(122), np.int64(228)], np.float64(0.45215337066255046))","([np.int64(50), np.int64(107)], np.float64(71.45493480511735))","([np.int64(25), np.int64(50), np.int64(53), np.int64(107), np.int64(159)], np.float64(58.97840937194433))","([], np.float64(79.00150962433243))"
25,"([np.int64(6), np.int64(18), np.int64(23), np.int64(27), np.int64(34), np.int64(115), np.int64(129), np.int64(140), np.int64(155), np.int64(177), np.int64(179), np.int64(184), np.int64(213), np.int64(227), np.int64(229), np.int64(245)], np.float64(2.036031222395355))","([np.int64(23), np.int64(27), np.int64(34), np.int64(115), np.int64(177), np.int64(179), np.int64(184), np.int64(227), np.int64(229)], np.float64(0.5166427219334869))","([np.int64(27), np.int64(177), np.int64(229)], np.float64(66.9886048905497))","([np.int64(26), np.int64(27), np.int64(177), np.int64(213), np.int64(227), np.int64(229)], np.float64(58.84631480720613))","([np.int64(177)], np.float64(146.89693381127233))"
26,"([np.int64(0), np.int64(11), np.int64(23), np.int64(33), np.int64(39), np.int64(47), np.int64(56), np.int64(60), np.int64(73), np.int64(89), np.int64(120), np.int64(129), np.int64(182), np.int64(234)], np.float64(2.3815582255285714))","([np.int64(0), np.int64(11), np.int64(23), np.int64(33), np.int64(39), np.int64(60), np.int64(73), np.int64(89), np.int64(182)], np.float64(2.5004529704845564))","([np.int64(39), np.int64(60), np.int64(89)], np.float64(73.68016069496679))","([np.int64(0), np.int64(11), np.int64(12), np.int64(39), np.int64(60), np.int64(83), np.int64(89), np.int64(234), np.int64(246)], np.float64(59.347928213558525))","([np.int64(39), np.int64(83)], np.float64(130.6800331600562))"
27,"([np.int64(10), np.int64(34), np.int64(52), np.int64(67), np.int64(88), np.int64(103), np.int64(137), np.int64(159), np.int64(167), np.int64(172), np.int64(178), np.int64(185), np.int64(211), np.int64(225), np.int64(240), np.int64(242)], np.float64(5.2825683233432255))","([np.int64(34), np.int64(52), np.int64(88), np.int64(103), np.int64(137), np.int64(167), np.int64(225), np.int64(240), np.int64(242)], np.float64(0.1446932156652666))","([], np.float64(82.4082840348632))","([np.int64(52), np.int64(88), np.int64(175), np.int64(225), np.int64(231), np.int64(240)], np.float64(61.29150977848801))","([], np.float64(82.3755213670788))"
28,"([np.int64(2), np.int64(5), np.int64(15), np.int64(35), np.int64(60), np.int64(75), np.int64(83), np.int64(87), np.int64(101), np.int64(103), np.int64(131), np.int64(150), np.int64(154), np.int64(194), np.int64(200), np.int64(205), np.int64(219), np.int64(220), np.int64(238)], np.float64(1.0537116959338284))","([np.int64(2), np.int64(35), np.int64(150), np.int64(194), np.int64(200), np.int64(205), np.int64(219), np.int64(220), np.int64(238)], np.float64(4.387502908952223))","([np.int64(150), np.int64(194), np.int64(219), np.int64(220)], np.float64(68.89838265929912))","([np.int64(47), np.int64(150), np.int64(190), np.int64(194), np.int64(197), np.int64(219), np.int64(220)], np.float64(62.9267969456301))","([np.int64(220)], np.float64(144.64408041428297))"
29,"([np.int64(1), np.int64(4), np.int64(7), np.int64(19), np.int64(20), np.int64(30), np.int64(47), np.int64(62), np.int64(64), np.int64(70), np.int64(73), np.int64(84), np.int64(86), np.int64(95), np.int64(98), np.int64(100), np.int64(103), np.int64(108), np.int64(114), np.int64(116), np.int64(124), np.int64(140), np.int64(143), np.int64(145), np.int64(148), np.int64(151), np.int64(155), np.int64(161), np.int64(162), np.int64(173), np.int64(179), np.int64(189), np.int64(190), np.int64(193), np.int64(216), np.int64(228), np.int64(240), np.int64(246), np.int64(248)], np.float64(1.4539303610832353))","([np.int64(4), np.int64(19), np.int64(20), np.int64(30), np.int64(47), np.int64(70), np.int64(103), np.int64(155), np.int64(246)], np.float64(0.1578512820185548))","([np.int64(30), np.int64(47), np.int64(70), np.int64(103), np.int64(246)], np.float64(63.176113970322184))","([np.int64(4), np.int64(30), np.int64(34), np.int64(47), np.int64(70), np.int64(103), np.int64(150), np.int64(163), np.int64(246)], np.float64(53.24842074926046))","([np.int64(191)], np.float64(197.45789250235737))"
30,"([np.int64(2), np.int64(11), np.int64(36), np.int64(51), np.int64(72), np.int64(73), np.int64(115), np.int64(173), np.int64(174), np.int64(178), np.int64(213), np.int64(225)], np.float64(3.4709300854624288))","([np.int64(2), np.int64(36), np.int64(51), np.int64(73), np.int64(115), np.int64(173), np.int64(174), np.int64(178), np.int64(225)], np.float64(0.4301189157700162))","([np.int64(2), np.int64(73), np.int64(115)], np.float64(76.82230458800638))","([np.int64(2), np.int64(51), np.int64(73), np.int64(115), np.int64(125), np.int64(173), np.int64(233)], np.float64(54.3898821903598))","([], np.float64(82.61459822554373))"
31,"([np.int64(2), np.int64(9), np.int64(10), np.int64(65), np.int64(128), np.int64(129), np.int64(138), np.int64(139), np.int64(140), np.int64(163), np.int64(164), np.int64(179), np.int64(182), np.int64(190), np.int64(223), np.int64(244)], np.float64(7.216010081060321))","([np.int64(9), np.int64(128), np.int64(129), np.int64(138), np.int64(139), np.int64(163), np.int64(182), np.int64(190), np.int64(244)], np.float64(0.12741061628367115))","([np.int64(190), np.int64(244)], np.float64(80.2887245710711))","([np.int64(170), np.int64(179), np.int64(182), np.int64(190), np.int64(244)], np.float64(65.06972001175252))","([], np.float64(85.55390567467903))"
32,"([np.int64(3), np.int64(4), np.int64(23), np.int64(31), np.int64(38), np.int64(42), np.int64(49), np.int64(54), np.int64(65), np.int64(69), np.int64(72), np.int64(76), np.int64(84), np.int64(88), np.int64(89), np.int64(90), np.int64(104), np.int64(108), np.int64(111), np.int64(116), np.int64(136), np.int64(139), np.int64(140), np.int64(161), np.int64(185), np.int64(208), np.int64(219), np.int64(224), np.int64(240), np.int64(243), np.int64(248)], np.float64(2.0445753617839513))","([np.int64(3), np.int64(4), np.int64(76), np.int64(88), np.int64(111), np.int64(139), np.int64(161), np.int64(240), np.int64(248)], np.float64(0.4592093323505863))","([], np.float64(79.56997692873246))","([np.int64(4), np.int64(44), np.int64(139), np.int64(151), np.int64(161), np.int64(215), np.int64(247)], np.float64(68.58550195579294))","([np.int64(161), np.int64(215)], np.float64(112.82930345256685))"
33,"([np.int64(9), np.int64(10), np.int64(27), np.int64(40), np.int64(42), np.int64(46), np.int64(61), np.int64(63), np.int64(71), np.int64(85), np.int64(86), np.int64(92), np.int64(100), np.int64(102), np.int64(106), np.int64(110), np.int64(112), np.int64(113), np.int64(114), np.int64(121), np.int64(131), np.int64(139), np.int64(140), np.int64(144), np.int64(146), np.int64(148), np.int64(162), np.int64(164), np.int64(169), np.int64(180), np.int64(187), np.int64(188), np.int64(191), np.int64(207), np.int64(215), np.int64(223), np.int64(225), np.int64(237), np.int64(243), np.int64(247)], np.float64(5.2307755285440205))","([np.int64(9), np.int64(27), np.int64(86), np.int64(113), np.int64(144), np.int64(146), np.int64(187), np.int64(191), np.int64(237)], np.float64(1.9538652274912829))","([np.int64(9), np.int64(113), np.int64(146)], np.float64(69.63586691734251))","([np.int64(9), np.int64(86), np.int64(113), np.int64(144), np.int64(146), np.int64(165)], np.float64(50.82799268522784))","([], np.float64(78.23101786576288))"
34,"([np.int64(1), np.int64(12), np.int64(25), np.int64(26), np.int64(32), np.int64(39), np.int64(47), np.int64(51), np.int64(72), np.int64(97), np.int64(102), np.int64(117), np.int64(135), np.int64(150), np.int64(159), np.int64(161), np.int64(171), np.int64(180), np.int64(194), np.int64(223), np.int64(226), np.int64(227), np.int64(246), np.int64(247)], np.float64(1.159724739283046))","([np.int64(12), np.int64(26), np.int64(51), np.int64(102), np.int64(117), np.int64(161), np.int64(194), np.int64(226), np.int64(227)], np.float64(0.043547345342122366))","([np.int64(32), np.int64(51), np.int64(102), np.int64(117), np.int64(194)], np.float64(60.7947971975562))","([np.int64(11), np.int64(51), np.int64(117), np.int64(194), np.int64(223), np.int64(226)], np.float64(54.468091239473985))","([np.int64(11), np.int64(117), np.int64(202), np.int64(247)], np.float64(117.16983918564682))"
